verbatimDisposition	standardDisposition	standard	checked
MISSING?	missing	0	1
MISSING9/04	missing	0	1
MMNS		0	1
MOUNT IN STORAGE	voucher elsewhere	0	1
Mount placed in Biodiversity Hall, June 1998	voucher elsewhere	0	1
Mounted - Gull Island - Exhibit, 12/7/70	voucher elsewhere	0	1
Mounted - Sanford Hall	voucher elsewhere	0	1
Mounted & Loaned to New Jersey Audubon Society	voucher elsewhere	0	1
Mounted & presented to Milwaukee Museum at request	voucher elsewhere	0	1
Mounted and Loaned to New Jersey Audubon Society	voucher elsewhere	0	1
Mounted and presented to Mrs. Carll Tucker, Mar 19	voucher elsewhere	0	1
Mounted and presented to William Vogt, December 19	voucher elsewhere	0	1
Mounted for Bird Rock Group June 1901	voucher elsewhere	0	1
Mounted for Bison and Pronghorn Group, Mar 10,1942	voucher elsewhere	0	1
Mounted for Dr. Sanford, Dec 1933	voucher elsewhere	0	1
Mounted for Exhibit 2/1997	voucher elsewhere	0	1
Mounted for exhibit, 2/19/1997	voucher elsewhere	0	1
Mounted for Exhibition in Sanford Hall	voucher elsewhere	0	1
Mounted for Field & Specimen - Dr. Gochfelb	voucher elsewhere	0	1
Mounted for Galapagos Group, 1938	voucher elsewhere	0	1
Mounted for groups presented to Mr. H.P. Whitney, 	voucher elsewhere	0	1
Mounted for groups to Mr. H.P. Whitney, November 1	voucher elsewhere	0	1
Mounted for Kidong Valley Group Nov 1931	voucher elsewhere	0	1
Mounted for Malay Archipelago Group - 1942	voucher elsewhere	0	1
Mounted for Man and Bird Group - 1945	voucher elsewhere	0	1
Mounted for Man and Bird Group, 1945	voucher elsewhere	0	1
Mounted for Man and Bird Group-1945	voucher elsewhere	0	1
Mounted for 'Man-Birds' alcove, Sanford Hall 1941	voucher elsewhere	0	1
Mounted for Mr. Frederucj F. Brewster, Jan 31, 193	voucher elsewhere	0	1
Mounted for New Caledonia (capitivity, 1904) Group	voucher elsewhere	0	1
Mounted for New Guinea Mt. Group, April 1940	voucher elsewhere	0	1
Mounted for New Guinea Mt. Group-April 1940	voucher elsewhere	0	1
Mounted for plains group in African Hall - Given t	voucher elsewhere	0	1
Mounted for Sanford Hall	voucher elsewhere	0	1
Mounted for Sanford Hall, Dec. 1941	voucher elsewhere	0	1
Mounted for Sanford Hall, May 1960	voucher elsewhere	0	1
Mounted for Sanford Hall, Sept. 1982	voucher elsewhere	0	1
Mounted for Solomon Group-1942	voucher elsewhere	0	1
Mounted for Solomon Island Group-1942	voucher elsewhere	0	1
Mounted for the Bower Bird Group, May 1960	voucher elsewhere	0	1
Mounted for the Canada Spruce Group	voucher elsewhere	0	1
Mounted for the Japanese Group, June 1960	voucher elsewhere	0	1
Mounted for the Japanese Group, June 1961	voucher elsewhere	0	1
Mounted for the Landscape Hall' October, 1951	voucher elsewhere	0	1
Mounted for the Timberline Group	voucher elsewhere	0	1
Mounted for the Whitney Dome Group	voucher elsewhere	0	1
Mounted in Sanford Hall-discarded August 1995 PRS	discarded	0	1
Mounted Sanford Hall	voucher elsewhere	0	1
Mounted- Sanford Hall	voucher elsewhere	0	1
Mounted to groups presented to Mr. H.P. Whitney	voucher elsewhere	0	1
Mounted-Sanford Hall	voucher elsewhere	0	1
Mt. Duida birds sent to the M.C.Z. on behalf of Mr	voucher elsewhere	0	1
Mt. for Forestry Hall	voucher elsewhere	0	1
Mt. for Sanford Hall	voucher elsewhere	0	1
Mt'd for Galapagos Group, 1938	voucher elsewhere	0	1
Mt'd for Galapagos Group. 1938	voucher elsewhere	0	1
Mt'd for New Guinea Mt. Group, April 1940	voucher elsewhere	0	1
Mtd for New Guinea Mt. Group-April 1940	voucher elsewhere	0	1
N		0	1
N.Y.C. Area Exhibit	voucher elsewhere	0	1
N.Y.C. Area Exhibit - Returned to collection	in collection	0	1
Nat. Mus. M. Irwin	voucher elsewhere	0	1
Nat. Muse. M. Irwin	voucher elsewhere	0	1
Nat. Museum M. Irwin	voucher elsewhere	0	1
Nat. Museum of Sci.	voucher elsewhere	0	1
Nat. Museum, M. Irwin	voucher elsewhere	0	1
Nat. Museum., M. Irwin	voucher elsewhere	0	1
Naturalist C	voucher elsewhere	0	1
No	voucher elsewhere	0	1
No data, discarded 7 Apr 1941 (this outgoing note 	discarded	0	1
No data, discarded 9 Apr 1941	discarded	0	1
No.		0	1
No. 133 Exchange Coll. of E.A. Mearns	voucher elsewhere	0	1
No. 421051 sent in exchange with Leiden Museum, No	voucher elsewhere	0	1
No. 462 Exchange Coll. of E.A. Mearns	voucher elsewhere	0	1
No. 783 Exchange Coll. of E.A. Mearne	voucher elsewhere	0	1
No`	voucher elsewhere	0	1
No+	voucher elsewhere	0	1
NO=o	voucher elsewhere	0	1
Nonpoisoned, flat; Skin discarded	discarded	0	1
normal	in collection	0	1
not applicable		0	1
Note: 18 Jul 1910 this bird returned to the dealer	voucher elsewhere	0	1
Nov 1966;Exchange H.B. Hough, Ontario, Canada	voucher elsewhere	0	1
Nov. 1903; Exchanged with J & J Mailliard	voucher elsewhere	0	1
NYC Area Exhibit, returned to collection 1-87	in collection	0	1
NYC Exhibit, Sept 1983	voucher elsewhere	0	1
OE	voucher elsewhere	0	1
On exhibit	voucher elsewhere	0	1
On exhibit - mount taken from Biology of Birds Hal	voucher elsewhere	0	1
On exhibit - mounted for exhibition in Biodiversit	voucher elsewhere	0	1
On exhibit - mounted for exhibition in Olympic For	voucher elsewhere	0	1
On exhibit - mounted specimen formerly in Sanford 	voucher elsewhere	0	1
On exhibit - N.Y.C. Area	voucher elsewhere	0	1
On exhibit (Biodiversity Hall)	voucher elsewhere	0	1
On exhibit NYC Area	voucher elsewhere	0	1
on loan	voucher elsewhere	0	1
ON LOAN - PEABODY	voucher elsewhere	0	1
ON LOAN (2008-1) TO DAVE LAMP DUQUESNE	voucher elsewhere	0	1
ON LOAN (2008-1) TO DAVE LAMPE DUQUESNE	voucher elsewhere	0	1
On loan to Bernard Thayer, 27 Dec 1940; Not return	voucher elsewhere	0	1
ON LOAN TO DAVE LAMPE, DUQUESNE 2008	voucher elsewhere	0	1
ON LOAN: KRISTIN WILLIAMS 1999	voucher elsewhere	0	1
Open exchange dwith National Wildlife Federation	voucher elsewhere	0	1
Open exchange to National Wildlife Federation	voucher elsewhere	0	1
Open exchange to National Wildlife Refuge	voucher elsewhere	0	1
Open exchange with National Wildlife Fed.	voucher elsewhere	0	1
Open exchange with National Wildlife Feder.	voucher elsewhere	0	1
Open exchange with National Wildlife Federation	voucher elsewhere	0	1
Orig. label lost 11/1/65; duplicate label prepared		0	1
Paratype		0	1
ParatypeExchanged	voucher elsewhere	0	1
ParatypeExchangedExchangedParatype	voucher elsewhere	0	1
ParatypeMissing	missing	0	1
ParatypeOn Loan	voucher elsewhere	0	1
ParatypeSkeleton		0	1
permanent loan	voucher elsewhere	0	1
Pesented to Cornell University, Apr 1921	voucher elsewhere	0	1
Pres, Univ. Oklahoma - Sutton, March 1953	voucher elsewhere	0	1
Pres. Children's Mus. - Boston, Jan 13, 1953 D.F.	voucher elsewhere	0	1
Pres. Children's Mus. Boston - Jan 13, 1953	voucher elsewhere	0	1
Pres. Delaware Museum-April/72	voucher elsewhere	0	1
Pres. Entomology Dept. July, 1951	voucher elsewhere	0	1
Pres. Entomology Dept., July 1951	voucher elsewhere	0	1
Pres. in exchange to the N.Y. Scientific Supply Co	voucher elsewhere	0	1
Pres. Paris Museum 1949	voucher elsewhere	0	1
Pres. Paris Museum, 1949	voucher elsewhere	0	1
Pres. to Blair, Univ. Tulsa 3-IV-53	voucher elsewhere	0	1
Pres. to Centenary Colleg for Women, April 1961	voucher elsewhere	0	1
Pres. to Centenary College for Women, April 10, 19	voucher elsewhere	0	1
Pres. to Children" Mus, Boston Jan 13 1953 J.F.	voucher elsewhere	0	1
Pres. to Children's Mus., Boston, Jan 13, 1953 J.F	voucher elsewhere	0	1
Pres. to Children's Museum, Boston, Jan 13, 1953	voucher elsewhere	0	1
Pres. to Children's Museum, Boston, June 13, 1953 	voucher elsewhere	0	1
Pres. to Cornell Univ., K.C. Parkes, November 4, 1	voucher elsewhere	0	1
Pres. to Crawford Greenewalt, Feb 1957	voucher elsewhere	0	1
Pres. To Dep't. Conservacion De La Fauna Silvestre	voucher elsewhere	0	1
Pres. to Dept. Conservacion DeLa Fauna Silvestre, 	voucher elsewhere	0	1
Pres. to Dr. S.C. Ball by Dr. L.C. Sanford, Nov 19	voucher elsewhere	0	1
Pres. to Dr. Stanley C. Ball by Dr. L.C. Sanford N	voucher elsewhere	0	1
Pres. to Dr. Stanley C. Ball by Dr. L.C. Sanford, 	voucher elsewhere	0	1
Pres. to Dr. Stanley C. Ball by Dr. L.C. Sanford-N	voucher elsewhere	0	1
Pres. to Dr. Stanley C. Ball by Dr. Leonard C. San	voucher elsewhere	0	1
Pres. to Dr. Stanley C. Ball by Dr.L.C. Sanford, N	voucher elsewhere	0	1
Pres. to Dr. Stanley C. Ball by L.C. Sanford, Nov 	voucher elsewhere	0	1
Pres. to Leo E. Miller by the British Guiana Museu	voucher elsewhere	0	1
Pres. to Orlando F. Weber, Jr., February 5, 1940	voucher elsewhere	0	1
Pres. to U.S. Customs Dept. New York, Feb 1942	voucher elsewhere	0	1
Pres. to U.S. Customs Dept., New York - Feb 1942	voucher elsewhere	0	1
Pres. to Western Australian Regional Laboratory. S	voucher elsewhere	0	1
Pres. to Western Regional Laboratory of Australia 	voucher elsewhere	0	1
Pres. U. of Okla. - Sutton, Mar '53	voucher elsewhere	0	1
Pres. Univ. Minnesota, Duluth Branch (P.B Hofslund	voucher elsewhere	0	1
Pres. Univ. Okla - Sutton, 1953	voucher elsewhere	0	1
Pres. Univ. Oklahoma - Sutton, Mar 1953	voucher elsewhere	0	1
Pres. Univ. Oklahoma - Sutton, March 1953	voucher elsewhere	0	1
Pres. Univ. Oklahoma-Sutton, March 1953	voucher elsewhere	0	1
Pres. Univ., Oklahoma-Sutton, March 1953	voucher elsewhere	0	1
Present		0	1
Present to Crawford Greenwalt, Feb 1957	voucher elsewhere	0	1
Presented by Geo. Russell	in collection	0	1
Presented Entomology Dept., July 1951	voucher elsewhere	0	1
Presented in exchange to Colorado Museum of Nat. H	voucher elsewhere	0	1
Presented to Blair Univ. Tulse Mar 3 1953	voucher elsewhere	0	1
Presented to Boston Children's Museum, 13 Jan 1953	voucher elsewhere	0	1
Presented to British Museum by T. Gilliard, Oct 23	voucher elsewhere	0	1
Presented to British Museum by T. Gilliard, Oct. 2	voucher elsewhere	0	1
Presented to Brooklyn Chrildren's Museum for Mount	voucher elsewhere	0	1
Presented to Bruce Museum, Gweenwich, Conn., Aug. 	voucher elsewhere	0	1
Presented to C.E. Hellmayr, Feb 1907	voucher elsewhere	0	1
Presented to Centenary College for Women, Hachaett	voucher elsewhere	0	1
Presented to Children's Mus., Boston, Jan 13, 1953	voucher elsewhere	0	1
Presented to Children's Mus., Boston, Jan 13,'53 J	voucher elsewhere	0	1
Presented to Children's Museum - Boston 1/13/59	voucher elsewhere	0	1
Presented to Children's Museum - Boston Jan 13, 19	voucher elsewhere	0	1
Presented to Children's Museum - Boston, 13 Jan 19	voucher elsewhere	0	1
Presented to Children's Museum, Boston Jan 13, 195	voucher elsewhere	0	1
Presented to Children's Museum, Boston, 13 Jan 195	voucher elsewhere	0	1
Presented to Children's Museum, Boston, Jan 13 195	voucher elsewhere	0	1
Presented to Children's Museum, Boston, Jan 13, 19	voucher elsewhere	0	1
Presented to Children's Museum, Boston, Jan 13,195	voucher elsewhere	0	1
Presented to Children's Museum, Boston-Jan 13, 195	voucher elsewhere	0	1
Presented to Chrildren's Museum-Boston, Jan. 13, 1	voucher elsewhere	0	1
Presented to Chrildrn's Museum, Boston, Jan 13, 19	voucher elsewhere	0	1
Presented to Cornell Univ.	voucher elsewhere	0	1
Presented to Cornell University , Apr 1921	voucher elsewhere	0	1
Presented to Cornell University April 1921	voucher elsewhere	0	1
Presented to Cornell University Lune 8, 1952	voucher elsewhere	0	1
Presented to Cornell University, Apr 1921	voucher elsewhere	0	1
Presented to Cornell University, April 1921	voucher elsewhere	0	1
Presented to Count Nils Gyldenstolpe, 4 Mar 1947	voucher elsewhere	0	1
Presented to Crauford H.Green ualt, June 20, 1957	voucher elsewhere	0	1
Presented to Delaware Museum, April, 1972	voucher elsewhere	0	1
Presented to Dept. of Education	voucher elsewhere	0	1
Presented to Dept. of Education 7/29/63	voucher elsewhere	0	1
Presented to Dept. of Education, 29 Jul 1963	voucher elsewhere	0	1
Presented to Dr. A. Ruschi, Brazilian National Mus	voucher elsewhere	0	1
Presented to Dr. Dienzuh-Ming, Taiwan Museum, Apri	voucher elsewhere	0	1
Presented to Dr. G.P. Dementiev, Moscow, U.S.S.R.,	voucher elsewhere	0	1
Presented to Dr. Helmut Sick, Nov 1970	voucher elsewhere	0	1
Presented to Dr. Helmut Sick, November 1930	voucher elsewhere	0	1
Presented to Dr. L.C. Sanford	voucher elsewhere	0	1
Presented to Dr. Ruschi, Braz. Nat. Museum, 11/22/	voucher elsewhere	0	1
Presented to Dr. Stanley C. Ball by L.C. Sanford, 	voucher elsewhere	0	1
Presented to Dr. William H. Phelps, November, 1960	voucher elsewhere	0	1
Presented to Education Dept. for us in Army Museum	voucher elsewhere	0	1
Presented to Education Dept. for use in Army Museu	voucher elsewhere	0	1
Presented to F.T. Davison	voucher elsewhere	0	1
Presented to F.T. Pavison	voucher elsewhere	0	1
Presented to Fish & Wildlife Service	voucher elsewhere	0	1
Presented to Florida State University, Tallahassee	voucher elsewhere	0	1
Presented to G.H. Thayer by Mr. Yarwood	voucher elsewhere	0	1
Presented to Hunter College	voucher elsewhere	0	1
Presented to Iraq Natural History Museum, 1951	voucher elsewhere	0	1
Presented to J.G. William, Coryndom Museum, Africa	voucher elsewhere	0	1
Presented to J.G. Williams, Coryndom Museum, Afric	voucher elsewhere	0	1
Presented to J.G. Williams, Coryndon Museum, Afric	voucher elsewhere	0	1
Presented to Lachute High School, Quebec	voucher elsewhere	0	1
Presented to M[illeg]. Crauford H. Green[illeg]alt	voucher elsewhere	0	1
Presented to Michigan St. Univ.	voucher elsewhere	0	1
Presented to Mr. Crauford H. Greenualt, June 20, 1	voucher elsewhere	0	1
Presented to Mr. Crauford H. Greenualt, June 20,19	voucher elsewhere	0	1
Presented to Mr. Crauford H. Greenwalt, June 20, 1	voucher elsewhere	0	1
Presented to Mr. Crawford H. Greenwalt, 20 Jun 195	voucher elsewhere	0	1
Presented to Mr. Crawford H. Greenwalt, June 20, 1	voucher elsewhere	0	1
Presented to Mr. Crawford H. Greenwalt, June 20th 	voucher elsewhere	0	1
Presented to Mr. Creuford H. Greenwalt, June 20, 1	voucher elsewhere	0	1
Presented to Musee de Congo Belgue, Feb. 23, 1930	voucher elsewhere	0	1
Presented to Paris Museum 1949	voucher elsewhere	0	1
Presented to Peabody Museum, Jun 1951	voucher elsewhere	0	1
Presented to Roosevelt Memorial Assoc. Aug. 1923	voucher elsewhere	0	1
Presented to Roosevelt Memorial Assoc. Juyly 1924	voucher elsewhere	0	1
Presented to Rutgers University, 1961	voucher elsewhere	0	1
Presented to Rutges University-1961	voucher elsewhere	0	1
Presented to the Academy of Natural Sciences, Phil	voucher elsewhere	0	1
Presented to the British Museum, May 1938	voucher elsewhere	0	1
Presented to the British Museum, May 4, 1938.	voucher elsewhere	0	1
Presented to the U.S. Customs (Mr. John Bull), Apr	voucher elsewhere	0	1
Presented to the U.S. Fish & Wildlife Service, Was	voucher elsewhere	0	1
Presented to the Union Co. Park Commission, May 19	voucher elsewhere	0	1
Presented to U.S. Cusoms Dept. New York Feb. 1942	voucher elsewhere	0	1
Presented to U.S. Customs Dept., New York - Feb. 1	voucher elsewhere	0	1
Presented to U.S. Customs Dept., New York-Feb 1942	voucher elsewhere	0	1
Presented to U.S. Customs, 1 Sep 1943	voucher elsewhere	0	1
Presented to U.S. Customs, Herbert Geller, May 16,	voucher elsewhere	0	1
Presented to Wh. H. Phelps, Dec. 26, 1956	voucher elsewhere	0	1
Presented-Delaware Museum, April/72	voucher elsewhere	0	1
Presented-Wellington Mus., New Zealand-June 7, 196	voucher elsewhere	0	1
Problem Sheet Number		0	1
PS		0	1
Purchased of F.W. Urich	in collection	0	1
Purchased of John H. Wise	in collection	0	1
Queensland Mus. Australia, Exch. to: D.P. Veynon -	voucher elsewhere	0	1
Rec' from A.B. Lounsberry	in collection	0	1
Rec' from John F. Delaney	in collection	0	1
Rec'd exch. Acad. Nat. Sci. Oct 1938	voucher elsewhere	0	1
Rec'd exch. Carnegie Mus. Mar. 1939	voucher elsewhere	0	1
Rec'd exch. Newark Mus. Mar. 1939	voucher elsewhere	0	1
Rec'd frozen Leaden hall Market, 1903	in collection	0	1
Received Exch. National Museum, S. Rhodesia, Dec. 	voucher elsewhere	0	1
Received from Bronx Park	in collection	0	1
Received from Chas. F. Denley	in collection	0	1
Removed from display and returned to collection in	in collection	0	1
REPO by KNM	voucher elsewhere	0	1
Returned - August 2002	voucher elsewhere	0	1
Returned to Apolinar Maria, July 1920	voucher elsewhere	0	1
Returned to Bishop Museum, July 1975	in collection	0	1
Returned to collection - 1/5/87	in collection	0	1
Returned to Collection - 1/87	in collection	0	1
Returned to collection - 9/83, N.Y.C. Area Exhibit	in collection	0	1
Returned to Collection - August 1996	in collection	0	1
Returned to Collection 1/87	in collection	0	1
Returned to Collection -1/87	in collection	0	1
Returned to Collection, 1-87	in collection	0	1
Returned to collection, March 1986	in collection	0	1
Returned to Collection-1/87	in collection	0	1
Returned to Collection-2/87	in collection	0	1
Returned to J.H. Fleming 358 Young St. Toronto Can	voucher elsewhere	0	1
REUNITED		0	1
Rich in exchange from Allan Brooks, 1935	voucher elsewhere	0	1
Sample skin sent to J.T.Z.		0	1
Sen in exchange to Edwin Ashby, Australia	voucher elsewhere	0	1
Sent alive , Marqueras Is. to San Francisco		0	1
Sent as a gift from Dr. Sanford to Colonel Meinert	voucher elsewhere	0	1
Sent as a gift to Col. Meinertzhagen from L.C.S., 	voucher elsewhere	0	1
Sent as a gift to Colonel Meinertzhagen from L.C.S	voucher elsewhere	0	1
Sent as a gift to Loxahatchee National Wild Life R	voucher elsewhere	0	1
Sent as gift to Buffalo Mus. of Nat. Sci., 7 Jan 1	voucher elsewhere	0	1
Sent as gift to Mexican Government, 6 Dec 1927	voucher elsewhere	0	1
Sent as sample to a collector in Peru.	voucher elsewhere	0	1
Sent as sample to a South American collector	voucher elsewhere	0	1
Sent by Hamlyn to Gerard	voucher elsewhere	0	1
Sent by Hamlyn to Gerard; Exch. to N. Car. State M	voucher elsewhere	0	1
Sent by Hamlyn to Gerrard	voucher elsewhere	0	1
Sent exch. Royal N.H. Museum Sweden, Gyldenstotpe,	voucher elsewhere	0	1
Sent Exch. Royal N.H. Museum, Sweden, Gyldenstalpe	voucher elsewhere	0	1
Sent Exchange to São Paulo Museum (F.A. Camargo) J	voucher elsewhere	0	1
Sent in exch - Mus. Comparative Zoology, July 22, 	voucher elsewhere	0	1
Sent in exch. E. Lehn Schioler, Aug 1926	voucher elsewhere	0	1
Sent in exch. to Acad. of Nat'l. Sciences, Jul 192	voucher elsewhere	0	1
Sent in exch. to Acad. of Natl. Sciences, Jul 1928	voucher elsewhere	0	1
Sent in exch. to Academy of Natural Sciences, Apri	voucher elsewhere	0	1
Sent in exch. to Bishop Mus. April 1925	voucher elsewhere	0	1
Sent in exch. to Bishop Mus. April 1928	voucher elsewhere	0	1
Sent in exch. to Bishop Museum Apr 1928	voucher elsewhere	0	1
Sent in exch. to Bishop Museum, Apr 1928	voucher elsewhere	0	1
Sent in exch. to Bishop Museum, April 1928	voucher elsewhere	0	1
Sent in exch. to Brooklyn Museum, 19 Aug 1927	voucher elsewhere	0	1
Sent in exch. to Carnegie Museum, May 1927	voucher elsewhere	0	1
Sent in exch. to Carnegie Museum-May 1927	voucher elsewhere	0	1
Sent in exch. to E. Lechn Schioler, Jan 1927	voucher elsewhere	0	1
Sent in exch. to E. Lehn Schioler, Jan 1927	voucher elsewhere	0	1
Sent in exch. to E. Lehn Schiöler, Jan 1927	voucher elsewhere	0	1
Sent in exch. to E. Lehn Schioler, January 1927	voucher elsewhere	0	1
Sent in exch. to Edwin Ashby, Australia	voucher elsewhere	0	1
Sent in exch. to H.B. Conover Field Mus., Oct 7, 1	voucher elsewhere	0	1
Sent in exch. to J. Berlioz, Oct 26, 1932	voucher elsewhere	0	1
Sent in exch. to M.C.Z., April 1929	voucher elsewhere	0	1
Sent in exch. to M.C.Z., July 22, 1932	voucher elsewhere	0	1
Sent in exch. to Paris Mus., June 6, 1929	voucher elsewhere	0	1
Sent in exch. to Tahiti Mus., May 1928	voucher elsewhere	0	1
Sent in exch. to Tahiti Museum 1928	voucher elsewhere	0	1
Sent in Exch. to the ICELAND MUSEUM NAT. HIST., Ju	voucher elsewhere	0	1
Sent in exch. to the Senckenberg Museum, Dec 1926	voucher elsewhere	0	1
Sent in exch. to Tring Mus. 9 Jul 1928	voucher elsewhere	0	1
Sent in exch. to Tring Mus. July 9, 1928	voucher elsewhere	0	1
Sent in exch. to Tring Mus., July 1928	voucher elsewhere	0	1
Sent in exch. to Tring Mus., July 9, 1928	voucher elsewhere	0	1
Sent in exch. to Tring Museum, July 9, 1928	voucher elsewhere	0	1
Sent in exch. to U.S. Nat. Mus., Mar 1928	voucher elsewhere	0	1
Sent in Exch. Univ. Florida, Prof. Pierce Brodkorb	voucher elsewhere	0	1
Sent in exch. Univ. of Florida, Prof. Pierre Brodk	voucher elsewhere	0	1
Sent in Exch. Univer. Florida Prof. Pierce Brodkor	voucher elsewhere	0	1
Sent in Exch. Zoolobisches, Museum, Amsterdam, Mar	voucher elsewhere	0	1
Sent in exch. Zoologisches Museum, Amsterdam, Marc	voucher elsewhere	0	1
Sent in exch. Zoologishes Museum, Amsterdam, March	voucher elsewhere	0	1
Sent in exch. Zoologishes Museum, Amsterday, Mar 2	voucher elsewhere	0	1
Sent in exchan. to Occidental College, Calif., Oct	voucher elsewhere	0	1
Sent in Exchange - Berlioz - Muséum l'Historie Nat	voucher elsewhere	0	1
Sent in exchange - W.E. Clyle Todd (?) Carnegie	voucher elsewhere	0	1
Sent in exchange Academy of Nat. Sci., April 30, 1	voucher elsewhere	0	1
Sent in exchange Alexander Koenig Mus. Bokn, Germa	voucher elsewhere	0	1
Sent in exchange Alexander Koenig Museum, Bonn, Ge	voucher elsewhere	0	1
Sent in exchange to Acad. of Nat. Sciences, Jul 19	voucher elsewhere	0	1
Sent in exchange to Academy Nat. Sciences, April 1	voucher elsewhere	0	1
Sent in exchange to Academy of Nat. Sciences, Apri	voucher elsewhere	0	1
Sent in exchange to Academy of National Sciences, 	voucher elsewhere	0	1
Sent in exchange to Academy of Natural Sciences, A	voucher elsewhere	0	1
Sent in exchange to Academy of Natural Sciences, P	voucher elsewhere	0	1
Sent in exchange to Ashby, Australia	voucher elsewhere	0	1
Sent in exchange to Berlin Museum, Dec 1968	voucher elsewhere	0	1
Sent in exchange to Bishop Mus., April 1928	voucher elsewhere	0	1
Sent in exchange to Bishop Museum , April 19, 1928	voucher elsewhere	0	1
Sent in exchange to Bishop Museum , April 1928	voucher elsewhere	0	1
Sent in exchange to Bishop Museum Apr 1928	voucher elsewhere	0	1
Sent in exchange to Bishop Museum, Apr 1928	voucher elsewhere	0	1
Sent in exchange to Bishop Museum, April 19, 1928	voucher elsewhere	0	1
Sent in exchange to Bishop Museum, April 1928	voucher elsewhere	0	1
Sent in exchange to Bishop Museum, April 1928.	voucher elsewhere	0	1
Sent in exchange to Bishop Museum-April 1928	voucher elsewhere	0	1
Sent in exchange to Bocage Mus.- Lisbon, Portugal.	voucher elsewhere	0	1
Sent in exchange to Bristish Museum, 21 Aug 1975	voucher elsewhere	0	1
Sent in exchange to Brooklyn Mus., Aug, 1927	voucher elsewhere	0	1
Sent in exchange to Brooklyn Museum Aug. 19/1927	voucher elsewhere	0	1
Sent in exchange to Brooklyn Museum, 19 Aug 1927	voucher elsewhere	0	1
Sent in exchange to Brooklyn Museum, Aug. 18/1927	voucher elsewhere	0	1
Sent in exchange to Brooklyn Museum, August 19,192	voucher elsewhere	0	1
Sent in exchange to Carnagie Mus. 1 Apr 1975	voucher elsewhere	0	1
Sent in exchange to Carnegie Mus. 1 Dec 1975	voucher elsewhere	0	1
Sent in exchange to Carnegie Mus., April 1975	voucher elsewhere	0	1
Sent in exchange to Carnegie Mus., March 1929	voucher elsewhere	0	1
Sent in exchange to Carnegie Museum, 29 April 1977	voucher elsewhere	0	1
Sent in exchange to Carnegie Museum, Apr 1928	voucher elsewhere	0	1
Sent in exchange to Carnegie Museum, April 1928	voucher elsewhere	0	1
Sent in exchange to Cleveland Museum, Jun 1927	voucher elsewhere	0	1
Sent in exchange to Colonel Meinertzhagen, May 192	voucher elsewhere	0	1
Sent in exchange to Colonel Meinertzhagin, Decembe	voucher elsewhere	0	1
Sent in exchange to Cornell University	voucher elsewhere	0	1
Sent in exchange to D.[P ?]. Dickey, Aug 29, 1928	voucher elsewhere	0	1
Sent in exchange to Dr. A. Jacobi, Steatlicke Muse	voucher elsewhere	0	1
Sent in exchange to Dr. E. Stresemann Oct 26, 1932	voucher elsewhere	0	1
Sent in exchange to Dr. Joseph Grinnell, Univ. of 	voucher elsewhere	0	1
Sent in exchange to Dr. Joseph Grinnell, Universit	voucher elsewhere	0	1
Sent in exchange to Dr. Kuroda-Japan, April 1928	voucher elsewhere	0	1
Sent in exchange to Dr. Stoltzman, Warsaw Mus., Ap	voucher elsewhere	0	1
Sent in exchange to Dr. Stoltzmann, Warsaw Mus., A	voucher elsewhere	0	1
Sent in exchange to Dr. Stresemann-Berlin Museum, 	voucher elsewhere	0	1
Sent in exchange to E. Lehn Schioder, Jan.1927	voucher elsewhere	0	1
Sent in exchange to E. Lehn Schiolen, Jan 1927	voucher elsewhere	0	1
Sent in exchange to E. Lehn Schioler Jan. 1927	voucher elsewhere	0	1
Sent in exchange to E. Lehn Schioler, Jan 1927	voucher elsewhere	0	1
Sent in exchange to E. Lehn Schiöler, Jan 1927	voucher elsewhere	0	1
Sent in exchange to E. Lehn Schïoler, Jan 1927	voucher elsewhere	0	1
Sent in exchange to E. Lehn Schiöler, Jan. 1927	voucher elsewhere	0	1
Sent in exchange to E. Lehn Schioler, January 1927	voucher elsewhere	0	1
Sent in exchange to Edwain Ashby, Australia	voucher elsewhere	0	1
Sent in exchange to Edwin Asby, Australia	voucher elsewhere	0	1
Sent in exchange to Edwin Asgby, Australia	voucher elsewhere	0	1
Sent in exchange to Edwin Ashby	voucher elsewhere	0	1
Sent in exchange to Edwin Ashby, Australi	voucher elsewhere	0	1
Sent in exchange to Edwin Ashby, Australia	voucher elsewhere	0	1
Sent in exchange to Edwin Ashby,Australia	voucher elsewhere	0	1
Sent in exchange to Field Museum, December 5, 1927	voucher elsewhere	0	1
Sent in exchange to Geneva Museum, 3 Sep 1975	voucher elsewhere	0	1
Sent in exchange to H. Hovel Haifa, Israel, 5 June	voucher elsewhere	0	1
Sent in exchange to H. Hovel, Haifa, Israel - 5 Ju	voucher elsewhere	0	1
Sent in exchange to H. Hovel, Haifa, Israel, 5 Jun	voucher elsewhere	0	1
Sent in exchange to H. Hovel, Haifa, Israel; 5 Jun	voucher elsewhere	0	1
Sent in exchange to Hoyes Lloyd, april 1926	voucher elsewhere	0	1
Sent in exchange to J. Berlioz, 26 Oct 1932	voucher elsewhere	0	1
Sent in exchange to J. Berlioz, Oct 1932	voucher elsewhere	0	1
Sent in Exchange to J. Berlioz, Oct 26, 1932	voucher elsewhere	0	1
Sent in exchange to L.A. Fuertes - Jan. 30, 1936	voucher elsewhere	0	1
Sent in exchange to L.A. Fuertes-Jan 30, 1926	voucher elsewhere	0	1
