preparations,reps
"Wings_tail, Y; Skel, Y; Syrinx, Y",4
"Flat_skin, Y; Tissue, Y; Syrinx, Y; Skel, Y",4
"skin, study; skin, study",4
"blood (Queen Lysis buffer); tissue (frozen); tissue (RNAlater); blood (slide smear); tissue (RNAlater); skin, study",4
"tissue (frozen); trachea (70% ethanol); tongue (70% ethanol); skin, study; syrinx (70% ethanol)",4
"tissue (RNAlater); blood (RNAlater); skin, study; blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater)",4
"tissue (frozen); cloacal swab (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); skin, study; tissue (RNAlater); tissue (RNAlater)",4
"tissue (frozen); tissue (frozen); stomach plus stomach content (95% ethanol); skin, study; nasal flush (95% ethanol); carcass (95% ethanol)",4
tissue (frozen); tissue (frozen); skeleton; tissue (95% ethanol),4
"tissue (frozen); tissue (frozen); skin, body",4
LWR MANDIBLE,4
spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen),4
complete mummified specimen,4
toe pad; study skin; DNA (frozen),4
Study Skin and Partial Skeleton,4
"skin (round) | muscle, liver, heart, kidney | one wing",4
default - 15,4
Jaw (lower),4
skin (dry); whole animal (ethanol),4
"egg (intact, unmarked)",4
tissue (blood) in EtOH (missing),4
"skin, mounted (see notes)",4
BONE; PES; UNGUAL,4
1ST PHALANX,4
ICHNITE,4
Skin (Skin and separate flat wing) (Skin and separate flat wing) (Skin and separate flat wing),4
"Cloaca + penis, dissected (in spirit)",4
muscle (frozen); wing; skeleton,4
"skin; blood (slide smear); liver, muscle (frozen); lung (frozen); blood (frozen); heart; skeleton, partial; tissue (RNAlater); lung (frozen) sample",4
"blood (flash-frozen); muscle (RNAlater); heart; liver, muscle (frozen); blood (slide smear); lung (frozen)",4
"liver, muscle (frozen); wing; skeleton",4
"skeleton; skin, study; muscle (frozen); heart, kidney (frozen); liver (frozen)",4
"liver (frozen); skeleton, postcranial; skin, study; heart (frozen)",4
6 eggs,4
paleo: femur? fragment,4
part skel + misc: flat wing,4
Femur,4
"Skel, Y; Syrinx, Y; Tissue, U; Flat_skin, Y",4
"Eggset, Y; Tissue, Y",4
"Skin, Y; Tissue, Y; Feather, Y; Wings_tail, Y",4
"Skin, 1 Aug 1952, Y",4
"Skin, Y; Tissue, Y; Fluid, Y",4
"Skin, Y; Skel, Exch",4
"crani, esquelet apendicular (sec)",4
blood (Queen Lysis buffer); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater),4
tissue (frozen: vapor phase nitrogen); RNA (frozen: -80°C); tissue (ethanol) sample; tissue (ethanol) sample,4
Skin (Mummy) (Mummy) (Mummy),4
Alcoholic - 1; Eggs - 1,4
TARSOMETATARSI,4
dist tibiotarsus,4
G. Bancroft,4
D. M. Scott,4
D. F. Parmelee,4
G.Shugart & M.Moon,4
mount (body on alc.),4
study skin (body on alc.) of cagebird,4
Proximal end ulna.,4
TIBIOTARSUS DIST L,4
Frozen Tissue - 1; Skel - 1,4
NEEDS EDITING,4
tissue (frozen: vapor phase nitrogen); partial skeleton (dry); spread wing (dry); tissue (frozen: vapor phase nitrogen) sample,4
"skin, round (discarded)",4
"egg (1 intact, 3 broken)",4
BONE; CARPOMETACARPUS; DISTAL PART; INCOMPLETE; RIGHT,4
Bone; coracoid; humeral part; right,4
right femur,4
"STUDY+WING | THREE TUBES: PECTORAL, LIVER, HEART",4
Skeleton (Trunk skeleton) (Trunk skeleton) (Trunk skeleton),4
skin; wing & head only,4
skin; in moult,4
Skin: Partial; Alcoholic: Whole,4
skin; tissue (frozen); tissue (frozen) sample; blood (slide smear); skeleton; ectoparasite (95% ethanol),4
skin; tissue (frozen); stomach (95% ethanol); eye (frozen),4
"skeleton, postcranial; muscle (frozen); skin, study; heart, kidney (frozen); liver (frozen)",4
"skeleton, postcranial; heart, kidney, liver (frozen); muscle (frozen); skin, study",4
liver (frozen); heart (frozen); muscle (frozen); kidney (frozen); feather; skeleton; wing; ectoparasite (ethanol),4
"skin, flat; wing; skeleton",4
paleo: 9 bone fragments,4
alcholic + alc stomach,4
paleo: 1 cuneiform,4
skin + complete skel + alc stomach,4
"Skin, Prep by Max Minor Peet, Y",4
"tissue (RNAlater); skin, study",4
stomach (95% ethanol); spread wing (dry); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen),4
SKELETON+SKULL,4
"Tibiotarsus, distal fragment",4
C. J. Marinkelle,4
M. C. Thompson,4
J. White,4
nest(s),4
partial skeleton; flat skin,4
"skel, skin, tissue",4
skeleton | wing | tail | head feathers,4
DISTAL END L HUMERUS.,4
HUMERUS PROX HALF L,4
Portion synsacrum.,4
Fluid Post-cran in ETOH; Skin Study; TISSUE,4
TISSUE; Fluid Stomach In Alc; Skeleton Partial; Skin Wing,4
Photograph (8mm film),4
Cast of femur (left),4
Miscellaneous postcranial bones,4
skeleton (see notes),4
Bone; humerus; proximal part; incomplete; right,4
"Skeleton, Skin (Flat skin), Skin (Flat skin)",4
Skin (Partial skeleton) (Partial skeleton) (Partial skeleton),4
"tissue (frozen); stomach; skin, shmoo",4
tissue (frozen); eye (frozen); skin (frozen); eye (frozen) sample,4
"skin; heart, liver, muscle (frozen); blood (slide smear); tissue (RNAlater); heart, liver, muscle (frozen) sample",4
"liver, muscle (frozen); blood (slide smear); heart; tissue (RNAlater); blood (frozen)",4
"heart, liver, muscle (frozen); eye (frozen); muscle (RNAlater)",4
skin; blood (slide smear); blood (slide smear); skeleton; tissue (95% ethanol),4
"liver (frozen); heart, kidney (frozen); skeleton; skin, study; muscle (frozen)",4
skeleton; feather; muscle (frozen); kidney (frozen),4
nestling in alcohol,4
"Skin, Y; Genbank, Y; Genbank, Y; Tissue, Y",4
"Skin, Dec 1954, Y",4
tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),4
blood (slide smear),4
"tissue (frozen); tissue (frozen); skin, study; syrinx (ethanol)",4
tissue (95% ethanol); tissue (95% ethanol); tissue (RNAlater); blood (slide smear); blood (RNAlater),4
spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen) sample,4
INCOMPL. SKELETON,4
eggshell frags,4
Study Skin and Spread Wing | tissue,4
R. Larson,4
R. Garlett,4
S. Drovetskiy,4
SSM,4
skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen) sample,4
skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen),4
nest; egg shell (dry),4
Distal end tarsometatarsus.,4
Blood; TISSUE; Fluid Post-cran in ETOH; Skin Study; Feathers,4
fertile axis,4
Wings only,4
RNA (frozen); tissue (frozen: vapor phase nitrogen); tissue (ethanol) sample,4
"skin, mounted (on a perch)",4
"skin, mounted (winter plumage)",4
egg (4: 2 broken),4
"Tissue, Muscle (100% ethanol), Skeleton, Skin (Wing), Muscle (100% ethanol)",4
"skeleton; liver, muscle (frozen)",4
"skin; skeleton, partial; eye (frozen); heart, liver, muscle (frozen); muscle (RNAlater); heart, liver, muscle (frozen) sample",4
skin; tissue (95% ethanol); blood (slide smear); blood (slide smear); tissue (95% ethanol) sample,4
skin; tissue (frozen); tissue (frozen) sample; blood (slide smear),4
1 alc egg,4
alcoholic skin,4
"Tissue, Y; Skel, N",4
"Skel, Y; Genbank, Y",4
skin; wings & head only,4
L humerus,4
A. L. Butler,4
R. S. Hoffman,4
H. O. Wagner,4
S. Van De Putte,4
tissue (frozen); tissue (frozen) sample; spread wing; study skin,4
Proximal shaft tibiotarsus.,4
Lower mandible.,4
Distal end L tibiotarsus.,4
"DISTAL R TIBIOTARSUS, AD.",4
Skel - 1; Frozen Tissue - 1; Stomach Contents - 1,4
Muscle;skin,4
TISSUE,4
"muscle, liver, heart | one wing",4
postcranial skeleton (complete) | skull (complete) | one wing,4
"postcranial skeleton (partial) | skin (round) | skull (partial) | muscle, liver, heart, kidney",4
Trachea (in spirit),4
egg (one broken),4
egg (8: intact),4
BONE; CARPOMETACARPUS; DISTAL PART; RIGHT,4
Bone; femur; complete; right,4
BONE; CARPOMETACARPUS; PROXIMAL PART; INCOMPLETE; RIGHT,4
Bone; carpometacarpus; distal part; right,4
proximal coracoid,4
"SKEL+FLAT | TWO TUBES: PECTORAL, LIVER, HEART",4
"Skin, Toe pad sample, Feather samples, Feather samples, Toe pad sample",4
Skeleton: Cast,4
"skeleton, partial; blood (slide smear); heart, liver, muscle (frozen); tissue (RNAlater); blood (frozen); heart, liver, muscle (frozen) sample",4
"skin; endoparasite; stomach (95% ethanol); ectoparasite (95% ethanol); heart, liver, muscle (frozen); skeleton, partial",4
skull; kidney (frozen); wing (dry); muscle (frozen); liver (frozen); heart (frozen),4
"Skin, remade, Y",4
"Flat_skin, Y; Skel, Y; Syrinx, Y; Tissue, U",4
"Skel, Y; Tissue, U; Skin, Y; Genbank, Y",4
"tissue (frozen); tissue (frozen) sample; syrinx (70% ethanol); skin, study",4
"blood (RNAlater); skin, study; blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater)",4
tissue (frozen); tissue (95% ethanol),4
L DIST TARSOMETATARSUS,4
W. B. Davis,4
N. D. Hoy,4
T. L. Fleming,4
J. Brooks (GWS),4
body parts (dry); spread wing,4
tissue (frozen); mounted skin,4
Articular.,4
Proximal R humerus.,4
THORACIC VERTEBRA.,4
Skeleton Complete?,4
TISSUE; Fluid Post-cran in ETOH; Skin Study; Feathers; Fluid Stomach In Alc,4
rectrices,4
Misc. - 1; Study skin - 1,4
"tissue; skin, flat",4
"Heart, dissected (in spirit)",4
skin (dry); tissue (frozen); tissue (frozen); tissue (frozen),4
skin (dry); tissue (frozen),4
"skin, round (original tag: Preserved by Bernhard Stolz)",4
"skin, mounted (walking)",4
egg (6: 1 broken),4
egg (3: 2 broken),4
BONE; TIBIOTARSUS; INCOMPLETE; LEFT,4
"Skin (Schmoo Prep.) (Schmoo Prep.), Skeleton, Skeleton (Schmoo Prep.)",4
"Skin, Tissue, Liver",4
Skin: Whole; Skeleton: Whole,4
skin; endoparasite (95% ethanol); muscle (frozen),4
"skeleton, partial; blood (slide smear); liver, muscle (frozen); lung (frozen); blood (frozen); heart; tissue (RNAlater); lung (frozen) sample",4
"blood (slide smear); heart, liver, muscle (frozen); blood (flash-frozen); lung (frozen); muscle (RNAlater)",4
"skin; heart, liver, muscle (frozen); muscle (RNAlater); blood (slide smear)",4
"skin; liver, muscle (frozen); lung (frozen); blood (frozen); heart; blood (slide smear); tissue (RNAlater)",4
Skin + Humeri,4
paleo: vertebrae,4
1 egg + 1 small plastic bag with egg fragments that are the returned loan BP 16961,4
misc: 5 regurg. pellets,4
"Skin/toe clip, N; Skel, Y",4
"Eggset, Y; Nest, N",4
blood (slide smear); tissue (RNAlater); tissue (RNAlater); blood (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),4
"tissue (frozen); endoparasite (70% ethanol); skin, study",4
tissue (frozen); skeleton; feather,4
tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (RNAlater); tissue (RNAlater),4
"tissue (frozen); blood (slide smear); cloacal swab (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); skin, study; tissue (RNAlater)",4
skin; Alchoholic,4
"Skin, Tissue, Skeleton (Partial skeleton), Tissue, Skeleton (Partial skeleton)",4
"Element: Unidentified Bone, ElementURI: UBERON:0001474, Portion: Fragment",4
R ULNA,4
MID ULNA,4
"Schmoo, Skeleton and Spread Wing | tissue",4
D. Schalk & G. Shugart,4
partial wing/leg | skeleton,4
MANDIBLE UPPER,4
Study Skin and Partial Alc,4
"skin (round) | Muscle, liver, heart, kidney | one wing",4
TO | blood sample | blood sample | tissue,4
"tissue (frozen); whole organism (formalin-fixed, 70% ethanol)",4
tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skeleton (dry); spread wing (dry); tissue (frozen: vapor phase nitrogen) sample,4
skeleton (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen),4
egg (2 intact),4
"reproductive organs in formalin (Patricia Brennan research collection); skin, round; tissue frozen",4
right proximal scapula,4
"Skin (Wing), Skeleton (Wing), Tissue, Muscle (100% ethanol)",4
Cleared and Stained: Partial,4
SKELETON; INCOMPLETE; &,4
SKELETON; COMPLETE; JUVENILE &,4
skin; tissue (frozen); tissue (frozen) sample; stomach (95% ethanol),4
skin; tissue (frozen); eye (frozen) sample,4
tissue (frozen); tissue (frozen) sample; skin (frozen),4
"skeleton, postcranial; muscle (frozen); wing, flat (dry)",4
"tissue (frozen); skin, study; stomach (70% ethanol); tongue (70% ethanol)",4
"liver (frozen); heart, kidney (frozen); feather; muscle (frozen); wing; skeleton",4
"skin, study; skeleton; heart, kidney (frozen); liver (frozen); muscle (frozen)",4
liver (frozen); heart (frozen); endoparasite (ethanol); kidney (frozen); ectoparasite (ethanol); feather; skeleton; muscle (frozen),4
liver (frozen); skeleton; kidney (frozen); wing; muscle (frozen),4
paleo: 1 maxilla frag.,4
"Skin, Y; Skin/toe clip, N; Feather, Y",4
"Skel partial, Y; Skin, Y",4
"Skin, N; Tissue, U",4
"Skin, Oct 1952, Y",4
"Syrinx, Y; Tissue, Y; Skel, Y; Skin, Y; Wings_tail, Y",4
"Skin, April 1985, Y",4
tissue (frozen); whole organism (95% ethanol),4
tissue (frozen); skeleton; stomach content (70% ethanol),4
blood (Queen Lysis buffer); tissue (frozen); tissue (RNAlater); tissue (RNAlater); blood (slide smear),4
"tissue (frozen); cloacal swab (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); skin, study; tissue (RNAlater)",4
tissue (frozen); tissue (95% ethanol); skeleton,4
"Wing, tail and tissue",4
Skin - 1; Alcoholic - 1; Syrinx - 1,4
TRACKWAY,4
carpometacarpus frag,4
claw,4
CARPOMETACARPUS FRAG,4
DIST PHALANX,4
M. T. Cleckley,4
N. O. Sibley,4
H. V. Williams,4
skin (dry); tissue (frozen: vapor phase nitrogen); DNA (frozen) sample,4
tissue (frozen); tissue (frozen); study skin; study skin,4
Proximal carpometacarpus.,4
leading edge of sternum,4
R radius.,4
Feathers; Skin Study; toepad,4
"muscle, liver, heart, kidney | one wing",4
rectrix,4
tissue (frozen); partial skeleton (dry); spread wing (dry); tissue (frozen),4
MANDIBLE PARTIAL; ARTICULAR; COMPLETE; RIGHT,4
shaft fragments,4
WING | TWO TUBES,4
"Skin, Tissue, Tissue, Skeleton, Skeleton",4
skin; skin sample; skin sample,4
"muscle (RNAlater); blood (flash-frozen); heart, liver, muscle (frozen); tissue (flash-frozen); blood (slide smear)",4
skin; tissue (frozen); tissue (frozen) sample; stomach (ethanol); ectoparasite (95% ethanol),4
egg contents (frozen),4
"liver (frozen); heart, kidney (frozen); feather; endoparasite (ethanol); muscle (frozen); skeleton",4
Flat Skin + Full Skeleton,4
manual phalanx fragment,4
"Skin, Nov 1954, Y",4
"Fluid, U",4
"Flat_skin, Y; Skel, Exch; Syrinx, Y",4
pedrer (alcohol etílic 96º),4
egagròpiles (sec),4
media; skeleton,4
articular,4
SKULL FRAG,4
DORSAL VERTEBRA,4
DIST TARSOMETATARSUS FRAG,4
whole animal (ethanol); tissue (frozen: vapor phase nitrogen); tissue (frozen) sample,4
Distal end radius.,4
Proximal 1/5 L humerus,4
R mandibular articulation.,4
HUMERUS EXC DIST END,4
PH II.,4
Fluid Alcoholic-Stomach,4
postcranial skeleton (complete) | skin (partial round) | skull (complete),4
complete skeleton | tissue - 1,4
egg (1 intact 1 cracked),4
"skin, round (Exchanged to Florida State M in 1962)",4
Bone; femur; proximal part; right,4
BONE; FEMUR; DISTAL PART; INCOMPLETE; LEFT,4
Bone; femur; proximal part; left,4
left femur,4
distal end of left humerus,4
Skin (Wings only) (Wings only),4
Skin: Whole; Alcoholic: Partial; Alcoholic: Partial,4
"skin, flat; heart, muscle (frozen); skeleton",4
"skin; heart, liver, muscle (frozen); skeleton; stomach content (95% ethanol); heart, liver, muscle (frozen) sample",4
"skin; blood (slide smear); skeleton, partial; heart, liver, muscle (frozen); muscle (RNAlater); lung (frozen); blood (flash-frozen); heart, liver, muscle (frozen) sample",4
"skeleton, partial; blood (slide smear); heart, liver, muscle (frozen); brain (frozen); blood (flash-frozen); eye (frozen); muscle (RNAlater)",4
"tissue (frozen); skeleton; skin, study",4
liver (frozen); skeleton; kidney (frozen); muscle (frozen); ectoparasite (ethanol); endoparasite (ethanol),4
"skin, study; skeleton; muscle (frozen); liver (frozen); heart, kidney (frozen)",4
"skin, study; skeleton; heart (frozen); endoparasite (ethanol); liver (frozen); muscle (frozen); ectoparasite (ethanol); kidney (frozen)",4
"Skin, Y; Syrinx, Y; Tissue, Y; Skel, Y",4
"Skin/toe clip, N; Skin, Y; Feather, Y",4
"Nest, N; Eggset, Y",4
"Skin, 1953, Y",4
"Skin/toe clip, N; Skin, Y; Fluid, Y",4
"skin, study; crop content (dry)",4
"tissue (frozen); tissue (frozen); stomach plus crop (70% ethanol); syrinx (70% ethanol); skin, study",4
"Mounted, on wall branch",4
A. Quandt,4
"O. Dowell, Jr.",4
G. Rogers,4
incomplete specimen (on alc.),4
skinned body (ethanol); study skin; tissue (95% ethanol); spread wing,4
skeleton | head skin,4
Proximal two-thirds ulna.,4
Proximal end L tarsometatarsus.,4
Skin - 1; Skin - 1,4
egg set/wing,4
round skin | skeleton | wing,4
Skin Study; Skeleton Postcranial; TISSUE,4
pickle | wing,4
Head (dried),4
liver; whole organism (ethanol-fixed),4
tissue frozen (skin and wing voucher at Museo de Historia Natural de la Universidad de San Carlos de Guatemala),4
"skin, round; syrinx; tissue frozen",4
"egg (1 broken, 1 intact)",4
Bone; tibiotarsus; incomplete; left,4
BONE; ULNA; DISTAL PART; INCOMPLETE; RIGHT,4
Bone; humerus; complete; right,4
limb shaft,4
left humeral shaft,4
"SKEL+STUDY | TWO TUBES; PECTORAL, HEART, LIVER",4
PARTIAL L CORACOID,4
"Skin, Skeleton, Tissue, Skeleton, Tissue",4
tissue (frozen); whole organism (alcohol); stomach,4
"skin; tissue (frozen); heart, liver, muscle (frozen); heart, liver, muscle (frozen) sample",4
skin; liver,4
skin; tissue (frozen); blood (slide smear),4
"skin, study; heart (frozen); muscle (frozen); skeleton, postcranial",4
"liver (frozen); heart, kidney (frozen); muscle (frozen); skin, study; endoparasite (ethanol); skeleton",4
skeletal element; wing,4
paleo: phalanx fragment,4
paleo: pedal phalanx (?) fragment,4
misc: 1 wing only,4
"Tissue, Y; Skin, Y; Genbank, Y; Genbank, Y",4
"Skel, Y; Tissue, U; Syrinx, Y",4
"Wings_tail, Y; Skel, Y; Syrinx, Y; Tissue, Y",4
"Skin, Y; Tissue, U; Syrinx, Y; Skel, Y",4
"tissue (frozen); stomach content (ethanol); skin, study",4
tissue (frozen); whole organism (70% ethanol),4
"tissue (frozen); syrinx (ethanol); tongue (ethanol); skin, study",4
"blood (Queen Lysis buffer); tissue (frozen); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); skin, study; tissue (RNAlater)",4
tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); blood (RNAlater); tissue (RNAlater),4
"tissue (frozen); tissue (frozen); carcass (95% ethanol); buccal and cloacal swab (RNAlater); endoparasite (95% ethanol); skin, study; nasal flush (95% ethanol); stomach plus stomach content (95% ethanol)",4
"blood (RNAlater); skin, study; tissue (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater)",4
spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen),4
"Skeleton, Tissue, Stomach & contents, other, Tissue, Stomach & contents, other",4
POSTCRANIAL SKELETON,4
LWR MANDIBLE FRAGS,4
HUMERUS ?,4
"Prox. humrus, left",4
PROX TARSOMETATARSAL,4
R. Perala & G. Shugart,4
B. Schmidt & G. Alcorn,4
C. M. Jones,4
tissue (frozen); tissue (frozen); tissue (frozen); skeleton; flat skin,4
Proximal 1/5 R humerus,4
Distal half R tarsometatarsus.,4
Ulna head.,4
TISSUE; Skin Wing; Skin Study,4
Tongue + hyoid (in spirit),4
skin; wing; partial skeleton; frozen: liver; heart; muscle,4
Photograph (35mm transparencies),4
trace fossil,4
egg (fragments only),4
"skin, round (11 rectrices)",4
"egg (1, cracked)",4
egg (2 intact of set of 3),4
"STUDY+SKEL | TWO TUBES: PECTORAL, LIVER, HEART",4
SKELETON; JUVENILE; COMPLETE; &,4
"skull; tissue (frozen); wing; skeleton, postcranial",4
"skin; skeleton, partial; endoparasite (95% ethanol); heart, liver, muscle (frozen)",4
"skin; liver, muscle (frozen); skeleton, partial; blood (slide smear); blood (flash-frozen); muscle (RNAlater); heart; lung (frozen); liver, muscle (frozen) sample",4
"heart, liver, muscle (frozen); skeleton, partial; blood (slide smear); tissue (RNAlater)",4
skeleton; tissue (95% ethanol),4
"liver (frozen); heart (frozen); muscle (frozen); skin, study; skeleton",4
liver (frozen); heart (frozen); muscle (frozen); kidney (frozen); feather; skeleton; ectoparasite (ethanol),4
Skeleton + Flat Skin,4
Skin (= Schmoo) only,4
alular phalanx,4
innominate fragment,4
"Skin, skin and sex, Y",4
"Skin, Y; Feather, Y; Feather, Y; Feather, Y; Feather, Y; Feather, Y",4
"Skel, Y; Fluid, Y; Feather, N",4
pell d'estudi,4
"skin, study; feather (slide); feather (slide)",4
"tissue (frozen); tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); cloacal swab (RNAlater); tissue (RNAlater); skin, study; tissue (RNAlater); tissue (RNAlater)",4
skin - 1 | tissue - 1 | syrinx - 1,4
W. W. Benson,4
A. J. Kirn,4
A. T. Wayne,4
K. Racey,4
skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); DNA (frozen) sample,4
wing/tissue | tissue,5
Skeleton Parts,5
/Skel,5
Skelett,5
tissue frozen; wing,5
BONE; INCOMPLETE,5
scalp,5
"Fluid, Syrinx, Syrinx",5
skin; muscle (frozen); muscle (frozen) sample,5
skin; skeleton; tissue,5
"skin; skeleton, partial; muscle (RNAlater); heart, liver, muscle (frozen); heart, liver, muscle (frozen) sample",5
"skin; blood (slide smear); heart, liver, muscle (frozen); eye (frozen); heart; lung (frozen); blood (flash-frozen); skeleton, partial; muscle (RNAlater)",5
"tissue (frozen); stomach (70% ethanol); skin, study",5
1 Egg only,5
paleo: vertebrae fragment,5
paleo: 4 pedal phalanges,5
"Nest, U",5
"Syrinx, Y; Tissue, Y; Skin, Y; Skel, Y",5
"Skin, Y; Tissue, N",5
"Flat_skin, Y; Skel, Y; Feather, N; Fluid, Y; Feather, N",5
frontal,5
distal phalanx,5
partial vertebra,5
"Archbold, Greenway & Rand",5
Warner & Cooke,5
S. McMahon & G. Alcorn,5
flat skin & partial skeleton,5
"skin (round) | Muscle, liver, heart, kidney, fat",5
"skin, round (exchanged to DMNH in 1974)",5
"nest (specimen at State Darwin Museum in Moscow, Russia)",5
"skin, round; 10% form.->70% alc. (partial) (Exchanged to BMNH in 1970)",5
"skin, round (Exchanged to USNH in 1963)",5
BONE; STERNUM; INCOMPLETE,5
left proximal scapula,5
SKEL+STUDY+ WING | ONE TUBE,5
"Skin, feather samples, feather samples",5
"Tissue, Skin, Skeleton (Partial skeleton)",5
skin; skeleton; liver (frozen),5
skin; tissue (frozen); skeleton; stomach content,5
"liver (frozen); heart, kidney (frozen); wing; muscle (frozen); skeleton",5
"skeleton, postcranial; skin, study; muscle (frozen); heart, kidney (frozen); liver (frozen)",5
part skeleton,5
paleo: scapholunar,5
part skel (mandible only),5
"Tissue, Y; Skel, Y; Skin, Y",5
"Eggset, N; Nest, Y",5
"Tissue, Y; Skin, Y; Skel partial, Y; Wings_tail, Y",5
tissue (frozen); skeleton; endoparasite (70% ethanol); syrinx (70% ethanol),5
blood (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),5
tissue (frozen: vapor phase nitrogen); partial skeleton (dry),5
whole animal (dry),5
"Humerus, left",5
D. Empeso,5
G. Stagner,5
tail (dry); spread wing,5
"skel, skin",5
skin clip (dry); flat skin; skeleton,5
Proximal R ulna.,5
Distal half L tarsometatarsus.,5
TISSUE; Fluid Post-cran in ETOH; PARASITES; Fluid Stomach In Alc; Skin Study,5
"skin (round) | Muscle, liver, heart",5
Feather,5
"10% form.->70% alc. (Exchanged to University of Utah, Salt Lake City in1968)",5
BONE; ULNA; PROXIMAL PART; INCOMPLETE; RIGHT,5
BONE; CARPOMETACARPUS; RIGHT,5
"Tissue, Muscle (Ethanol), Muscle (Ethanol), Skeleton",5
skin; skeleton; tissue (95% ethanol),5
"skin; blood (slide smear); liver, muscle (frozen); skeleton, partial; tissue (RNAlater); blood (frozen); heart; lung (frozen); liver, muscle (frozen) sample",5
"skin; blood (slide smear); skeleton, partial; eye (frozen); heart, liver, muscle (frozen); muscle (RNAlater); heart, liver, muscle (frozen) sample",5
muscle (frozen); kidney (frozen); skeleton,5
Skin + Skeleton,5
"blood (Queen Lysis buffer); skin, study; tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater)",5
"tissue (frozen); tissue (frozen); stomach plus stomach content (95% ethanol); nasal flush (95% ethanol); endoparasite (95% ethanol); carcass (95% ethanol); skin, study",5
Tissue - 100; Wingspread - 1,5
trade-skin,5
tissue (frozen); muscle (RNAlater); kidney (RNAlater); heart (RNAlater); liver (RNAlater); eye (RNAlater); gonad (RNAlater); study skin; brain (RNAlater),5
TISSUE; Skin Study; swab; Fluid Post-cran in ETOH; Fluid Stomach In Alc,5
"egg (intact, large hole)",5
egg (3 iintact 1 broken),5
tissue frozen (wing and skin voucher at Natural History Museum of Crete),5
10% form.->70% alc. (partial); syrinx,5
BODY,5
"Skin, Feather samples, Toe pad sample, Feather samples, Toe pad sample",5
"Skin, Skeleton, Tissue, Tissue, Skeleton",5
"skin, flat; heart (frozen); skeleton",5
"skin; stomach (ethanol); heart, liver, muscle (frozen); skeleton",5
"skin; heart, liver, muscle (frozen); tissue (RNAlater); heart, liver, muscle (frozen) sample",5
"skin; eye (frozen); heart, liver, muscle (frozen); muscle (RNAlater)",5
liver (frozen); heart (frozen); feather; muscle (frozen); skeleton,5
"Skin, April 1951, Y",5
blood (Queen Lysis buffer); tissue (frozen); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater),5
tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample,5
"Skeleton, Tissue, Skin (Wing only)",5
Osteological - Skull,5
