"verbatimPrep","StandardPrep","standard","checked"
"Skin (Wings only) (Wings only), Skin sample, Skin sample (Wings only)",,0,0
"Skin (Wings only), Skin sample (Wings only), Skin sample (Wings only)",,0,0
"Skin (Wings) (Wings), Skin sample (Wings), Skin sample",,0,0
"Skin (Wings), Skin sample (Wings), Skin sample (Wings)",,0,0
"Skin (winter pelage) and Skeleton (no skull)",,0,0
"Skin (With separate wing) (With separate wing) (With separate wing)",,0,0
"Skin (With separate wing) (With separate wing), Toe pad sample (With separate wing), Toe pad sample",,0,0
"Skin (With separate wing), Toe pad sample (With separate wing), Toe pad sample (With separate wing)",,0,0
"Skin , cast (mounted, in spirit)",,0,0
"skin ?",,0,0
"Skin + ? skull with jaw (in skin)",,0,0
"Skin + carpus (removed from skin, mounted)",,0,0
"skin + DNA","skin, DNA",0,1
"skin + partial skel + DNA","skin, partial skeleton, DNA",0,1
"Skin + remainder of specimen (in spirit)",,0,0
"Skin + skeleton (feet, in skin)",,0,0
"Skin + skeleton (limbs, in skin)",,0,0
"Skin + skull (?in skin)",,0,0
"Skin + skull (damaged, incomplete, removed from skin)",,0,0
"Skin + skull (in skin)",,0,0
"Skin + skull (removed from skin)",,0,0
"Skin + skull with jaw (damaged, in skin)",,0,0
"Skin + skull with jaw (damaged, incomplete, attached to skin)",,0,0
"Skin + skull with jaw (damaged, partially cleaned, removed from skin)",,0,0
"Skin + skull with jaw (damaged, removed from skin)",,0,0
"Skin + skull with jaw (in skin)",,0,0
"Skin + skull with jaw (in skin) + skeleton",,0,0
"Skin + skull with jaw (in skin, damaged)",,0,0
"Skin + skull with jaw (incomplete, removed from skin)",,0,0
"Skin + skull with jaw (mounted in glass tube) + skeleton (not cleaned)",,0,0
"Skin + skull with jaw (partially cleaned, removed from skin)",,0,0
"Skin + skull with jaw (removed from skin)",,0,0
"Skin + skull with jaw (removed from skin, mounted)",,0,0
"Skin + skull with jaw (removed from skin, partially cleaned)",,0,0
"Skin + skull with jaw (removed from skin, uncleaned)",,0,0
"Skin + skull with jaw + horn core (removed from skin)",,0,0
"Skin + skull with jaw + horn-cores (removed from skin)",,0,0
"Skin + skull with jaw + skeleton",,0,0
"Skin + skull with jaw + skeleton (all removed from skin)",,0,0
"Skin + skull with jaw + skeleton (incomplete, not cleaned)",,0,0
"Skin + skull with jaw + skeleton (not cleaned)",,0,0
"Skin + skull with jaw + skeleton (part mounted, articulated)",,0,0
"Skin + skull with jaw + skeleton (partially cleaned & articulated)",,0,0
"Skin + skull with jaw + skeleton (partially cleaned)",,0,0
"Skin + skull with jaw + skeleton (partially cleaned, articulated)",,0,0
"Skin + skull with jaw + skeleton (uncleaned)",,0,0
"skin + wing + partial skel + DNA","skin, wing, partial skeleton, DNA",0,1
"skin and body skeleton","skin, body skeleton",0,1
"Skin and Leg Bones",,0,0
"Skin and Partial Skeleton",,0,0
"skin and skeleton","skin, skeleton",0,1
"Skin and Skeleton (no skull)",,0,0
"Skin and skull","skin, skull",0,1
"Skin and Skull (disarticulated)",,0,0
"Skin chip",,0,0
"skin chip and tissue",,0,0
"skin chip, skull, tissue",,0,0
"skin impression",,0,0
"Skin of foot",,0,0
"Skin of head + skull with jaw (in skin)",,0,0
"Skin of head + tongue + rest of the animal. (in spirit)",,0,0
"Skin of head and neck (in spirit)",,0,0
"Skin of pes, right (in spirit)",,0,0
"Skin Only","skin",0,1
"SKIN ONLY/MUMMIFIED","mummy (skin)",0,1
"SKIN ONLY/SKELETON","skin, skeleton",0,1
"Skin only: destroyed","skin (destroyed)",0,1
"skin or hide",,0,0
"Skin patch",,0,0
"Skin Removed",,0,0
"skin sample, bone sample, tissue",,0,0
"skin tanned/skel/scalp","scalp, skeleton, tanned skin",0,1
"SKIN WITH LIMB BONES","skin with limb bones",0,1
"SKIN WITH SKULL AND FOOT BONES","skin with skull and foot bones",0,1
"SKIN WITH SKULL AND LIM BONES","skin with skull and limb bones",0,1
"SKIN WITH SKULL IN FLUID","fluid skin with skull",0,1
"skin",,0,0
"Skin, ","skin",0,1
"Skin, & Stodsol",,0,0
"Skin, (1) prep, (2) washed in Dreft and Stodsol and remade; date prepared refers to (2)",,0,0
"Skin, (1) prep; (2) relaxed in Dreft and Stodsol and remade; date prepared refers to (2)",,0,0
"Skin, (1) prep; (2) washed in Dreft and Stodsol; preparator's # refers to (1), date prepared refers to (2)",,0,0
"Skin, (1) relaxed, scraped, washed in Dreft, and made up; date prepared refers to (1)",,0,0
"Skin, (PSH June 1955).",,0,0
"skin, (skull?)",,0,0
"Skin, [originally] preserved in formaldehyde",,0,0
"Skin, [weighed with a] postal scale",,0,0
"skin, 2 skulls",,0,0
"Skin, 2nd class skin, only",,0,0
"Skin, A",,0,0
"Skin, Accession card: first bird skinned by F. T. Hall",,0,0
"skin, alcoholic","alcoholic, skin",0,1
"skin, alcoholic, tissue",,0,0
"Skin, April 1951",,0,0
"Skin, Aug. 1951",,0,0
"Skin, Aug. '51",,0,0
"Skin, August 1951",,0,0
"Skin, Baculum",,0,0
"Skin, bill glued",,0,0
"Skin, bird preserved in aformalin alcohol. skinned, pickled trunk.; Fluid",,0,0
"SKIN, BODY SKELETON","skin, body skeleton",0,1
"Skin, both testes, adrenal, pituitary, and brood patch strip preserved",,0,0
"Skin, cestodes and nematodes [saved?  measured?]",,0,0
"Skin, cestodes collected from intestine by R.W.S.",,0,0
"Skin, cleaned in Dreft and Stodsol",,0,0
"Skin, Cleaned in stodsol June 1945",,0,0
"Skin, Cleared and Stained",,0,0
"skin, complete skeleton",,0,0
"skin, complete skeleton, tissue",,0,0
"Skin, could not be sexed",,0,0
"Skin, Das versandte Stuck war bedentend dunkler gefarbt.",,0,0
"Skin, degreased and remade",,0,0
"Skin, degreased in Stodsol",,0,0
"Skin, degreased in Stodsol and made up",,0,0
"Skin, Degreased in stodsol.  Dec 1953 PSH",,0,0
"Skin, degreased, remade",,0,0
"Skin, dissected (in spirit)",,0,0
"Skin, downy feathers on belly lost when washed",,0,0
"Skin, dried","dried skin",0,1
"Skin, dry skeleton","dry skeleton, skin",0,1
"Skin, ectoparasites collected C. T. Collins",,0,0
"Skin, Egg/Nest","eggs, nest, skin",0,1
"Skin, Feather samples",,0,0
"Skin, Feather samples (Breast feathers)",,0,0
"Skin, Feather samples (Breast feathers), Feather samples (Breast feathers)",,0,0
"Skin, Feather samples, Feather samples",,0,0
"Skin, Feather samples, Feather samples, Feather samples, Feather samples",,0,0
"Skin, Feather samples, Feather samples, Toe pad sample, Toe pad sample",,0,0
"Skin, Feather samples, Fluid, Feather samples, Fluid",,0,0
"Skin, Feather samples, Toe pad sample, Feather samples, Toe pad sample",,0,0
"Skin, Feather samples, Toe pad sample, Toe pad sample, Feather samples",,0,0
"Skin, Feathers, Feather shaft sample, Feathers, Feather shaft sample, Feathers",,0,0
"Skin, Feathers, Feathers, Feather shaft sample, Feathers, Feather shaft sample",,0,0
"SKIN, FEATHERS, SKELETON","feathers, skeleton, skin",0,1
"Skin, Fluid","fluid, skin",0,1
"Skin, Fluid, Feather samples, Feather samples, Fluid",,0,0
"Skin, Fluid, Fluid",,0,0
"Skin, Fluid, Glans, Karyotype",,0,0
"Skin, Fluid, Karyotype",,0,0
"Skin, fragment with hairs (in spirit)",,0,0
"Skin, gizzard saved",,0,0
"Skin, gizzard saved; Skin/toe clip",,0,0
"Skin, gut cestodes preserved",,0,0
"Skin, Jan. '52",,0,0
"skin, jaw",,0,0
"Skin, July 1951",,0,0
"Skin, July '51",,0,0
"Skin, Label by T. D. Hinshaw",,0,0
"Skin, left femoral down removed",,0,0
"Skin, Legs soaked and straightened",,0,0
"Skin, made by Max M. Peet",,0,0
"Skin, made up 11/19/1954",,0,0
"Skin, made up from flat; Washed in Dreft, degreased in Sodsol",,0,0
"Skin, mallophaga collected; gizzard saved; degreased and made up from salted skin",,0,0
"skin, mandible",,0,0
"skin, mandibles",,0,0
"Skin, March 1950",,0,0
"Skin, measured length",,0,0
"Skin, mounted",,0,0
"Skin, Mted by Wm. Richter of Saginaw; Feather",,0,0
"skin, no skull","skin",0,1
"Skin, O.OWRE",,0,0
"Skin, one wing and one leg skinned out; Skel, one wing and one leg skinned out",,0,0
"skin, other",,0,0
"skin, other prep","other prep, skin",0,1
"Skin, ovary preserved",,0,0
"Skin, ovary saved",,0,0
"Skin, Par Skeleton, Wing, DNA","skin, partial skeleton, wing, DNA",0,1
"Skin, PART","skin, partial skeleton",0,1
"SKIN, PART SKELETON","skin, partial skeleton",0,1
"SKIN, PART SKELETON, FEATHERS","skin, partial skeleton, feathers",0,1
"Skin, PART, Fluid","fluid, partial skeleton, skin",0,1
"Skin, partial skeleton:  sternum, furcula, coracoids; Skel",,0,0
"Skin, piece (in spirit)",,0,0
"Skin, pituitary preserved; adrenal glands preserved; both testes preserved, tunic cut on right testis",,0,0
"Skin, prep by D. A. Lancaster",,0,0
"Skin, Prep by Dale Zimmerman",,0,0
"Skin, Prep by J. J. H.",,0,0
"Skin, prep by J. P. Hubband and D. A. Zimmerman",,0,0
"Skin, Prep by Jake S. Mengel",,0,0
"Skin, Prep by Max Minor Peet",,0,0
"Skin, prep by Nik Ford",,0,0
"Skin, Prep by P. S Humphrey",,0,0
"Skin, Prep by P. S. Humphrey",,0,0
"Skin, Prep by Paul Slud",,0,0
"Skin, prep J. Hindshaw",,0,0
"Skin, Prep P. S. Humphrey",,0,0
"Skin, Prep. by Harrison B. Tordoff",,0,0
"Skin, Prep. by Max Minor Peet",,0,0
"Skin, Prep. R E Morrill",,0,0
"Skin, preparator's ##:  CDF 22 and JPH 1076",,0,0
"Skin, prepared as salted skin",,0,0
"Skin, prepared as salted skin in field",,0,0
"Skin, Prepared bby Douglas S. Middleton",,0,0
"Skin, prepared from a specimen preserved in formalin; skinned, washed in Dreft, soaked in Stodsol",,0,0
"Skin, prepared from specimen in formalin",,0,0
"Skin, Preserved  in alcohol for 21 years. Prep 1947; Fluid",,0,0
"Skin, received salted; washed in Dreft and Stodsol and made up; Skin/toe clip",,0,0
"Skin, relaxed ",,0,0
"Skin, Relaxed & made up Apr. '51 RWS & PSH",,0,0
"Skin, relaxed and made up",,0,0
"Skin, relaxed and made up April '51",,0,0
"Skin, relaxed and remade Sept 1955",,0,0
"Skin, relaxed and remade Sept 1955 DAZ; Skin/toe clip, relaxed and remade; Feather; Skel, relaxed and remade",,0,0
"Skin, relaxed and restuffed",,0,0
"Skin, relaxed in Dreft & remade 1 Nov 1965L Ford",,0,0
"Skin, relaxed, scraped, washed in Dreft",,0,0
"Skin, relaxed, stuffed",,0,0
"Skin, relaxed, washed in Dreft and Stodsol, and remade",,0,0
"Skin, relaxed, washed in Dreft, degreased in Stodsol, remade",,0,0
"Skin, Relaxed, washed, and degreased by DAZ",,0,0
"Skin, remade",,0,0
"Skin, Remade 13 July, 1955 DAZ",,0,0
"Skin, Remade 4 Feb 1958 N.L. Ford. Washed in Dreft.",,0,0
"Skin, Remade 5 Feb 1958",,0,0
"Skin, remade April 1949",,0,0
"Skin, remade April, 1949",,0,0
"Skin, remade by L D Case",,0,0
"Skin, Remade from mounted bird by N. L. Ford",,0,0
"Skin, remade from pickled skin",,0,0
"Skin, remade from pickled specimen",,0,0
"Skin, remade March 1949",,0,0
"Skin, Re-made March 3, 1950 by D.A.Z. + G.M.S. Not washed",,0,0
"Skin, remade March, 1949",,0,0
"Skin, remade washed, drift aand stedsol",,0,0
"Skin, Remade, April 1949",,0,0
"Skin, remade, degressed - April 25, 1949 - H.B. Tordoff",,0,0
"Skin, restored by Donald Magoon",,0,0
"Skin, Rinsed in water, degreased in stodsol",,0,0
"Skin, secondaries stripped from ulna",,0,0
"SKIN, SELETON","skin, skeleton",0,1
"Skin, sexed",,0,0
"Skin, sexed and prepared by P S H; skin by F J H [on date of preparation given above]",,0,0
"Skin, sexed and stuffed",,0,0
"Skin, sexed by Olson; Fluid",,0,0
"Skin, shmoo made up; Skel, shmoo made up",,0,0
"Skin, sk and sex; Feather",,0,0
"SKIN, SKELEON","skin, skeleton",0,1
"Skin, Skeleton","skeleton, skin",0,1
"SKIN, SKELETON (FEW WING BONES)","skin, skeleton, wing bones",0,1
"Skin, Skeleton (Partial skeleton)",,0,0
"Skin, Skeleton (Partial skeleton), Skeleton (Partial skeleton), Tissue, Heart, liver, muscle, Tissue, Heart, liver, muscle",,0,0
"Skin, Skeleton (Partial skeleton), Skeleton (Partial skeleton), Tissue, Stomach & contents, other, Tissue, Stomach & contents, other",,0,0
"Skin, Skeleton (Partial skeleton), Skeleton (Partial skeleton), Tissue, Tissue",,0,0
"Skin, Skeleton (Partial skeleton), Tissue",,0,0
"Skin, Skeleton (Partial skeleton), Tissue (DMSO/EDTA Buffer), Skeleton (Partial skeleton), Tissue (DMSO/EDTA Buffer)",,0,0
"Skin, Skeleton (Partial skeleton), Tissue (DMSO/EDTA Buffer), Tissue (DMSO/EDTA Buffer), Skeleton (Partial skeleton)",,0,0
"Skin, Skeleton (Partial skeleton), Tissue, Heart, liver, muscle, Skeleton (Partial skeleton), Tissue, Heart, liver, muscle",,0,0
"Skin, Skeleton (Partial skeleton), Tissue, Heart, liver, muscle, Tissue, Heart, liver, muscle, Skeleton (Partial skeleton)",,0,0
"Skin, Skeleton (Partial skeleton), Tissue, Heart, liver, Skeleton (Partial skeleton), Tissue, Heart, liver",,0,0
"Skin, Skeleton (Partial skeleton), Tissue, Heart, liver, Tissue, Heart, liver, Skeleton (Partial skeleton)",,0,0
"Skin, Skeleton (Partial skeleton), Tissue, Skeleton (Partial skeleton), Tissue",,0,0
"Skin, Skeleton (Partial skeleton), Tissue, Tissue, Skeleton (Partial skeleton)",,0,0
"Skin, Skeleton (Skeleton), Skeleton (Skeleton)",,0,0
"Skin, Skeleton (Trunk only), Skeleton (Trunk only)",,0,0
"SKIN, SKELETON
","skin, skeleton",0,1
"SKIN, SKELETON, FEATHERS","skin, skeleton, feathers",0,1
"Skin, Skeleton, Leg bones, Toe pad sample, Skeleton, Leg bones, Toe pad sample",,0,0
"SKIN, SKELETON, MISC. FEATHERS","skin, skeleton, feathers",0,1
"Skin, Skeleton, Pelvis, Toe pad sample, Toe pad sample, Skeleton, Pelvis",,0,0
"Skin, Skeleton, Right leg, Skeleton, Right leg",,0,0
"Skin, Skeleton, Skeletal elements, Skeleton, Skeletal elements",,0,0
"Skin, Skeleton, Skeleton","skeleton, skin",0,1
"Skin, Skeleton, Skeleton, Tissue, Tissue",,0,0
"Skin, Skeleton, Tissue","skeleton, skin, tissue",0,1
"Skin, Skeleton, Tissue, Heart, liver, muscle, Tissue, Heart, liver, muscle, Skeleton",,0,0
"Skin, Skeleton, Tissue, Skeleton, Tissue",,0,0
"Skin, Skeleton, Tissue, Tissue, Skeleton",,0,0
"Skin, Skeleton, Toe pad sample",,0,0
"Skin, Skeleton, Toe pad sample, Skeleton, Toe pad sample",,0,0
"SKIN, SKELETON,FEATHERS","skin, skeleton, feathers",0,1
"skin, skin","skin",0,1
"Skin, Skin & Sex by DAZ",,0,0
"Skin, Skin & sex by L W Wing",,0,0
"Skin, skin and label",,0,0
"Skin, skin and sex",,0,0
"Skin, Skin and sex by Dale A. Zimmerman.",,0,0
"Skin, Skin and Sex by J VanTyne",,0,0
"Skin, Skin and sex by L W Wing",,0,0
"Skin, Skin and Sex by L Wing",,0,0
"Skin, Skin and Sex by L. Wing",,0,0
"Skin, Skin and sex by LW Wing",,0,0
"Skin, Skin and Sex by Wing",,0,0
"Skin, skin and trunk (pickled); Fluid",,0,0
"Skin, Skin by Brodkorb",,0,0
"Skin, Skin by D. Magoon",,0,0
"Skin, Skin by Donald Magoon",,0,0
"Skin, Skin by L W Wing",,0,0
"Skin, Skin by L. D. Case",,0,0
"Skin, Skin by L.D. Case",,0,0
"Skin, skin by R. Goeller",,0,0
"Skin, Skin by R. N. H. Jr.",,0,0
"Skin, skin by R. Olsen",,0,0
"Skin, skin by T. D. H.",,0,0
"Skin, skin by T. D. Hinshaw, skin washed by T. D. H.",,0,0
"Skin, Skin by Westman",,0,0
"Skin, Skin cleaned in Stodsol",,0,0
"Skin, skin Louis W. Campbell",,0,0
"Skin, skin prepared",,0,0
"Skin, skin prepared by",,0,0
"Skin, skin remade",,0,0
"Skin, Skin remade, washed in dreft and stodsol - RBP",,0,0
"Skin, Skin salted in field and remade",,0,0
"Skin, skin salted in the field",,0,0
"Skin, skin salted in the field and remade",,0,0
"Skin, skin salted in the field; blood and bursa saved",,0,0
"Skin, Skin sample, Skin sample","skin, skin sample",0,1
"Skin, skin set by J. VanTyne",,0,0
"Skin, skin washed",,0,0
"Skin, skin washed in dreft",,0,0
"Skin, skin washed in Dreft and remade",,0,0
"Skin, skin washed in Dreft Oct. 1976 - RBP",,0,0
"Skin, skinned and sexed by J VanTyne",,0,0
"Skin, Skinned and sexed by L Wing",,0,0
"Skin, skinned by M. M. Peet",,0,0
"Skin, skinned by Max M. Peet",,0,0
"Skin, skinned by R. B. Payne",,0,0
"Skin, skinned by Stuart, stuffed by Ford; washed in Tide and Stodsol; Skel, skinned by Stuart, stuffed by Ford; washed in Tide and Stodsol; Skin/toe clip",,0,0
"Skin, skinned from alcoholic",,0,0
"Skin, Skull","skin, skull",1,1
"skin, skull & embryo",,0,0
"skin, skull (?)",,0,0
"skin, skull (broken)",,0,0
"skin, skull (in part)",,0,0
"skin, skull (no mandbile)",,0,0
"skin, skull (uncleaned)",,0,0
"skin, skull + atlas",,0,0
"skin, skull +3 anterior verteb.",,0,0
"Skin, Skull and Leg Bones",,0,0
"Skin, Skull and Partial Skeleton",,0,0
"Skin, Skull and Skeleton",,0,0
"Skin, skull and tarsus removed from skin",,0,0
"skin, skull",,0,0
"skin, skull, alc","alcoholic, skin, skull",0,1
"skin, skull, alcoholic","alcoholic, skin, skull",0,1
"Skin, Skull, Baculum","baculum, skin, skull",0,1
"Skin, skull, body skeleton","skin, skull, body skeleton",0,1
"skin, skull, ectos",,0,0
"skin, skull, embryo",,0,0
"skin, skull, embryos",,0,0
"Skin, Skull, Fluid","fluid, skin, skull",0,1
"Skin, Skull, Fluid, Glans","fluid, glans, skin, skull",0,1
"Skin, Skull, Fluid, Karyotype",,0,0
"Skin, Skull, Glans",,0,0
"skin, skull, karyo/NC",,0,0
"Skin, Skull, Karyotype",,0,0
"skin, skull, karytype",,0,0
"skin, skull, other",,0,0
"skin, skull, other prep","opther prep, skin, skull",0,1
"Skin, Skull, PART",,0,0
"skin, skull, skeleton","skeleton, skin, skull",0,1
"skin, skull, skeleton, alcoholic","alcoholic, skeleton, skin, skull",0,1
"Skin, Skull, Skeleton, Fluid",,0,0
"Skin, Skull, Skeleton, Fluid, Karyotype",,0,0
"Skin, Skull, Skeleton, Glans",,0,0
"Skin, Skull, Skeleton, Karyotype",,0,0
"skin, skull, skeleton, other prep","other prep, skeleton, skin, skull",0,1
"skin, skull, skin",,0,0
"skin, skull, stomach",,0,0
"skin, skull, tail, left paw, left leg, tissue",,0,0
"Skin, Skull, tissue","skin, skull, tissue",1,1
"skin, skull,tissue",,0,0
"skin, skull?",,0,0
"skin, skull?*",,0,0
"Skin, stomach [saved as?] USNMFS 35213",,0,0
"Skin, stomach [saved,] assigned USNMFN 35247",,0,0
"Skin, stomach contents [saved as?] USNMFS 35161",,0,0
"Skin, stomach contents [saved as?] USNMFS 35162",,0,0
"Skin, stomach contents [USNMFN] 35186",,0,0
"Skin, stomach contents saved",,0,0
"Skin, stomach contents USNMFN 35178; Skel",,0,0
"Skin, stomach contents USNMFN 35191",,0,0
"Skin, Stuffed by Peters, James L Labeled by Wing, L",,0,0
"Skin, T",,0,0
"Skin, Taken down, scraped, washed in Dreft, soaked in Stodsol",,0,0
"Skin, testes preserved",,0,0
"Skin, testes preserved in Bouin's",,0,0
"Skin, thawed and prep",,0,0
"Skin, Tissue","skin, tissue",1,1
"Skin, Tissue (100% ethanol)",,0,0
"Skin, Tissue (DMSO/EDTA Buffer / No Medium)",,0,0
"Skin, Tissue (DMSO/EDTA Buffer)",,0,0
"Skin, Tissue (DMSO/EDTA Buffer), Skeleton (Partial skeleton), Skeleton (Partial skeleton), Tissue (DMSO/EDTA Buffer)",,0,0
"Skin, Tissue (DMSO/EDTA Buffer), Tissue (DMSO/EDTA Buffer)",,0,0
"Skin, Tissue (Ethanol)",,0,0
"Skin, tissue T-195; Tissue, tissue T-195",,0,0
"Skin, tissue T-343; Tissue, tissue T-343",,0,0
"Skin, tissue T-99; Tissue, tissue T-99",,0,0
"skin, tissue, alcoholic",,0,0
"skin, tissue, complete skeleton",,0,0
"skin, tissue, complete skeleton, tissue",,0,0
"Skin, Tissue, Heart, liver, muscle",,0,0
"Skin, Tissue, Heart, liver, muscle (Ethanol)",,0,0
"Skin, Tissue, Heart, liver, muscle (Lysis buffer)",,0,0
"Skin, Tissue, Heart, liver, muscle, Skeleton (Partial skeleton), Tissue, Heart, liver, muscle, Skeleton (Partial skeleton)",,0,0
"Skin, Tissue, Heart, liver, muscle, Skeleton, Skeleton, Tissue, Heart, liver, muscle",,0,0
"Skin, Tissue, Heart, liver, muscle, Tissue, Heart, liver, muscle",,0,0
"Skin, Tissue, Heart, liver, muscle, Tissue, Heart, liver, muscle, Skeleton (Partial skeleton), Skeleton (Partial skeleton)",,0,0
"Skin, Tissue, Heart, liver, muscle, Tissue, Heart, liver, muscle, Skeleton, Skeleton",,0,0
"Skin, Tissue, Liver",,0,0
"Skin, Tissue, Liver (Ethanol)",,0,0
"Skin, Tissue, Muscle",,0,0
"Skin, Tissue, Muscle (100% ethanol)",,0,0
"Skin, Tissue, Muscle (Ethanol)",,0,0
"Skin, Tissue, Skeleton",,0,0
"Skin, Tissue, Skeleton (Partial skeleton)",,0,0
"Skin, Tissue, Skeleton (Partial skeleton), Skeleton (Partial skeleton), Tissue",,0,0
"Skin, Tissue, Skeleton (Partial skeleton), Tissue, Skeleton (Partial skeleton)",,0,0
"Skin, Tissue, Skeleton, Skeleton, Tissue",,0,0
"Skin, Tissue, Skeleton, Tissue, Skeleton",,0,0
"Skin, Tissue, Stomach & contents, other, Skeleton (Partial skeleton), Skeleton (Partial skeleton), Tissue, Stomach & contents, other",,0,0
"Skin, Tissue, Stomach & contents, other, Skeleton (Partial skeleton), Tissue, Stomach & contents, other, Skeleton (Partial skeleton)",,0,0
"Skin, Tissue, Stomach & contents, other, Tissue, Stomach & contents, other",,0,0
"Skin, Tissue, Stomach contents, other, Skeleton (Partial skeleton), Skeleton (Partial skeleton), Tissue, Stomach contents, other",,0,0
"Skin, Tissue, Stomach contents, other, Skeleton (Partial skeleton), Tissue, Stomach contents, other, Skeleton (Partial skeleton)",,0,0
"Skin, Tissue, Stomach contents, other, Tissue, Stomach contents, other, Skeleton (Partial skeleton), Skeleton (Partial skeleton)",,0,0
"Skin, Tissue, Tissue",,0,0
"Skin, Tissue, Tissue, Skeleton (Partial skeleton), Skeleton (Partial skeleton)",,0,0
"Skin, Tissue, Tissue, Skeleton, Skeleton",,0,0
"skin, tissue, wing",,0,0
"Skin, Toe pad sample",,0,0
"Skin, Toe pad sample, DNA extract, DNA extract, Toe pad sample",,0,0
"Skin, Toe pad sample, DNA extract, Toe pad sample, DNA extract",,0,0
"Skin, Toe pad sample, Feather samples, Feather samples, Toe pad sample",,0,0
"Skin, Toe pad sample, Feather samples, Toe pad sample, Feather samples",,0,0
"Skin, Toe pad sample, Skeleton",,0,0
"Skin, Toe pad sample, Skeleton, Leg bones, Toe pad sample, Skeleton, Leg bones",,0,0
"Skin, Toe pad sample, Skeleton, Toe pad sample, Skeleton",,0,0
"Skin, Toe pad sample, Toe pad sample",,0,0
"Skin, Toe pad sample, Toe pad sample, Skeleton, Skeleton",,0,0
"Skin, Toe pad sample, Toe pad sample, Toe pad sample, Toe pad sample",,0,0
"Skin, tongue saved; Skel, tongue saved",,0,0
"skin, trachea",,0,0
"skin, unknown",,0,0
"Skin, V",,0,0
"Skin, viscera","skin, viscera",0,1
"Skin, viscera in alcohol, melophaga in alcohol",,0,0
"Skin, waahed in ivory stodsol",,0,0
"Skin, waashed in dreft and stodsol",,0,0
"Skin, Wadhed in Dreft August 1951",,0,0
"Skin, wahed in dreft/stodsol Oct 1952",,0,0
"Skin, washed",,0,0
"Skin, washed and gased prep by J. Gvanlund",,0,0
"Skin, washed and stuffed",,0,0
"Skin, washed dreft",,0,0
"Skin, washed in ""Dreft""",,0,0
"Skin, Washed in ""Dreft."" Degreased in Stodsol July, 1955. DAZ",,0,0
"Skin, washed in a dreft/stodsol Dec 1952",,0,0
"Skin, washed in dreft",,0,0
"Skin, Washed in Dreft & made up",,0,0
"Skin, washed in Dreft & made up 10 March 1952",,0,0
"Skin, washed in Dreft & made up 11 May '51",,0,0
"Skin, washed in Dreft & made up 20 June 1952 RWStorer",,0,0
"Skin, washed in Dreft & made up 28 May 2952",,0,0
"Skin, washed in Dreft & made up RW Storer 1951",,0,0
"Skin, washed in Dreft & made up RW Storer Aug. 1951",,0,0
"Skin, washed in Dreft & made up RW Storer Aug. '51",,0,0
"Skin, Washed in Dreft & made up: 20 June '52",,0,0
"Skin, washed in Dreft & made up: 25 March '52",,0,0
"Skin, washed in Dreft & Stodsol & made up: 11 March '52",,0,0
"Skin, washed in dreft & stodsol Oct. '76",,0,0
"Skin, washed in dreft /stodsol",,0,0
"Skin, washed in Dreft and degreased and remade",,0,0
"Skin, Washed in dreft and degreased and remade-Humphrey, P S.",,0,0
"Skin, washed in Dreft and degreased in Stodsol",,0,0
"Skin, washed in Dreft and degreased in Stodsol and remade",,0,0
"Skin, washed in dreft and degreased; remade",,0,0
"Skin, washed in Dreft and made up",,0,0
"Skin, Washed in Dreft and made up 28 March OP",,0,0
"Skin, Washed in Dreft and made up 31 March 1952 OP",,0,0
"Skin, washed in dreft and made up Aug 51",,0,0
"Skin, washed in Dreft and made up Aug. 51",,0,0
"Skin, Washed in Dreft and made up by P.S.H., July 1951.  Stodsol.",,0,0
"Skin, washed in Dreft and made up by P.S: 2 May '52",,0,0
"Skin, washed in Dreft and made up Oct. '76",,0,0
"Skin, washed in dreft and prepared 16 Mar 1952",,0,0
"Skin, washed in Dreft and prep'd",,0,0
"Skin, washed in Dreft and remade",,0,0
"Skin, washed in dreft and remade 13 Mar 1958- NLFord",,0,0
"Skin, washed in Dreft and remade- Oct. '76",,0,0
"Skin, washed in Dreft and remade; Skin/toe clip",,0,0
"Skin, washed in dreft and stodrol and remade",,0,0
"Skin, Washed in Dreft and Stodsol",,0,0
"Skin, washed in dreft and stodsol 25 August 1976",,0,0
"Skin, washed in Dreft and Stodsol and made up",,0,0
"Skin, washed in Dreft and Stodsol and remade",,0,0
"Skin, Washed in Dreft and Stodsol and remade 1 Feb 1956 - R.E. Mumford",,0,0
"Skin, Washed in Dreft and Stodsol and remade 10 Nov. 1955 - D.A. Zimmermann",,0,0
"Skin, Washed in Dreft and Stodsol and remade 15 Dec 1955 by R.E. Mumford",,0,0
"Skin, Washed in Dreft and Stodsol and remade 17 Jan. 1957 by R.E. Mumford",,0,0
"Skin, Washed in Dreft and Stodsol and remade 19 Jan 1956 R.E. Mumford",,0,0
"Skin, Washed in Dreft and Stodsol and remade 22 Nov 1955 R.E. Mumford",,0,0
"Skin, washed in Dreft and Stodsol and remade on 2 Jan 1962 by Fordorman L",,0,0
"Skin, washed in Dreft and Stodsol and remade; ulnae stripped",,0,0
"Skin, washed in dreft and stodsol Oct 1976",,0,0
"Skin, washed in dreft and stodsol Oct 76",,0,0
"Skin, washed in Dreft and Stodsol, remade",,0,0
"Skin, washed in Dreft and Stodsol; relaxed and remade",,0,0
"Skin, washed in Dreft and Stodsol; remade",,0,0
"Skin, washed in dreft and studsol and made up",,0,0
"Skin, Washed in Dreft degressed Stodsol",,0,0
