verbatimPreparations	standardPreparations	standard	checked
/R P4+M1-M2		0	0
/R P4-M/3, /L P4, /L M1, /L M3		0	0
/R P4-M1		0	0
/R P4-M1 FRAG		0	0
/R P4-M1+L DENTARY W P3-M1		0	0
/R P4-M2		0	0
/R P4-M3		0	0
/R P4-M3,/L P4-M2		0	0
/R P4-M3,/L P4-M3,3I,/P3		0	0
/R P4-M3,/R M3		0	0
/R p5		0	0
/R PHARYNGEAL		0	0
/R P-M		0	0
/R TOOTH		0	0
/R TOOTH FRAG		0	0
/R+L DENTARIES,L MAXILLA		0	0
/R+L I		0	0
/R+L M2-M3		0	0
/R+L P3-M3		0	0
/R+L P4,PHALANGES,ULNA FRAG,DENTARY FRAGS		0	0
/R+L P4-M2		0	0
/R+LM3,2I		0	0
/RC1		0	0
/RDP4		0	0
/RI		0	0
/RI1		0	0
/RI3		0	0
/RM		0	0
/RM TALONID		0	0
/RM?		0	0
/RM1		0	0
/RM1 FRAG		0	0
/RM1 post frag		0	0
/RM1 TRIGONID		0	0
/RM1?		0	0
/RM1-M2		0	0
/RM1-M3		0	0
/RM1or2		0	0
/RM2		0	0
/RM2 FRAG		0	0
/RM2 OR M3		0	0
/RM2-M3		0	0
/RM3		0	0
/RM3 (?)		0	0
/RM3 TALONID		0	0
/RM3?		0	0
/RM4		0	0
/RM4 FRAG		0	0
/RM4 TRIGONID		0	0
/RMR M		0	0
/RMX		0	0
/RMX TALONID		0	0
/RMX TRIGONID		0	0
/RP		0	0
/RP1		0	0
/RP1-M3		0	0
/RP2		0	0
/RP2-M3		0	0
/RP3		0	0
/RP3-M3		0	0
/RP4		0	0
/RP4 FRAG		0	0
/RP4 frags		0	0
/RP4 TRIGONID		0	0
/RP4-M3		0	0
/Skel		0	0
-/Skel		0	0
--/Skel		0	0
--/Skel (end. kropp)		0	0
--/Skel(1981 0121)		0	0
--/Skel(1981 0127)		0	0
/Skel(1981 0129)		0	0
--/Skel(1981 0129)		0	0
--/skel(1981 0211)		0	0
--/Skel(1981 0216)		0	0
--/Skel(1981 0223)		0	0
--/Skel(1981 0429)		0	0
--/Skel(1981 0513)		0	0
--/Skel(1983 1121)		0	0
/T		0	0
/TEETH		0	0
/TEETH FRAG		0	0
/TEETH FRAGS		0	0
/TEETH,ROSTRUM FRAG		0	0
/TEETH,TEETH/		0	0
/TOOTH		0	0
/TOOTH FRAG		0	0
/TOOTH FRAGS		0	0
/TOOTH,HYOID,ECTOCUNEIFORM		0	0
/TOOTH,MAGNUM,SESAMOID,PHALANX		0	0
/TOOTH,PHALANX		0	0
/TOOTH,SCAPHOID		0	0
/TOOTH,SESAMOID,TRAPEZOID		0	0
/TOOTH,TOOTH FRAG		0	0
/TOOTH,TOOTH FRAGS		0	0
/TOOTH,TOOTH/		0	0
/TUSK		0	0
;		0	0
?	unknown	0	1
? - 1		0	0
? * - 1		0	0
? | alcoholic | skeleton		0	0
? | alcoholic | skeleton | skin | skull		0	0
? | alcoholic | skeleton | skin | skull | tissue		0	0
? | alcoholic | skeleton | skull		0	0
? | alcoholic | skeleton | skull | tissue		0	0
? | alcoholic | skeleton | tissue		0	0
? | alcoholic | skin		0	0
? | alcoholic | skin | skull		0	0
? | alcoholic | skin | skull | tissue		0	0
? | alcoholic | skin | tissue		0	0
? | Cast		0	0
? | skeleton | skull		0	0
? | tissue		0	0
? ASSOC L M1/ OR M2/ & L M3/		0	0
? ASSOC L M1-M2/		0	0
? ASSOC L P2/, P4/		0	0
? ASSOC L P3/-P4/-M1/		0	0
? ASSOC R M/1-M/2		0	0
? ASSOC R P3/, M1/, M2/		0	0
? ASSOC UNWORN R M3/ & R M/3		0	0
? associated p3 and m1		0	0
? Clavicle (fragment)		0	0
? Dentary + tooth bases (fragment)		0	0
? DP2/		0	0
? Flabella		0	0
? FRAGS		0	0
? ilium.	ilium	0	1
? Lp/3		0	0
? LWR MANDIBLE FRAGS		0	0
? M1/		0	0
? NO ECTOLOPHID		0	0
? P/ 4, right		0	0
? P4/		0	0
? PARASPHENOID.	parasphenoid	0	1
? Pelvic fragments		0	0
? Probably vertebra.	vertebra	0	1
? R P/3		0	0
? SCAPULA FRAG		0	0
? Skull (part)		0	0
? Tibiae, ? fibulae		0	0
? upper P3		0	0
? upper P3 M3		0	0
? vert		0	0
?* - 1		0	0
?, tissue		0	0
?/I root		0	0
?/M or P frag		0	0
??	unknown	0	1
?? | ??		0	0
?? | tissue		0	0
?? | Yes		0	0
??, ??	unknown	0	1
???		0	0
?????	unknown	0	1
??atlas frag		0	0
??podial		0	0
??podial frag		0	0
??ulna frag		0	0
?Anevrina		0	0
?assoc isol teeth (18)		0	0
?assoc Lp/4, Rm/2-3		0	0
?assoc Mx/ and m/x		0	0
?assoc peripherals, shell frags.		0	0
?assoc Px, RP4/, RMx/		0	0
?assoc R prox. and dist. femur		0	0
?ASSOC RP4/?-M1/?		0	0
?assoc skull frags, postcrania		0	0
?assoc tooth fragments		0	0
?assoc tooth frags.		0	0
?assoc tooth, bone frags		0	0
?assoc. R jaw w. p/3-m/1, Mx/		0	0
?ASSOCIATED PARIETAL FRAGMENTS (3)		0	0
?astrag frag		0	0
?atlas frag		0	0
?atlas fragments		0	0
?auditory bone		0	0
?blocks of owl pellets		0	0
?canine		0	0
?canine frag		0	0
?carpal elements		0	0
?CERATOHYAL		0	0
?cervical		0	0
?cheek tooth frag		0	0
?CLASPERS		0	0
?CLAVICLE & 2 DORSAL ARCHES. REST OF SKELETON GIVEN TO CLEVELAND MUS NAT HIST (CMNH 10670) IN 1956; CLEVELAND SOLD IT FOR $15,000 TO HOUSTON MUS NAT SCI WHERE IT IS MOUNTED ON EXHIBIT		0	0
?Conicera		0	0
?Coprolite		0	0
?cranial frag w/ ?condyle		0	0
?cranial fragment		0	0
?deciduous lower incisor		0	0
?deciduous premolar		0	0
?deciduous tooth		0	0
?dentary		0	0
?DERMAL PLATE		0	0
?distal ??metapodial frag		0	0
?distal ?radius frag		0	0
?distal femur frag		0	0
?Distal Fibula Frag		0	0
?dP3		0	0
?dP4		0	0
?DP4/		0	0
?ECTOPTERYGOID		0	0
?epiphysis		0	0
?Epipubes		0	0
?FEMALE, PARTIAL SKELETON		0	0
?femoral head		0	0
?Femur (sectioned)		0	0
?femur fragment		0	0
?femur shaft frag, juv		0	0
?fibula (?dist)		0	0
?fibula frag		0	0
?FRILL FRAGMENT		0	0
?humerus fragment		0	0
?hyomandibula		0	0
?Hypoceridites		0	0
?incisor		0	0
?incisor root		0	0
?incisor root frag		0	0
?innom frag		0	0
?interclavicle frag		0	0
?jaw fragment		0	0
?JUVENILE SPECIMEN		0	0
?L femur		0	0
?L M/2		0	0
?L M1/		0	0
?L M1/ BROKEN		0	0
?L mx		0	0
?l P3		0	0
?L scapula frag		0	0
?lower right m1		0	0
?lumbar vertebra		0	0
?M/		0	0
?m/2		0	0
?M/2 WORN		0	0
?M1		0	0
?M1/		0	0
?M2		0	0
?m2, tarsal		0	0
?M2/		0	0
?m3		0	0
?mand symphasis		0	0
?MANDIBLE		0	0
?maxilla		0	0
?maxilla frag		0	0
?MEDIAL TOOTH		0	0
?metapod frag		0	0
?metapodial		0	0
?metapodial frag		0	0
?metapodial fragment		0	0
?mnd frag		0	0
?navicular		0	0
?Occipital condyle		0	0
?opercular		0	0
?OPERCULUM, NC		0	0
?OSTEODERM FRAG		0	0
?P		0	0
?P/,M/,2/M		0	0
?P/2		0	0
?P/4, left		0	0
?p1		0	0
?p3		0	0
?P3/-M1/, JAW FRAG WITH 1 BROKEN T/#; ASSOCIATED		0	0
?p4		0	0
?P4/		0	0
?palatal fragment		0	0
?PARIETAL FRAG		0	0
?partial astragalus		0	0
?partial calcaneum		0	0
?PARTIAL MAX WITH 6 TEETH		0	0
?partial r p3		0	0
?PARTIAL SKULL		0	0
?PELVIC FRAG		0	0
?Pelvis Frag		0	0
?pelvis fragment		0	0
?phalanx		0	0
?phalanx frag		0	0
?pisiform		0	0
?Plectanocnema		0	0
?podial		0	0
?podial frag		0	0
?postorbital		0	0
?premaxillary fragment		0	0
?premolar		0	0
?prevomer		0	0
?protoconid		0	0
?prox radius		0	0
?prox tarsometatarsus		0	0
?proximal femur, neonate		0	0
?PROXIMAL PART OF STAPES		0	0
?PUBIS FRAG		0	0
?quadrate		0	0
?R ?illium frag		0	0
?R ?ischium frag		0	0
?R ?navicular		0	0
?R dentary frag		0	0
?R dist astrag frag		0	0
?R DP/5		0	0
?R femur		0	0
?R M/2		0	0
?R M/3 IN JAW FRAG		0	0
?R M3/		0	0
?radius		0	0
?radius prox frag		0	0
?Rdp/x		0	0
?REGURGITATE, NC		0	0
?regurgitated scrap		0	0
?RIB, NC		0	0
?RIGHT LOWER MOLARIFORM POSTCANINE, VERY HEAVILY WORN		0	0
?RM1/ frag		0	0
?rt i1		0	0
?scaphoid		0	0
?scapholunar		0	0
?Scapula Frag		0	0
?scapula fragment		0	0
?SCAPULOCORACOID		0	0
?sigmoid		0	0
?skull		0	0
?skull bone frag		0	0
?SKULL ELEMENT		0	0
?sternum frag		0	0
?supraopercular		0	0
?Tibia Frag		0	0
?Tibia or ?Vertebra Frag		0	0
?ULNA FRAG		0	0
?ULNA FRAGS		0	0
?upper molar		0	0
?upper premolar		0	0
?vertebra		0	0
?vertebra frag		0	0
[? Skull (fragments)]		0	0
[?Rib (fragment)]		0	0
[?Skull (fragment)]		0	0
[alc?]		0	0
[alcoholic] NOT FOUND IN COLLECTION MAY08		0	0
[Bones (postcranial)]		0	0
[coll in 2000]		0	0
[complete skel] NOT FOUND IN COLLECTION MAY08		0	0
[coracoid, forelimbs, scales]		0	0
[Cranial + postcranial + cast]		0	0
[Jaw + teeth + unidentified bone]		0	0
[Metapodial]		0	0
[Nest not located at this time] Eggs		0	0
[not kept]		0	0
[not kept] | tissue		0	0
[Not yet available]		0	0
[Phalanx, proximal]		0	0
[Podial]		0	0
[Post-cranial]		0	0
[pres skin & skull]		0	0
[pres. skin & skull		0	0
[pres. skin & skull]		0	0
[pres. skin + skull]		0	0
[presumed alcoholic]		0	0
[presumed skin & skull]		0	0
[presumed skin & skull] | tissue		0	0
[presumed skin + skull]		0	0
[presumed skin w/ skull]		0	0
[presumed skin]		0	0
[presumed skin] | tissue		0	0
[Radio-ulna]		0	0
[Scapula (spine fragment?)]		0	0
[scapulo-coracoid]		0	0
[skin, tissue]		0	0
[Skull + post-cranial]		0	0
[Skull fragment?]		0	0
[skull only] NOT FOUND IN COLLECTION MAY 08		0	0
[skull only] NOT FOUND IN COLLECTION MAY08		0	0
[Tibia (shaft fragment]		0	0
[Tooth]		0	0
_ BROKEN M/#		0	0
_ CALCANEUM		0	0
_ CARNASSIAL		0	0
_ DISTAL EPIPHYSIS R FEMUR		0	0
_ L JAW EDENTULOUS; R HUMERUS MINUS PROXIMAL END		0	0
_ L M#/		0	0
_ L M/#		0	0
_ L M/1		0	0
_ L M/1-M/2		0	0
_ L M/1-M/2 | Cast		0	0
_ L M/1-M/2-M/3		0	0
_ L M/1-M/3		0	0
_ L M/2		0	0
_ L M/2, L M/3		0	0
_ L M/2-M/3		0	0
_ L M/3		0	0
_ L M/3, _ R M/3		0	0
_ L M/3, R P#/, FRAG		0	0
_ L M1/ OR M2/		0	0
_ L M1/, ROOTS OF P4/, M2/		0	0
_ L M2/		0	0
_ L P/1, M/1, _ M/2		0	0
_ L P/4		0	0
_ L P/4-M/1		0	0
_ M#/		0	0
_ M#/, 5 M/#		0	0
_ M#/, INCISOR		0	0
_ M#/, R M/1 OR M/2, L M/#		0	0
_ M/#		0	0
_ M/1		0	0
_ M/1, M/2-M/3, IN R DENTARY		0	0
_ M/1-M/2		0	0
_ M/2		0	0
_ M/2, _ M/3, IN L DENTARY		0	0
_ M/2, JAW; R M#/, L M/3, M/#		0	0
_ M/2-M/3		0	0
_ M/3		0	0
_ M?		0	0
_ M1/		0	0
_ M2/		0	0
_ M3/		0	0
_ M3/ ?		0	0
_ MOLAR		0	0
_ P#/		0	0
_ P/#		0	0
_ P/2 ?		0	0
_ P/4		0	0
_ P/4, M/1-M/2, IN L DENTARY		0	0
_ P4/		0	0
_ PELVIS		0	0
_ R JAW WITH I/# & M/# FRAGS		0	0
_ R M#/		0	0
_ R M/#		0	0
_ R M/1		0	0
_ R M/1, R M/2		0	0
_ R M/1-M/2		0	0
_ R M/1-M/3		0	0
_ R M/2		0	0
_ R M/2, R M/3, ASSOCIATED		0	0
_ R M/2-M/3		0	0
_ R M/3		0	0
_ R M/3, M#/		0	0
_ R M/3-M/4		0	0
_ R M1/		0	0
_ R M1/ OR M2/		0	0
_ R M2/		0	0
_ R M3/ ?		0	0
_ R P/4		0	0
_ R P/4-M/1		0	0
_ R P/4-M/3; L P4/-M3/; R P4/; R M3/; 2 PREMOLARS; ASSOCIATED		0	0
_ SKULL		0	0
_ TIBIOTARSUS		0	0
_ TOOTH		0	0
`EGGS	eggs	0	1
|liver		0	0
|muscle|brain		0	0
~30 whole bodies in 10 percent formalin		0	0
‘		0	0
+ alc gut		0	0
+ DIPLOMYSTUS DUBERTRETI -- 2 SPECIMENS, NEARLY COMPLETE		0	0
+ skel @		0	0
+ skel @ | tissue		0	0
+SK	skeleton | skin	0	1
+SK + ECTO	ectoparasite | skeleton | skin	0	1
+SK +BAC	baculum | skeleton | skin	0	1
+SK +ECTO	ectoparasite | skeleton | skin	0	1
+SK +T +BAC	baculum | skeleton | skin | tissue	0	1
+SK +T +CH	chromosomes | skeleton | skin | tissue	0	1
+SK +T +ECTO	ectoparasite | skeleton | skin | tissue	0	1
+SK +T +ECTO +CH	chromosomes | ectoparasite | skeleton | skin | tissue	0	1
+SK +T +ECTO +ENDO	ectoparasite | endoparasite | skeleton | skin | tissue	0	1
+SK +T +viscera	skeleton | skin | tissue | viscera	0	1
+SK +T+ ECTO	ectoparasite | skeleton | skin | tissue	0	1
+SK +T+AL	alcoholic | skeleton | skin | tissue	0	1
+SK+T	skeleton | skin | tissue	0	1
+SK+T +CH	chromosomes | skeleton | skin | tissue	0	1
+SK+T +ECTO	ectoparasite | skeleton | skin | tissue	0	1
+SK+T+CH	chromosomes | skeleton | skin | tissue	0	1
+SK+T+ECTO	ectoparasite | skeleton | skin | tissue	0	1
+SK+T+ECTO +CH	chromosomes | ectoparasite | skeleton | skin | tissue	0	1
+SK+T+ECTO CH	chromosomes | ectoparasite | skeleton | skin | tissue	0	1
+SK+T+ECTO+CH	chromosomes | ectoparasite | skeleton | skin | tissue	0	1
+SK+T+ECTO+CH+BLOOD	blood | chromosomes | ectoparasite | skeleton | skin | tissue	0	1
+SK+T+ECTO+CH+EMB	embryo | chromosomes | ectoparasite | skeleton | skin | tissue	0	1
+SK0+T +ECTO +CH	chromosomes | ectoparasites | skull | tissue	0	1
+SKO	skull	0	1
+SKO +T	skull | tissue	0	1
+SKO+T	skull | tissue	0	1
0		0	0
0 EtOH		0	0
0 Formalin		0	0
0 in 70% EtOH		0	0
0 in 70% EtOH; 1 in skeleton		0	0
0°C Freezer		0	0
0°C Freezer Tissue		0	0
1		0	0
1 - 70% ETHANOL; 1 - DRY		0	0
1 - 70% ETHANOL; 1 - GLYCERIN		0	0
1 1-BLADED MAX		0	0
1 2ND PHALANX. ALSO INCLUDES MISCELLANEOUS BONES INCLUDING MYOTIS, EPTESICUS, DIDELPHIS, LEPORID, NEOTOMA, MICROTUS CF PENNSYLVANICUS, TAMIAS, SCIURUS, ONDATRA, MUSTELA CF FRENATA, MEPHITIS, BONASA, MELEAGRIS, WOODPECKER, CRYPTOBRANCHUS, ECTOPISTES, FISH		0	0
1- 70% ETHANOL; 1- GLYCERIN		0	0
1 alc egg		0	0
1 alc egg | tissue		0	0
1 alc egg + contents		0	0
1 alc egg + contents | tissue		0	0
1 alc egg + emb		0	0
1 alc egg + emb | tissue		0	0
1 alc emb		0	0
1 alc emb | tissue		0	0
1 alc emb + egg shell		0	0
1 alc emb + egg shell | tissue		0	0
1 alcoholic emb		0	0
1 alcoholic pouch young		0	0
1 alcoholic tadpole		0	0
1 and 1/2 deciduous incisor.		0	0
1 ANTERIOR P/#		0	0
1 ANTERIOR R M#/		0	0
1 ANTERIOR R P/#		0	0
1 AXIS; 1 LUMBAR VERTEBRAE		0	0
1 BONE		0	0
1 C#/		0	0
1 C&S		0	0
1 C/#		0	0
1 C/#, 1 M#/		0	0
1 CAPSULE WITH MANY TEETH		0	0
1 carapace		0	0
1 carapace and broken plastron		0	0
1 carapace and partial pelvic girdle		0	0
1 carapace and pelvic girdle		0	0
1 CARPOMETACARPUS; R DISTAL HUMERUS; L HUMERUS; PROXIMAL & DISTAL		0	0
1 CHEEK T#/		0	0
1 CHEEK T/#		0	0
1 claw	claw	1	0
1 clutch of 5 eggs only		0	0
1 clutch of 5 eggs only | tissue		0	0
1 COMPLETE JAW; JAW, R P/1-M/3; L I/1-I/4; R I/1-I/4; L P/1-P/4; HUMERUS		0	0
1 COMPLETE T#/ PLATE		0	0
1 COMPLETE T/# PLATE		0	0
1 COMPLETE TOOTH, 2 PARTIAL TEETH		0	0
1 COMPLETE, 2 PARTIAL CERVICALS		0	0
1 CRANIAL & 158 POSTCRANIAL ELEMENTS		0	0
1 CRUSHED CARAPACE IN FLOWSTONE (FLUORINE SAMPLE REMOVED), ISOLATED CARAPACE & PLASTRAL FRAG OF AT LEAST ONE MORE TURTLE		0	0
1 DORSAL VERTEBRA		0	0
1 DP4/, 3 P4/, 16 M1/-M2/, 5 M3/, 1 P/4, 7 M/1-M/2, 2 M/3		0	0
1 Dry		0	0
1 Dry skeleton		0	0
1 egg		0	0
1 egg [4		0	0
1 egg | tissue		0	0
1 egg + 1 alc. Emb		0	0
1 egg + 1 alc. Emb | tissue		0	0
1 egg + 1 small plastic bag with egg fragments that are the returned loan BP 16961		0	0
1 egg + 1 small plastic bag with egg fragments that are the returned loan BP 16961 | tissue		0	0
1 egg + 2 egg fragments		0	0
1 egg + 2 egg fragments | tissue		0	0
1 egg + alc emb		0	0
1 egg + alc emb | tissue		0	0
1 egg + alc yolk		0	0
1 egg + alc yolk | tissue		0	0
1 egg and  3 hatched eggs in 70% ethanol		0	0
1 egg cast		0	0
1 egg cast | tissue		0	0
1 egg in 70 percent ethanol		0	0
1 egg in skeleton cabinet		0	0
1 egg mass only		0	0
1 egg only		0	0
1 egg only | tissue		0	0
1 eggshell fragment		0	0
1 EtOH		0	0
1 EXCELLENT TOOTH		0	0
1 feather		0	0
1 feather | tissue		0	0
1 femur? frag only		0	0
1 femur? frag only | tissue		0	0
1 Formalin		0	0
1 FRAG		0	0
1 FRAG SKULL (FROM LOC 13); 1 L JAW (FROM LOC 20)		0	0
1 FRAG VERTEBRA		0	0
1 GOOD SCALE, ANOTHER SCALE		0	0
1 GOOD TOOTH		0	0
1 hair		0	0
1 hair ball only		0	0
1 hatchling + egg shell only		0	0
1 HEAD & 1 SKULL ROOF		0	0
1 I#/		0	0
1 I#/, 1 I/#		0	0
1 I/#		0	0
1 I/#?		0	0
1 in 70% EtOH		0	0
1 in 70% EtOH; 1 in 95% EtOH		0	0
1 in 70% EtOH; 1 in C&S		0	0
1 in 70% EtOH; 1 in skeleton		0	0
1 in 70% EtOH; 2 in 95% EtOH		0	0
1 in 70% EtOH; 2 in 95% EtOH; 1 in C&S		0	0
1 in 70% EtOH; 2 in C&S		0	0
1 in 70% EtOH; 3 in 95% EtOH		0	0
1 in 70% EtOH; 4 in 95% EtOH		0	0
1 in 70% EtOH; 5 in 95% EtOH		0	0
1 in 70% EtOH; 6 in 95% EtOH		0	0
1 in 70% EtOH; 7 in 95% EtOH		0	0
1 in 70% EtOH; 9 in 95% EtOH		0	0
1 in 95% EtOH		0	0
1 in C&S		0	0
1 in skeleton		0	0
1 infertile egg		0	0
1 ISOLATED M#/, 1 ISOLATED P#/		0	0
1 JAW		0	0
1 JAW, 1 HUMERUS		0	0
1 JAW, 1 MAX, 1 SKULL FRAG		0	0
1 JAW, 3 MAX FRAGS, M1/, P4/		0	0
1 JAW, 4 M#/		0	0
1 JAW, 75 ISOLATED TEETH		0	0
1 JAW, 94 ISOLATED TEETH		0	0
1 JAW, EDENTULOUS		0	0
1 JAW, ISOLATED TEETH		0	0
1 juv frog, 1 tadpole, 3 met'ing juvs		0	0
1 L & 1 R JAW, M/1-M/3		0	0
1 L & 2 R ILIA; R CORACOID		0	0
1 L & 2 R JAWS OR M/1; R M3/		0	0
1 L & 2 R JAWS WITH M/1		0	0
1 L & 3 R JAWS, WHOLE OR PARTIAL; ISOLATED MOLARS; INCISOR; LIMB BONE FRAGS; L HUMERUS, 2 VERTEBRAE		0	0
1 L & 4 R JAWS OR M/1		0	0
1 L and 1 R upper cheektooth.		0	0
1 L JAW		0	0
1 L JAW, 1 R JAW		0	0
1 L JAW, 1 R JAW, 1 L MAX		0	0
1 L JAW, 1 R JAW, 1 L MAX, ATLAS, R FEMUR, SACRUM		0	0
1 L JAW, 1 R JAW, PARTIAL T/#		0	0
1 L JAW, 1 R JAW, POSTCRANIAL		0	0
1 L JAW, 2 FRAG MAX, 17 ISOLATED MOLARS		0	0
1 L JAW, 2 R JAWS		0	0
1 L JAW, 2 R JAWS, 2 R MAX		0	0
1 L JAW, 2 R JAWS, 2 R MAX, 1 L MAX		0	0
1 L JAW, 2 R JAWS, 3 L MAX, 2 R MAX		0	0
1 L JAW, 2 R JAWS, EDENTULOUS; R PALATE; M/1; M/3		0	0
1 L JAW, 2 R JAWS, SKULL		0	0
1 L JAW, 3 R JAW		0	0
1 L JAW, 3 R JAWS		0	0
1 L JAW, 3 R JAWS, 1 R MAX		0	0
1 L JAW, 3 R JAWS; 4 L M/1, 1 R M/1		0	0
1 L JAW, 4 R JAW, 2 R MAX		0	0
1 L JAW, 4 R JAWS		0	0
1 L JAW, 5 R JAWS		0	0
1 L JAW, 5 R JAWS, 3 L MAX, 4 R MAX		0	0
1 L JAW, 6 R JAWS		0	0
1 L JAW, ALL T/#; 2 R JAWS EDENTULOUS; 1 R JAW, M/3; PALATE EDENTULOUS; 21 ISOLATED CHEEK TEETH		0	0
1 L JAW; 1 R JAW; 2 FRONTALS; 1 R MAX; PREMAX; 1 L MAX; BASISPHENOID; 2 ULNAE; L SCAPULA; 2 R FEMORA ; 1 L FEMUR; ISCHIUM		0	0
1 L JAW; 1 R JAW; 22 ISOLATED TEETH; R HUMERUS		0	0
1 L JAW; 2 R JAWS; 40 ISOLATED TEETH		0	0
1 L JAW; R M/1		0	0
1 L M#/ ?		0	0
1 L M/1 & 4 R M/1; 2 L & 2 R JAWS WITH M/1-M/2; 1 L & 2 R JAWS EDENTULOUS; PALATE EDENTULOUS; 11 MOLARS; 4 INCISORS; 5 POSTCRANIALS		0	0
1 L M/1, 2 R M/1		0	0
1 L M/1, 2 R M/1, 9 MOLARS		0	0
1 L M/1, 3 R M/1, 1 OTHER MOLAR		0	0
1 L M/1; 2 R M/1; R JAW EDENTULOUS		0	0
1 L M1/ OR M2/; 2 R M1/ OR M2/; L P/4; L M/1-M/2; L M/3		0	0
1 L M2/, 1 R M3/		0	0
1 L M3/, 5 R M3/		0	0
1 L MAX & 1 L JAW		0	0
1 L MAX, 1 L JAW		0	0
1 L MAX, 2 R MAX, 2 L JAWS, 3 R JAWS		0	0
1 L MAX, 8 R MAX		0	0
1 L MAX, P2/-M2/		0	0
1 L MAX, P2/-M3/		0	0
1 L MAX, SCAPULA		0	0
1 L metacarpal.		0	0
1 L P/3; 1 R P/3; MOLAR; INCISOR; POSTCRANIALS; R DISTAL HUMERUS; L CALCANEUM; R CALCANEUM		0	0
1 L P/3; 3 R P/3; L JAW; P/3-P/4; MOLAR; POSTCRANIALS; 2 L DISTAL HUMERI; 3 R CALCANEA; 1 L CALCANEUM		0	0
1 L P/3; 3 R P/3; MOLAR; POSTCRANIALS; R DISTAL HUMERUS; R CALCANEUM		0	0
1 L, 1 R ILIA		0	0
1 L, 2 R JAWS &/OR M/1		0	0
1 L, 6 R ILIA		0	0
1 Larger egg is cowbird egg the 4 smaller eggs are American goldfinch eggs.		0	0
1 LATERAL METAPODIAL; 3 PROXIMAL END LATERAL METAPODIAL		0	0
1 LIMB		0	0
1 litter of 4 alc young only		0	0
1 log of 6 tadpoles, 3 met'ing juvs & 2 juv frogs		0	0
1 lot 10 tadpoles		0	0
1 lot 2 alcoholic juv's only		0	0
1 lot 3 tadpoles + 5 met'ing juvs		0	0
1 lot 4 alc. eggs only		0	0
1 lot 4 eggs		0	0
1 lot of +/- 162 eggs		0	0
1 lot of 1 egg + 1 broken egg shell		0	0
1 lot of 1 juv frog & 2 met'ing juvs		0	0
1 lot of 1 tadpole		0	0
1 lot of 1 tadpoles		0	0
1 lot of 10 eggs		0	0
1 lot of 10 tadpoles		0	0
1 lot of 10 tadpoles only		0	0
1 lot of 10 tads only		0	0
1 lot of 100+/- eggs		0	0
1 lot of 109 +/- tadpoles & 13 met'ing juvs		0	0
1 Lot of 11 met'ing juvs only		0	0
1 lot of 11 tadpoles		0	0
1 Lot of 11 tads only		0	0
1 lot of 12 eggs		0	0
1 lot of 12 tadpoles & 2 juvs		0	0
1 lot of 12 tads + 5 met'ing juvs		0	0
1 lot of 13 tadpoles		0	0
1 lot of 13 tadpoles & 2 met'ing juvs		0	0
1 lot of 14 tadpoles		0	0
1 lot of 14 tads + 3 met'ing juvs' only		0	0
1 lot of 15 tadpoles		0	0
1 lot of 150 +/- eggs		0	0
1 lot of 16 larvae only		0	0
1 lot of 16 tadpoles		0	0
1 lot of 16 tadpoles, 10 met'ing juvs & 10 juv frogs		0	0
1 lot of 17 eggs		0	0
1 lot of 17 tadpoles		0	0
1 lot of 17 tadpoles & 1 met'ing juv.		0	0
1 lot of 17 tadpoles & 15 met'ing juvs		0	0
1 lot of 17 tadpoles only		0	0
1 lot of 19 tadpoles & 10 met'ing juvs		0	0
1 lot of 2 alc. eggs		0	0
1 lot of 2 eggs		0	0
1 lot of 2 eggs [in formalin]*		0	0
1 lot of 2 eggs only		0	0
1 lot of 2 hatchlings + egg shells only		0	0
1 lot of 2 juv frogs		0	0
1 lot of 2 met'ing juvs		0	0
1 lot of 2 tadpoles		0	0
1 lot of 2 tadpoles & 9 met'ing juvs		0	0
1 lot of 2 tadpoles only		0	0
1 lot of 2 tadpoles, 1 met'ing juv & 2 juv frogs		0	0
1 lot of 2 tads + 3 met'ing juvs only		0	0
1 Lot of 2 tads only		0	0
1 lot of 20 tadpoles		0	0
1 lot of 20+ eggs & 5 tadpoles		0	0
1 lot of 200+/- eggs		0	0
1 lot of 21 eggs		0	0
1 Lot of 23 tads & 12 met'ing juvs only		0	0
1 lot of 25 embryos		0	0
1 lot of 25 tadpoles		0	0
1 lot of 250+/- eggs		0	0
1 lot of 26 tadpoles		0	0
1 lot of 3 crustacean claw frags		0	0
1 lot of 3 crustacean claw frags | tissue		0	0
1 lot of 3 eggs		0	0
1 lot of 3 eggs only		0	0
1 lot of 3 hatchlings + egg shells only		0	0
1 lot of 3 met'ing juvs		0	0
1 lot of 3 tadpoles		0	0
1 lot of 3 tadpoles & 1 juv frog		0	0
1 lot of 3 tadpoles & 2 met'ing juvs.		0	0
1 lot of 3 tadpoles & 3 met'ing juvs		0	0
1 lot of 3 tadpoles + 4 met'ing juvs		0	0
1 lot of 3 tadpoles + 6 met'ing juvs		0	0
1 lot of 3 tadpoles only		0	0
1 lot of 30 +/- eggs		0	0
1 lot of 30 tadpoles		0	0
1 lot of 30+ eggs		0	0
1 lot of 31 tadpoles		0	0
1 lot of 31 tadpoles, 5 met'ing juvs & 1 juv frog		0	0
1 lot of 35 tadpoles		0	0
1 lot of 4 alc eggs		0	0
1 lot of 4 alc emb + dry eggshells + complete skel		0	0
1 lot of 4 eggs  + 2 shells IN FORMALIN*		0	0
