verbatimLifeStage	standardLifeStage	standard	checked
LIGHT FAT		0	0
light incubation		0	0
light tint when taken		0	0
Light Trace Of Blood		0	0
lightly inc		0	0
Lightly inclubated, one infertil		0	0
lightly incubated		0	0
little		0	0
little advanced, 1 very advanced		0	0
little advanced, 1 very advanced - broken		0	0
little blood		0	0
Little hatching		0	0
little incubated		0	0
Little incubation		0	0
Little.		0	0
live embryos		0	0
live young		0	0
LIVED 3+ YEARS AT MMZ		0	0
Liver tissue		0	0
Liver tissue taken		0	0
Liver tissue Taken, Adult		0	0
Living chick		0	0
living young inside		0	0
Located nest w/ 3 pin-feathered 		0	0
Located nest w/ 3 pin-feathered chicks on 8 April		0	0
Look Fresh		0	0
Loose egg found broken		0	0
LOST		0	0
Lot of 10 larvae		0	0
Lot of 11 larvae		0	0
lot of 16 larvae		0	0
Lot of 21 larvae		0	0
lot of 28 larvae		0	0
Lot of 3 Larvae		0	0
Lot of 5 larvae		0	0
lot of 6 larvae		0	0
Lot of 9 larvae		0	0
lot of Larvae and hatchlings		0	0
lot of six larvae		0	0
lot of three larvae		0	0
low		0	0
lStage		0	0
lt subad		0	0
LT15; specimen in tact, Nest sit		0	0
LT15; specimen in tact, Nest site in 6 exclosure		0	0
LV	larva	0	1
LY OSSIFIED		0	0
M	unknown	0	1
m (10x5)		0	1
M (10x6.78)		0	1
m (12x4)		0	1
M (18x9.6)		0	1
m (2x1)		0	1
m (3x5)		0	1
M (4.3x3.5)		0	1
m (5*2)		0	1
m (5*3 Ling)		0	1
m (6x2)		0	1
m (8*3)		0	1
m (9*5)		0	1
M (9x7)		0	1
M (BASED ON PLUMAGE)	unknown	0	1
M (gran)		0	1
M (HY)		0	1
M (IMM 3.9x1.2)		0	1
m (lap)		0	1
m (LT:1x1)		0	1
M (TSE)		0	1
M ?		0	0
M [Ad]		0	0
M 1971 HY		0	1
M 1977 HY		0	1
M 1978 HY		0	1
M 1978HY		0	1
M 1979 HY		0	1
M 1979HY		0	1
M 1980HY		0	1
M 1981 HY		0	1
M 1981HY		0	1
M 1984HY		0	1
M 1st Spring		0	1
M 1st Winter		0	1
M 1st year		0	1
M 1st yr.		0	1
M 2-3 days old		0	1
M 3.5 yrs.		0	1
M 3rd Winter		0	1
m 3x1		0	1
M 4yrs.		0	1
m abdominal		0	1
M AD	adult	0	1
M Ad.	adult	0	1
M adult		0	0
M Adult.	adult	0	1
M Age 10 yrs.		0	1
M Age 12 yrs.		0	1
M age 18 days		0	1
M age 3 days		0	1
M Age 4 yrs		0	1
M age 4 yrs.		0	1
M Age 7 yrs		0	1
M Asult	adult	0	1
M based on bill length		0	1
M chick	chick	0	1
M fledgling	fledgling	0	1
M HY		0	1
M HY'76		0	1
M Im.		0	0
M imm		0	0
M imm.		0	0
M immature		0	0
M JUV	juvenile	0	1
M Juv.		0	0
M juvenile		0	0
m L.T (8.3*5.6)		0	1
m LT (2x1.5)		0	1
M M	adult	0	1
M NESTLING	nestling	0	1
M S.Adult?	subadult	0	1
M SA	subadult	0	1
m scrotal		0	1
m stages (many?)		0	0
M subad.	subadult	0	1
M subadult	subadult	0	1
M YY		0	1
M(?)		0	0
m(3x2)		0	1
M(HY)		0	1
M(LAP)		0	1
M, imm.		0	0
M, JUV	juvenile	0	1
m.		0	0
M. embryo		0	0
M/08 days old		0	1
M/1 day		0	1
M/1 day old		0	1
M/10 days		0	1
M/15 days old		0	1
M/17 days old		0	1
M/19 days old		0	1
M/1st year		0	1
M/2 days		0	1
M/2 days old		0	1
M/2 years		0	1
M/24 days old		0	1
M/3 days old		0	1
M/30 days		0	1
M/31 days old		0	1
M/4 days		0	1
M/41 days		0	1
M/42 days old		0	1
M/6 days old		0	1
M/66 days		0	1
M/AD	adult	0	1
M/adult	adult	0	1
M/adult (?)	adult	0	1
M/F	unknown	0	1
M/first year		0	1
M/FLEDGLING	fledgling	0	1
M/HY		0	1
M/IMM	immature	0	1
M/imm.	immature	0	1
M/immature	immature	0	1
M/JUV	juvenile	0	1
M/juv.	juvenile	0	1
M/juvenile	juvenile	0	1
M/NA	unknown	0	1
M/NESTLING	nestling	0	1
M/second year		0	1
M/sub-ad.	subadult	0	1
M/sub-adult	subadult	0	1
M/third year		0	1
M/yearling	yearling	0	1
M/yrlg.	yearling	0	1
M?	unknown	0	1
M?, juv	juvenile	0	1
M~	unknown	0	1
MA		0	0
macho	unknown	0	1
macho A	adult	0	1
macho ad	adult	0	1
macho ad TA	adult	0	1
macho ad Tes	adult	0	1
macho ad tes 3x4	adult	0	1
macho ad tes 6x4	adult	0	1
macho ad Tes 7x4	adult	0	1
macho ad test 9x5	adult	0	1
macho inm	immature	0	1
Macho J	juvenile	0	1
macho juv	juvenile	0	1
macho juv test 5x3	juvenile	0	1
macho sa Tes 5x3	subadult	0	1
macho subad	subadult	0	1
macho Tes 10x6	adult	0	1
macho test	unknown	0	1
macho test 15x9	unknown	0	1
macho Test 16x9	unknown	0	1
macho test 18x13	unknown	0	1
macho test 20x13	unknown	0	1
macho test 20x14	unknown	0	1
macho test 5x3	unknown	0	1
macho test 5x4	unknown	0	1
macho test 8x4	unknown	0	1
macho test esc	adult	0	1
Majority fresh		0	0
make		0	1
male		0	1
Male - 6 months	6 months	0	1
male (?)		0	0
Male (1st year)		0	1
male (3.7x2.4)		0	1
Male (6.0x4.4)		0	1
male (HY)		0	1
male (imm.)	immature	0	1
male (immature)	immature	0	1
male (juv.)	juvenile	0	1
male (juvenile)	juvenile	0	1
male (LAP)		0	1
male (sub-adult)	subadult	0	1
male (t=10mm)		0	1
male (t=4mm)		0	1
male (young)	young	0	1
Male ?		0	1
Male ?, testes 3mm???		0	0
Male [Adult]	adult	0	1
Male [Female ?]		0	1
Male 51 mm SVL		0	0
MALE ADULT	adult	0	1
Male by plumage		0	1
male downy young	chick	0	1
male in transitional plumage		0	0
Male incubating about 10 AM		0	1
Male incubating. Eggs missing.		0	1
male juvenile	juvenile	0	1
Male of pair		0	0
male(imm.)	immature	0	1
male, ?	unknown	0	1
Male, 2nd winter		0	1
Male, 31 mm SVL		0	0
Male, 52 mm SVL, 28 mm tail		0	0
male, adult	adult	0	1
male, HY		0	1
male, HY?		0	1
Male, Imm.	immature	0	1
male, immature	immature	0	1
Male, liver tissue collected		0	0
Male, Liver tissue taken		0	0
Male, SVL 319mm, Tail 64 mm		0	0
Male, SVL 436 mm, Tail 157		0	0
Male, SVL 75 mm, Tail 87 mm w/ 2		0	0
Male, SVL=365mm,Tail=31mm		0	0
Male, testes 2 X 3 mm		0	1
Male, Tissue-liver sample		0	0
Male, Tissue-Liver sample taken		0	0
Male, Tissue-scale clip		0	0
Male, Tissue-scale clips		0	0
male, yy		0	1
male/adult	adult	0	1
male?		0	1
male[		0	1
Male6		0	1
Males + Females		0	1
Many eggs, fresh, showing blood,		0	0
Many eggs, fresh, showing blood, small to large em		0	0
marked 1/4		0	0
marked 3/4		0	0
marked on eggs		0	0
MATURE		0	0
MATURE FEMALE		0	0
MATURE FEMALES		0	0
MATURE MALE		0	0
May		0	0
May be immature or changing male		0	0
MAY BE SUBADULT		0	0
May have collected before clutch		0	0
May have collected before clutch complete		0	0
meaty		0	0
med embroys, 2 fresh? Infertile?		0	0
Med embryos		0	0
Med.		0	0
med. Sized embryos		0	0
Medium		0	0
medium - large embryos		0	0
medium - small embryos		0	0
medium and large embryo		0	0
Medium and large embryos		0	0
Medium and ready to hatch embryo		0	0
Medium and ready to hatch embryos		0	0
Medium embryo		0	0
Medium embryo (caustic)		0	0
Medium embryo and infertile		0	0
medium embryo in cardinal, small		0	0
Medium embryo. Nest contained 2 		0	0
Medium embryo. Nest contained 2 young		0	0
medium embryo; cowbird fresh		0	0
medium embryo; M. ater fresh		0	0
Medium embryos		0	0
Medium Embryo's		0	0
Medium embryos (see back of card		0	0
medium embryos in 5, 1 infertile		0	0
medium embryos in all eggs		0	0
Medium incubated		0	0
medium large embryos		0	0
medium set		0	0
medium size embryos		0	0
medium sized		0	0
Medium sized embroys		0	0
medium sized embryo		0	0
Medium sized embryo, feathers pr		0	0
Medium sized embryo, feathers present		0	0
medium sized embryo. Large yolk 		0	0
medium sized embryo. Large yolk sack. Not pipping		0	0
Medium Sized Embryos		0	0
Medium sized softish embryos		0	0
medium soft embryos		0	0
Medium To Small Embryos		0	0
medium; large embryos		0	0
Medium-large embryo		0	0
Medium-Large embryos		0	0
Mediumn embryos; Egg #2 could no		0	0
medium-sized embryo in both eggs		0	0
Medium-sized embryo, yolk sac pr		0	0
Medium-sized embryo, yolk sac present		0	0
medium-sized embryos		0	0
medium-small embryo		0	0
medium-small embryos		0	0
med-small & small embryo, showin		0	0
med-small & small embryo, showing blood		0	0
Meduim		0	0
meduium embyo		0	0
Membraneous		0	0
merely begun		0	0
Merely started		0	0
merest trace		0	0
Mesusoid + Hydroid		0	0
Metamorph		0	0
METAMORPHIC LARVA		0	0
metamorphosed in August		0	0
metamorphosing		0	0
metamorphosing larva		0	0
meta-young		0	0
met'ing		0	0
met'ing juv		0	0
Middle		0	0
Middle set		0	0
middle stage		0	0
middle stages, embryos		0	0
Milky		0	0
Minimal or no incubation		0	0
minimum		0	0
mishapen & infertile eggs		0	0
MISSING		0	0
Mixed		0	0
Mixed- 3 fresh		0	0
MIXED CAT.NOS.		0	0
Mixed clutches		0	0
MIXED JUVENILE AND AD		0	0
MIXED LOTS		0	0
Mixed Sexes		0	1
mle		0	1
MM	unknown	0	1
MO BURSA		0	0
mo. old juv.		0	0
mod. embryos		0	0
Mod. To embryos		0	0
Model		0	0
Moderate		0	0
moderate ( 2 days )		0	0
Moderate (but 1 fresh!)		0	0
Moderate (embryos showing)		0	0
Moderate (one infertile)		0	0
moderate and addled		0	0
Moderate but apperently variable		0	0
Moderate but apperently variable.		0	0
Moderate dried embryos		0	0
Moderate Embryo (caustic)		0	0
moderate embryos		0	0
Moderate embryos (caustic)		0	0
moderate embryos (some caustic)		0	0
Moderate embryos, 1 fresh		0	0
MODERATE FAT		0	0
moderate incubation		0	0
Moderate sized embryos		0	0
moderate to advanced		0	0
moderate to advanced; 1042 addle		0	0
moderate to advanced--feathered		0	0
Moderate to advanced-unfeathered		0	0
moderate to advanced--variably f		0	0
moderate to advanced-viable		0	0
moderate to slight		0	0
MODERATE; SOME DOWNS DEVELOPED		0	0
moderate-advanced		0	0
Moderated		0	0
moderate-dead		0	0
moderate-dead/advanced-depredate		0	0
Moderate-dead; from nest with 2 		0	0
Moderate-dead; from nest with 2 young		0	0
Moderately		0	0
moderately advanced		0	0
moderately incubated		0	0
moderate-sized embryos		0	0
moderate-viable		0	0
moderei		0	0
Mon		0	0
more than  half		0	0
more than half		0	0
More than slight		0	0
More than slight.		0	0
mort-né		0	0
mort-né?		0	0
mostly advanced		0	0
Mostly begun		0	0
Mostly Fresh		0	0
Mother to UAZ 35197-35208		0	0
Moulting		0	0
Moulting ?		0	0
much		0	0
much advanced		0	0
Much advanced + fresh (congealed		0	0
Much advanced + fresh (congealed)		0	0
Much blood		0	0
much blood, no hard bones yet		0	0
Much incubated		0	0
Much incubated.		0	0
MUCH JUV FUZZ ON BODY; BURSA 6 M		0	0
Mucus, blood		0	0
n	unknown	0	1
N. Br.		0	0
N.B.		0	0
N.H.		0	0
N.H. (see card)		0	0
N.L		0	0
N.P.		0	0
N.R.		0	0
n/1 trace, n/5 variable embryos 		0	0
n/1 trace, n/5 variable embryos some caustic		0	0
n/a		0	0
'n/a		0	0
n/a.		0	0
n/a; Skull pneumatized		0	0
N/R		0	0
N0 BURSA		0	0
Na		0	0
NA (HY)		0	1
NA 3rd year		0	1
NA Ad.	adult	0	1
NA chick	chick	0	1
NA Imm.	immature	0	1
NA Juv.	juvenile	0	1
NA/1 day		0	1
NA/1 day old		0	1
NA/1 month		0	1
NA/10 days old		0	1
NA/11 days old		0	1
NA/3 days old		0	1
NA/3 weeks		0	1
NA/4 days old		0	1
NA/5 days		0	1
NA/5 days old		0	1
NA/5 months		0	1
NA/6 days		0	1
NA/7 days old		0	1
NA/9 days		0	1
NA/imm.	immature	0	1
NA/juv.	juvenile	0	1
NA/nestling	nestling	0	1
NA/sub-adult	subadult	0	1
Nagot		0	0
nat		0	0
nat.		0	0
nat. ?		0	0
nat?		0	0
natal	natal	1	1
natal cub		0	0
NB		0	0
ND	unknown	0	1
near breeding; Adult		0	0
near complete		0	0
near completion		0	0
near fresh		0	0
Near fresh to well-formed embryo		0	0
Near fresh to well-formed embryos		0	0
Near half		0	0
near hatched		0	0
near hatching		0	0
Near hatching - egg barely salva		0	0
Near hatching. Embryos well feat		0	0
Near hatching. Embryos well feathered.		0	0
nearly @1/2		0	0
Nearly 1/2		0	0
nearly 1/2 (about 1/2)		0	0
nearly 1/2 hatched		0	0
nearly 1/2, cowbird egg further 		0	0
nearly 1/4		0	0
Nearly 2/3		0	0
Nearly 2/3 advanced		0	0
nearly 3/4 incubated		0	0
nearly a week		0	0
nearly a week advanced		0	0
Nearly adult		0	0
'nearly adult'		0	0
nearly complete		0	0
Nearly complete, Heavy		0	0
Nearly complete, would have hatc		0	0
Nearly complete, would have hatched May 28-30.		0	0
nearly completed		0	0
nearly completed. Removed with e		0	0
nearly completed. Removed with embryo hook		0	0
nearly finished		0	0
Nearly fresh		0	0
Nearly fresh - (2 days by knowle		0	0
Nearly fresh - (2 days by knowledge)		0	0
Nearly fresh (nest had one egg a		0	0
Nearly fresh (slight)		0	0
Nearly fresh to adv		0	0
nearly fresh to slight		0	0
Nearly fresh to soft bones		0	0
nearly fresh to well started		0	0
nearly fresh, 1 becoming addled		0	0
Nearly fresh, but addled		0	0
Nearly full		0	0
nearly full, infertile		0	0
NEARLY FULL-GROWN; BURSA FLESHY,		0	0
Nearly gone		0	0
nearly half		0	0
Nearly half incubated		0	0
Nearly half.		0	0
Nearly hatched		0	0
Nearly hatched (3) young birds h		0	0
Nearly hatched; one egg piped, a		0	0
nearly hatching		0	0
Nearly incubated; 1 infertile		0	0
nearly one half		0	0
Nearly over		0	0
nearly ready to be hatched		0	0
nearly ready to hatch		0	0
Nearly Ready To Hatch - Advanced		0	0
Nearly ready to hatch.		0	0
nearly started		0	0
nearly to hatch		0	0
nearlyone-half		0	0
nearst adult		0	0
neck of embryos formed		0	0
Needs translatioin		0	0
Nelt.		0	0
neonate	neonate	0	1
neonate ?		0	0
neonate ?; aborted		0	0
neonate; <1 day		0	0
neonate; 1 C day		0	0
neonate; 1 day		0	0
neonate; 2 C day		0	0
neonate; 2 day		0	0
neonate; 2 HRS		0	0
neonate; 3 day		0	0
neonate; 3 dayS		0	0
neonate; 31 day		0	0
neonate; 4 day		0	0
neonate; 5 day		0	0
neonate; 6 day		0	0
neonate; 9 day		0	0
neotenic		0	0
neotenic adult		0	0
Neraly hatch		0	0
neraly hatched		0	0
NEST		0	0
Nest #11		0	0
Nest & 4 eggs (nest lost?)		0	0
nest + 10 eggs		0	0
Nest 88-1		0	0
Nest abandoned		0	0
Nest Abandoned About 20 May 1991		0	0
Nest abandoned before incubation		0	0
Nest abandoned. 1 egg missing, n		0	0
Nest abandoned. 1 egg missing, none hatched.		0	0
Nest attached to side of mossy r		0	0
Nest attached to side of mossy rotting log spannin		0	0
Nest contained 10 eggs all pippe		0	0
Nest contained 10 eggs all pipped, ready to hatch.		0	0
nest contained 1two day old chic		0	0
nest contained 1two day old chick, 2 addled egg, 1		0	0
Nest contained 3 eggs		0	0
Nest contained 4 chicks, 2 were 		0	0
Nest contained 4 chicks, 2 were dead.		0	0
Nest contained shell fragments		0	0
Nest contained some eggshell fra		0	0
Nest contained some eggshell fragments		0	0
Nest depredated?  Had two eggs, 		0	0
Nest depredated?  Had two eggs, both disappeared a		0	0
Nest Deserted		0	0
Nest deserted but eggs all ferti		0	0
Nest deserted but eggs all fertile		0	0
Nest empty April 9-Three eggs Ap		0	0
Nest empty April 9-Three eggs April 14		0	0
Nest empty on 25th		0	0
Nest Failed		0	0
Nest fledged 2 young		0	0
Nest fledged 3 young		0	0
Nest fledged one female and two 		0	0
Nest fledged one female and two bird of unknown se		0	0
Nest fledged one young, collecte		0	0
Nest found 10-XII-84 with 1 nest		0	0
Nest held 1 egg June 9		0	0
nest held 2 eggs June 10		0	0
Nest held 3 eggs June 1		0	0
nest held 3 eggs, three days ago		0	0
nest held 5 eggs yesterday		0	0
Nest held 5 eggs-2 of the eggs w		0	0
Nest held 5 eggs-2 of the eggs were pipped and sta		0	0
nest never used		0	0
Nest Only		0	0
Nest Only, Not Used		0	0
Nest produced one male and one f		0	0
Nest produced one male and one female fledglings. 		0	0
Nest produced young after~ 2mos.		0	0
Nest produced young after~ 2mos. use/occupancy		0	0
Nest tree # 103		0	0
Nest Under Study		0	0
Nest used earlier in season		0	0
Nest used summer 2011		0	0
Nest w/ 1 day old & 1 egg that h		0	0
Nest w/ 1 day old & 1 egg that hatched the next mo		0	0
Nest was abandoned		0	0
nest was finished 6 days ago and		0	0
Nest with 2 chicks		0	0
Nest with 2 chicks (not collecte		0	0
Nest with 2 chicks (not collected), one downy and 		0	0
Nest with nestling fell from tre		0	0
Nest with nestling fell from tree		0	0
Nest'g		0	0
NESTILING; BURSA 25 X 15 MM		0	0
NESTILING; BURSA 8 X 6 MM		0	0
nesting		0	0
Nesting bagan 10 May 2012		0	0
Nesting Colony	nesting colony	1	1
nestl.		0	0
nestlg		0	0
nestlg.		0	0
nestling	nestling	0	1
Nestling (embryo)		0	0
nestling [11-14d old]		0	0
nestling [2-4d old]		0	0
nestling [7d old? = specimen bag		0	0
Nestling [Female ?]	nestling	0	1
Nestling [Sex ?]	nestling	0	1
nestling ~35 days old		0	0
Nestling Banded		0	0
NESTLING BURSA NOT FOUND		0	0
Nestling Female	nestling	0	1
Nestling fledged		0	0
Nestling Male	nestling	0	1
nestling or just fledged		0	0
nestling(s)		0	0
NESTLING,		0	0
nestling, 8 days old		0	0
NESTLING/FLEDGLING PLUMAGE; BURS		0	0
NESTLING/FLEDGLING; BURSA 7 X 6 		0	0
NESTLING/SMALL FLEDGLING; BURSA 		0	0
NESTLING; BURSA 12 X 12 MM		0	0
NESTLING; BURSA 23 X 22 MM		0	0
NESTLING; BURSA 25 X 9 MM		0	0
NESTLING; BURSA 4 X 2 MM		0	0
NESTLING; BURSA 5 X 4 MM; SKULL 		0	0
NESTLING; BURSA 5 X 7 MM; SKULL 		0	0
NESTLING; BURSA 6 X 3 MM; SKULL 		0	0
NESTLING; BURSA 7 X 6 MM		0	0
NESTLING; BURSA CA. 6 X 3 MM		0	0
NESTLING; BURSA NOT FOUND		0	0
nestling; Immature		0	0
Nestling; skull not oss.		0	0
nestlings	nestling	0	1
Nestlings [Sex ?]	nestlings	0	1
Nestlings left nest between 6/8 		0	0
Nestlings left nest between 6/8 May		0	0
New born		0	0
new laid		0	0
new nest		0	0
new territory; 98-SF09-ES-1, no 		0	0
new territory; 98-SF09-ES-1, no notes; 98-SF09-ES-		0	0
newborn		0	0
newl		0	0
newly commeneced		0	0
newly hatched		0	0
newly hatched chick	chick	0	1
NEWLY HATCHED CHICK; BURSA 12 X 		0	0
Newly laid		0	0
NH		0	0
nil		0	1
-NIL-		0	1
nill		0	0
nille		0	0
Nine-tenths		0	0
NL	larva	0	1
no		0	0
NO  BURSA.;		0	0
NO  BURSA; SKULL 100% OSS.		0	0
No  development - rotten and she		0	0
No additional information availa	unknown	0	1
No additional information available	unknown	0	0
No additional information available.	unknown	0	0
No adult		0	0
No adult on eggs		0	0
no adult seen		0	0
No adults on eggs		0	0
no adults seen		0	0
no aplicable		0	0
no apparaent development		0	0
no apparent development		0	0
No blood		0	0
No blood or embryo		0	0
no blood showing		0	0
NO BRUSA		0	0
NO BUERSA; SKULL 5% OSS.		0	0
NO BUIRSA; SKULL 100% OSS.		0	0
NO BURA FOUND; SKULL 80% OSS.		0	0
no bursa	no bursa	0	1
NO BURSA (PROBABLY HY)		0	0
NO BURSA ;		0	0
NO BURSA ; SKULL 100 % OSS.		0	0
NO BURSA ; SKULL 100% OSS		0	0
NO BURSA ; SKULL 100% OSS.		0	0
NO BURSA [HY BY PLUMAGE, AWK 201		0	0
NO BURSA FOUND		0	0
NO BURSA FOUND, SKULL 100% PNEUM		0	0
NO BURSA FOUND, SKULL 40% PNEUM		0	0
NO BURSA FOUND, SKULL 50% PNEUM		0	0
NO BURSA FOUND, SKULL FULLY PNEU		0	0
NO BURSA FOUND; A3Y PLUMAGE		0	0
NO BURSA FOUND; SKULL 100% OSS.		0	0
NO BURSA FOUND; SKULL 100% PNEUM		0	0
NO BURSA FOUND; SKULL 20% OSS.		0	0
NO BURSA FOUND; SKULL 20% PNEUM		0	0
NO BURSA FOUND; SKULL 25% OSS.		0	0
NO BURSA FOUND; SKULL 25% PNEUM		0	0
NO BURSA FOUND; SKULL 40% PNEUM		0	0
NO BURSA FOUND; SKULL 60% PNEUM		0	0
NO BURSA FOUND; SKULL 70% PNEUM		0	0
NO BURSA FOUND; SKULL 75% OSS.		0	0
NO BURSA FOUND; SKULL 80% OSS.		0	0
NO BURSA FOUND; SKULL 80% PNEUM		0	0
NO BURSA FOUND; SKULL 90% PNEUM		0	0
NO BURSA FOUND; SKULL 90% PNEUM.		0	0
NO BURSA FOUND; SKULL CA 20% PNE		0	0
NO BURSA FOUND; SKULL CA 50% PNE		0	0
NO BURSA FOUND; SKULL CA. 20% OS		0	0
NO BURSA FOUND; SKULL FULLY PNEU		0	0
NO BURSA FOUND; SKULL UNPNEUMATI		0	0
NO BURSA, SKULL 10% PNEUMATIZED		0	0
NO BURSA, SKULL 100% PNEUM		0	0
NO BURSA, SKULL 75% PNEUM		0	0
NO BURSA, SKULL FULLY OSSIFIED		0	0
NO BURSA, SKULL FULLY PNEUM		0	0
NO BURSA, SKULL FULLY PNEUMATIZE		0	0
NO BURSA;		0	0
NO BURSA; 3Y?		0	0
NO BURSA; ADULT		0	0
NO BURSA; ADULT "BLUE GOOSE"		0	0
NO BURSA; ADULT ALTERNATE PLUMAG		0	0
NO BURSA; ADULT MALE PLUAMGE		0	0
NO BURSA; ADULT MALE PLUMAGE		0	0
NO BURSA; ADULT PLUAMGE		0	0
NO BURSA; ADULT PLUMAGE		0	0
NO BURSA; ASY PLUMAGE		0	0
NO BURSA; BASIC PLUIMAGE		0	0
NO BURSA; BREEDING PLUMES		0	0
NO BURSA; DEFINITIVE PLUMAGE		0	0
NO BURSA; HEN-PLUMAGE		0	0
NO BURSA; HY/SY PLUMAGE		0	0
NO BURSA; KSULL 100% OSS.		0	0
NO BURSA; KSULL25% OSS.		0	0
NO BURSA; PRE-ALTERNATE PLUAMGE 		0	0
NO BURSA; SKUILL 100% OSS.		0	0
NO BURSA; SKULL !00% OSS.		0	0
NO BURSA; SKULL 0 % OSS.		0	0
NO BURSA; SKULL 0% OSS.		0	0
NO BURSA; SKULL 0% OSS[?]		0	0
NO BURSA; SKULL 10% OSS		0	0
NO BURSA; SKULL 10% OSS [?]		0	0
NO BURSA; SKULL 10% OSS.		0	0
NO BURSA; SKULL 100 % OSS.		0	0
NO BURSA; SKULL 100%  OSS.		0	0
NO BURSA; SKULL 100% IOSS.		0	0
NO BURSA; SKULL 100% OSS		0	0
NO BURSA; SKULL 100% OSS,		0	0
NO BURSA; SKULL 100% OSS.		0	0
NO BURSA; SKULL 100% OSS.;		0	0
NO BURSA; SKULL 100% OSS.; ADULT		0	0
NO BURSA; SKULL 100% OSS.; GREEN		0	0
NO BURSA; SKULL 100% OSSS.		0	0
NO BURSA; SKULL 100% PNEUM		0	0
NO BURSA; SKULL 100% PNEUM.		0	0
NO BURSA; SKULL 100% PNEUMATIZED		0	0
NO BURSA; SKULL 1O00% OSS.		0	0
NO BURSA; SKULL 20% OSS.		0	0
NO BURSA; SKULL 20% OSS.[?]		0	0
NO BURSA; SKULL 25 % OSS.		0	0
NO BURSA; SKULL 25% OSS		0	0
NO BURSA; SKULL 25% OSS.		0	0
NO BURSA; SKULL 25% OSS.; SY BY 		0	0
NO BURSA; SKULL 30% OSS.		0	0
NO BURSA; SKULL 35% OSS.		0	0
NO BURSA; SKULL 40% OSS.		0	0
NO BURSA; SKULL 5 % OSS.		0	0
NO BURSA; SKULL 5% OSS.		0	0
NO BURSA; SKULL 50% OSS.		0	0
NO BURSA; SKULL 50-% OSS.		0	0
NO BURSA; SKULL 50% PNEUM		0	0
NO BURSA; SKULL 50% PNEUM.		0	0
NO BURSA; SKULL 60% OSS.		0	0
NO BURSA; SKULL 60% PNEUM		0	0
NO BURSA; SKULL 69% PNEUM.		0	0
NO BURSA; SKULL 70% OSS.		0	0
NO BURSA; SKULL 75% OSS.		0	0
NO BURSA; SKULL 80% OSS.		0	0
NO BURSA; SKULL 80% PNEUM		0	0
NO BURSA; SKULL 85% OSS.		0	0
NO BURSA; SKULL 90% OSS.		0	0
NO BURSA; SKULL 90% PNEUM		0	0
NO BURSA; SKULL 90% PNEUMATIZED		0	0
NO BURSA; SKULL 95% OSS.		0	0
NO BURSA; SKULL AT LEAST 50% OSS		0	0
NO BURSA; SKULL CA 50% PNEUM		0	0
NO BURSA; SKULL CA 75% PNEUM		0	0
NO BURSA; SKULL CA. 50% PNEUM		0	0
NO BURSA; SKULL DAMAGED		0	0
NO BURSA; SKULL DESTROYED		0	0
NO BURSA; SKULL DESTROYED BY SHO		0	0
NO BURSA; SKULL OSS.		0	0
NO BURSA; SKULL PNEUM APPEARS CO		0	0
NO BURSA; SKULL SHOT		0	0
NO BURSA; SKULL100% OSS,		0	0
NO BURSA; SKULL50% OSS.		0	0
NO BURSA; SKULLM 100% OSS.		0	0
NO BURSA; STREAKED BROWN PLUMAGE		0	0
NO BURSA; SY (BY PLUMAGE- FEW IR		0	0
NO BURSA;S KULL 100% OSS.		0	0
NO BURSAA		0	0
NO BURSAS		0	0
NO BURSS		0	0
NO BURSSA		0	0
No chicks (1 egg crushed and mol		0	0
No chicks (1 egg crushed and moldy- unable to be p		0	0
No chicks, 2 eggs (1 broken)		0	0
No Contents (when Collected)		0	0
no data		0	0
No data on card		0	0
No data reconded		0	0
No data recorded		0	0
No data.		0	0
no data. 5 eggs taken June 10, 4		0	0
no data. 5 eggs taken June 10, 4 taken on June 17		0	0
no details		0	0
No details kept		0	0
No develoment - shell very soft,		0	0
no developmen to advanced		0	0
no development		0	0
No development and medium embryo		0	0
no development apparent		0	0
No development- egg unusually la		0	0
No development- egg unusually large		0	0
no development evident		0	0
no development to advanced		0	0
no development to moderate		0	0
no development to slight		0	0
No Development Was Observed		0	0
no development, fluid		0	0
No development.		0	0
no development. ?		0	0
no development/addled to advance		0	0
no development/advanced		0	0
No development: contents mostly 		0	0
No development: contents mostly solid		0	0
No development; contents solidif		0	0
No development; contents solidified		0	0
no development; lumpy		0	0
No development; rotten and black		0	0
No development-abandoned		0	0
No development--abandoned		0	0
no development--broken		0	0
No development-soft-broke upon d		0	0
No development-yolk in smaller e		0	0
No development-yolk partially so		0	0
no doubt slight		0	0
No eggs		0	0
No eggs as yet		0	0
No eggs collected.		0	0
No eggs in nest		0	0
No eggs- Parent seen building on		0	0
No eggs- Parent seen building on the 19th		0	0
no embryo		0	0
No embryo formed		0	0
No embryo, yolk broken		0	0
No embryos development; contents		0	0
No embryos or sign of fertilizat		0	0
no evidence of embryo		0	0
no evidence of incubation		0	0
NO FAT		0	0
No further information available		0	0
NO HBURSA		0	0
No inc. Nest contained 1 young.		0	0
No inc. Nest contained 2 young, 		0	0
No inc. Nest contained 2 young, 5.5-6 wks old.		0	0
No inc. Nest contained 2 young.		0	0
No inc. Nest contained 3 young.		0	0
No Incubation		0	0
No incubation in either egg. Nes		0	0
No incubation in either egg. Nest contained 1 youn		0	0
No incubation in either. Nest co		0	0
No incubation in either. Nest contained 1 young		0	0
No incubation- see data card		0	0
