"verbatimLifeStage","standardLifeStage","uri","checked","opinionBy","opinionDate"
"3 slight, 2 fresh (damaged)",,,0,"John Wieczorek","2017-08-25"
"3 slight; 1 addled",,,0,"John Wieczorek","2017-08-25"
"3 slight; 1 infertile",,,0,"John Wieczorek","2017-08-25"
"3 slight; 2 fresh",,,0,"John Wieczorek","2017-08-25"
"3 slightly 2 eggs fresh",,,0,"John Wieczorek","2018-10-10"
"3 slightly incubated, 2 incubate",,,0,"John Wieczorek","2017-08-25"
"3 small 1 large embryo",,,0,"John Wieczorek","2017-08-25"
"3 small eggs and 1 average size",,,0,"John Wieczorek","2017-08-25"
"3 small emb., 1 showing blood",,,0,"John Wieczorek","2017-08-25"
"3 small embryo, 1 addled",,,0,"John Wieczorek","2017-08-25"
"3 Small Embryos",,,0,"John Wieczorek","2017-08-25"
"3 small embryos ; abandoned",,,0,"John Wieczorek","2017-08-25"
"3 small embryos, 1 addled",,,0,"John Wieczorek","2017-08-25"
"3 small embryos, 1 large embryo",,,0,"John Wieczorek","2017-08-25"
"3 small embryos, 1 showing blood",,,0,"John Wieczorek","2017-08-25"
"3 small embryos, 1 trace, 1 fres",,,0,"John Wieczorek","2017-08-25"
"3 Small Embryos, 3 Large Embryos",,,0,"John Wieczorek","2017-08-25"
"3 small embryos; 1 addled (dente",,,0,"John Wieczorek","2017-08-25"
"3 small embryos; 1 infertile",,,0,"John Wieczorek","2017-08-25"
"3 small young orioles, cowbird a",,,0,"John Wieczorek","2017-08-25"
"3 soft embryos, 1 infertile",,,0,"John Wieczorek","2017-08-25"
"3 soft embryos; 3 infertile",,,0,"John Wieczorek","2017-08-25"
"3 started, 2 fresh, 1 at about 1",,,0,"John Wieczorek","2017-08-25"
"3 started, 2 fresh, 1 at about 1/5.",,,0,"John Wieczorek","2017-08-25"
"3 started; 1 fresh.",,,0,"John Wieczorek","2017-08-25"
"3 Started; 2 Fresh",,,0,"John Wieczorek","2017-08-25"
"3- strictly fresh, 1-faint trace",,,0,"John Wieczorek","2017-08-25"
"3 tadpoles",,,0,"John Wieczorek","2017-08-25"
"3 to 4 days",,,0,"John Wieczorek","2017-08-25"
"3 To 5 Days",,,0,"John Wieczorek","2017-08-25"
"3 to 5 days advanced",,,0,"John Wieczorek","2018-10-10"
"3 to 6 days",,,0,"John Wieczorek","2017-08-25"
"3 to 6 days advanced",,,0,"John Wieczorek","2017-08-25"
"3 trace of blood, 1 very small e",,,0,"John Wieczorek","2017-08-25"
"3 trace, 2 begun, 1 slight",,,0,"John Wieczorek","2017-08-25"
"3 trace; 1 blue fresh",,,0,"John Wieczorek","2017-08-25"
"3 two-thirds; 1 one-half; 1 addl",,,0,"John Wieczorek","2017-08-25"
"3 two-thirds; 1 one-half; 1 addled",,,0,"John Wieczorek","2017-08-25"
"3 undead 1 infertile",,,0,"John Wieczorek","2017-08-25"
"3 v. small embryos, 1 infertile",,,0,"John Wieczorek","2017-08-25"
"3 very near fresh, one four or f",,,0,"John Wieczorek","2017-08-25"
"3 very near fresh, one four or five days",,,0,"John Wieczorek","2017-08-25"
"3 we",,,0,"John Wieczorek","2017-08-25"
"3 weeks",,,0,"John Wieczorek","2017-08-25"
"3 weeks old",,,0,"John Wieczorek","2017-08-25"
"3 weeks, 2 days",,,0,"John Wieczorek","2017-08-25"
"3 well advanced, 1 runt addled",,,0,"John Wieczorek","2017-08-25"
"3 well begun, other infertile",,,0,"John Wieczorek","2017-08-25"
"3 well begun; 3 well addled",,,0,"John Wieczorek","2017-08-25"
"3 were fresh, 4 were incubated 5",,,0,"John Wieczorek","2017-08-25"
"3 were fresh, 4 were incubated 5 days",,,0,"John Wieczorek","2017-08-25"
"3 with blood, 1 small embryo",,,0,"John Wieczorek","2017-08-25"
"3 with embryos, 2 fresh",,,0,"John Wieczorek","2017-08-25"
"3 wk old",,,0,"John Wieczorek","2017-08-25"
"3 year old","3 year old",,1,"John Wieczorek","2017-08-25"
"3 years",,,0,"John Wieczorek","2017-08-25"
"3 years old",,,0,"John Wieczorek","2017-08-25"
"3 yo",,,0,"John Wieczorek","2017-08-25"
"3 young",,,0,"John Wieczorek","2018-10-10"
"3 young + 1 egg",,,0,"John Wieczorek","2017-08-25"
"3 young + 1 egg (1 young missing",,,0,"John Wieczorek","2017-08-25"
"3 young + 1 egg (1 young missing)",,,0,"John Wieczorek","2017-08-25"
"3 young + 1 egg 2.5 weeks old",,,0,"John Wieczorek","2017-08-25"
"3 young + 1 egg 4.5 - 5 weeks",,,0,"John Wieczorek","2017-08-25"
"3 young + 1 egg containing forme",,,0,"John Wieczorek","2017-08-25"
"3 young + 1 egg containing formed embryo",,,0,"John Wieczorek","2017-08-25"
"3 young 1 egg almost ready to ha",,,0,"John Wieczorek","2017-08-25"
"3 young 1 egg almost ready to hatch",,,0,"John Wieczorek","2017-08-25"
"3 young 3 weeks old + 2 eggs (1 ",,,0,"John Wieczorek","2017-08-25"
"3 young 3 weeks old + 2 eggs (1 broken)",,,0,"John Wieczorek","2017-08-25"
"3 young 4.5 weeks + 1 egg",,,0,"John Wieczorek","2017-08-25"
"3 young birds half grown, one eg",,,0,"John Wieczorek","2017-08-25"
"3 young birds half grown, one egg incubation about",,,0,"John Wieczorek","2017-08-25"
"3 young birds, 1 addled egg",,,0,"John Wieczorek","2017-08-25"
"3 young collected",,,0,"John Wieczorek","2017-08-25"
"3 Young Fledged",,,0,"John Wieczorek","2017-08-25"
"3 young in nest",,,0,"John Wieczorek","2017-08-25"
"3 young, 2 infertile",,,0,"John Wieczorek","2017-08-25"
"3 young, 2 infertile eggs",,,0,"John Wieczorek","2017-08-25"
"3 young, 2-2.5 weeks old.",,,0,"John Wieczorek","2017-08-25"
"3 Young, half grown
1 Eggs fres",,,0,"John Wieczorek","2018-10-10"
"3 yr",,,0,"John Wieczorek","2017-08-25"
"3 yr old or older",,,1,"David Bloom","2018-06-13"
"3 yr.",,,0,"John Wieczorek","2017-08-25"
"3 yr. ?",,,0,"John Wieczorek","2017-08-25"
"3 yrs",,,0,"John Wieczorek","2017-08-25"
"3 yrs  8 mos",,,0,"John Wieczorek","2017-08-25"
"3 Yrs Old",,,1,"David Bloom","2019-08-29"
"3 yrs, 11 months old",,,0,"John Wieczorek","2017-08-25"
"3, fresh; 1, slight trace of blo",,,0,"John Wieczorek","2017-08-25"
"3, inc - 1 fresh",,,0,"John Wieczorek","2017-08-25"
"3.3 years",,,0,"John Wieczorek","2017-08-25"
"3.5",,,1,"David Bloom","2018-06-13"
"3.5 - 4.5y",,,1,"David Bloom","2019-09-03"
"3.5 years",,,0,"John Wieczorek","2017-08-25"
"3.5 years(est.)",,,0,"John Wieczorek","2017-08-25"
"3.5 yrs",,,0,"John Wieczorek","2017-08-25"
"3.5-4.5 yrs",,,1,"David Bloom","2018-06-13"
"3.7 years",,,0,"John Wieczorek","2017-08-25"
"3.7 yrs",,,1,"David Bloom","2018-06-13"
"3/10",,,0,"John Wieczorek","2017-08-25"
"3/3",,,0,"John Wieczorek","2017-08-25"
"3/4",,,0,"John Wieczorek","2017-08-25"
"3/4 & addled",,,0,"John Wieczorek","2017-08-25"
"3/4 + addled",,,0,"John Wieczorek","2017-08-25"
"3/4 adv.",,,0,"John Wieczorek","2017-08-25"
"3/4 advanced",,,0,"John Wieczorek","2017-08-25"
"3/4 begun",,,0,"John Wieczorek","2017-08-25"
"3/4 complete",,,0,"John Wieczorek","2017-08-25"
"3/4 Completed",,,0,"John Wieczorek","2017-08-25"
"3/4 days",,,0,"John Wieczorek","2017-08-25"
"3/4 feathered",,,0,"John Wieczorek","2017-08-25"
"3/4 gone",,,0,"John Wieczorek","2017-08-25"
"3/4 Inc",,,0,"John Wieczorek","2017-08-25"
"3/4 incubation",,,0,"John Wieczorek","2017-08-25"
"3/4 or more",,,0,"John Wieczorek","2017-08-25"
"3/4 Over",,,0,"John Wieczorek","2017-08-25"
"3/4 set",,,0,"John Wieczorek","2017-08-25"
"3/4 set (1 rotten)",,,0,"John Wieczorek","2017-08-25"
"3/4, one egg was broken in blowi",,,0,"John Wieczorek","2017-08-25"
"3/4. all fertile",,,0,"John Wieczorek","2017-08-25"
"3/4+",,,0,"John Wieczorek","2017-08-25"
"3/4+, Add-out of nest, probably ",,,0,"John Wieczorek","2017-08-25"
"3/4+, Add-out of nest, probably kicked out, almost",,,0,"John Wieczorek","2017-08-25"
"3/4's",,,0,"John Wieczorek","2017-08-25"
"3/4s nest deserted",,,0,"John Wieczorek","2017-08-25"
"3/4ths",,,0,"John Wieczorek","2017-08-25"
"3/4ths.",,,0,"John Wieczorek","2017-08-25"
"3/5",,,0,"John Wieczorek","2017-08-25"
"3/5 Advanced",,,0,"John Wieczorek","2017-08-25"
"3/6/91",,,0,"John Wieczorek","2017-08-25"
"3/8 "" embryos.",,,0,"John Wieczorek","2017-08-25"
"3/8"" embryos",,,0,"John Wieczorek","2017-08-25"
"3+ mm embryo",,,0,"John Wieczorek","2017-08-25"
"3+ years",,,0,"John Wieczorek","2017-08-25"
"3+ years(est.)",,,0,"John Wieczorek","2017-08-25"
"3+ yr",,,0,"John Wieczorek","2017-08-25"
"3+ yr.",,,0,"John Wieczorek","2017-08-25"
"3+/-1 years",,,0,"John Wieczorek","2017-08-25"
"3+5 Days",,,0,"John Wieczorek","2017-08-25"
"30",,,0,"John Wieczorek","2017-08-25"
"30 %",,,0,"John Wieczorek","2017-08-25"
"30 days",,,0,"John Wieczorek","2017-08-25"
"30 days of incubation",,,0,"John Wieczorek","2017-08-25"
"30 months",,,0,"John Wieczorek","2017-08-25"
"30 mos",,,1,"David Bloom","2018-06-13"
"30 years",,,0,"John Wieczorek","2017-08-25"
"30%",,,0,"John Wieczorek","2017-08-25"
"30% incubated",,,0,"John Wieczorek","2017-08-25"
"3060 fresh",,,0,"John Wieczorek","2017-08-25"
"3063 advanced-feathered",,,0,"John Wieczorek","2017-08-25"
"3066 slight",,,0,"John Wieczorek","2017-08-25"
"3078 slight",,,0,"John Wieczorek","2017-08-25"
"3081 slight",,,0,"John Wieczorek","2017-08-25"
"3086 slight",,,0,"John Wieczorek","2017-08-25"
"3089 advanced-feathered",,,0,"John Wieczorek","2017-08-25"
"30day min.",,,0,"John Wieczorek","2017-08-25"
"30y 6m 19d",,,0,"John Wieczorek","2017-08-25"
"30Y, 8M, 19D",,,1,"David Bloom","2019-08-29"
"31 ADULT; 2 JUVENILE",,,0,"John Wieczorek","2017-08-25"
"31 days",,,0,"John Wieczorek","2017-08-25"
"31 days old.",,,0,"John Wieczorek","2017-08-25"
"31 mo",,,1,"David Bloom","2018-06-13"
"31.2","31.2",,1,"John Wieczorek","2017-08-25"
"3-1/3, 2- 1/4",,,0,"John Wieczorek","2017-08-25"
"3-1/3, 2 infertile",,,0,"John Wieczorek","2017-08-25"
"31+ years",,,0,"John Wieczorek","2017-08-25"
"3-12 days",,,0,"John Wieczorek","2017-08-25"
"31-32 mo.",,,0,"John Wieczorek","2017-08-25"
"3137 moderate",,,0,"John Wieczorek","2017-08-25"
"3146 fresh",,,0,"John Wieczorek","2017-08-25"
"32 days",,,0,"John Wieczorek","2017-08-25"
"32.5 mos",,,1,"David Bloom","2018-06-13"
"3206 advanced-feathered",,,0,"John Wieczorek","2017-08-25"
"322 days",,,0,"John Wieczorek","2017-08-25"
"3227-28 fresh",,,0,"John Wieczorek","2017-08-25"
"3234 moderate",,,0,"John Wieczorek","2017-08-25"
"3237 advanced",,,0,"John Wieczorek","2017-08-25"
"3240 moderate",,,0,"John Wieczorek","2017-08-25"
"3243 advanced-feathered",,,0,"John Wieczorek","2017-08-25"
"33 ADULT; 15 JUVENILE",,,0,"John Wieczorek","2017-08-25"
"33 days",,,0,"John Wieczorek","2017-08-25"
"33 mos",,,1,"David Bloom","2018-06-13"
"33 sub-adults",,,0,"John Wieczorek","2017-08-25"
"33 tadpoles",,,0,"John Wieczorek","2017-08-25"
"33 years","adult",,1,"John Wieczorek","2018-03-15"
"33%",,,0,"John Wieczorek","2017-08-25"
"33+ years",,,0,"John Wieczorek","2017-08-25"
"3316 fresh. Others unknown.",,,0,"John Wieczorek","2017-08-25"
"3329 no development; 3330 very s",,,0,"John Wieczorek","2017-08-25"
"3329 no development; 3330 very slight",,,0,"John Wieczorek","2017-08-25"
"33y (est)",,,0,"John Wieczorek","2017-08-25"
"3-4 advanced",,,0,"John Wieczorek","2017-08-25"
"34 days",,,0,"John Wieczorek","2017-08-25"
"3-4 days",,,0,"John Wieczorek","2017-08-25"
"3-4 days advanced",,,0,"John Wieczorek","2018-10-10"
"3-4 days before hatching",,,0,"John Wieczorek","2017-08-25"
"3-4 days incubated",,,0,"John Wieczorek","2017-08-25"
"3-4 days post hatched",,,0,"John Wieczorek","2017-08-25"
"3-4 days.",,,0,"John Wieczorek","2017-08-25"
"3-4 months",,,0,"John Wieczorek","2017-08-25"
"3-4 weeks",,,0,"John Wieczorek","2017-08-25"
"34 years",,,0,"John Wieczorek","2017-08-25"
"3-4 years",,,0,"John Wieczorek","2017-08-25"
"3-4 yr",,,0,"John Wieczorek","2017-08-25"
"3-4 yrs",,,1,"David Bloom","2018-06-13"
"3438 fresh",,,0,"John Wieczorek","2017-08-25"
"3-4-4",,,0,"John Wieczorek","2017-08-25"
"3441 slight",,,0,"John Wieczorek","2017-08-25"
"3444 slight",,,0,"John Wieczorek","2017-08-25"
"3447 slight",,,0,"John Wieczorek","2017-08-25"
"3450 moderate",,,0,"John Wieczorek","2017-08-25"
"3453 fresh",,,0,"John Wieczorek","2017-08-25"
"349 days",,,0,"John Wieczorek","2017-08-25"
"3-4K",,,0,"John Wieczorek","2017-08-25"
"34y Estimated",,,1,"David Bloom","2019-09-03"
"3-5 dats",,,0,"John Wieczorek","2017-08-25"
"3-5 days",,,0,"John Wieczorek","2017-08-25"
"3-5 days advanced",,,0,"John Wieczorek","2017-08-25"
"3-5 days advanced.",,,0,"John Wieczorek","2017-08-25"
"3-5 days incubated",,,0,"John Wieczorek","2017-08-25"
"3-5 days old","3-5 days old",,1,"John Wieczorek","2017-08-25"
"3-5 years(est.)",,,0,"John Wieczorek","2017-08-25"
"35%",,,0,"John Wieczorek","2017-08-25"
"3530 slight; 3531 moderate",,,0,"John Wieczorek","2017-08-25"
"3534 advanced; 3535 adv.-feather",,,0,"John Wieczorek","2017-08-25"
"3534 advanced; 3535 adv.-feathered",,,0,"John Wieczorek","2017-08-25"
"3556 adv.-feathered.",,,0,"John Wieczorek","2017-08-25"
"3559 advanced-feathered",,,0,"John Wieczorek","2017-08-25"
"3562 advanced-feathered",,,0,"John Wieczorek","2017-08-25"
"3570 advanced; 3571 adv.-feather",,,0,"John Wieczorek","2017-08-25"
"3570 advanced; 3571 adv.-feathered. Broken in cart",,,0,"John Wieczorek","2017-08-25"
"3581-83 advanced",,,0,"John Wieczorek","2017-08-25"
"35day min.",,,0,"John Wieczorek","2017-08-25"
"3-6 (yrs?)",,,0,"John Wieczorek","2017-08-25"
"36 ADULT; 122 JUVENIL",,,0,"John Wieczorek","2017-08-25"
"36 days",,,0,"John Wieczorek","2017-08-25"
"3-6 days",,,0,"John Wieczorek","2017-08-25"
"3-6 days (see card",,,0,"John Wieczorek","2017-08-25"
"36 hrs.",,,0,"John Wieczorek","2017-08-25"
"36 mo",,,1,"David Bloom","2018-06-13"
"36 years",,,0,"John Wieczorek","2017-08-25"
"3622 moderate",,,0,"John Wieczorek","2017-08-25"
"3667 advanced-feathered",,,0,"John Wieczorek","2017-08-25"
"36y 15d",,,0,"John Wieczorek","2017-08-25"
"37",,,0,"John Wieczorek","2017-08-25"
"37 (+/-1) days",,,0,"John Wieczorek","2017-08-25"
"37 advanced dead; 38 infertile",,,0,"John Wieczorek","2017-08-25"
"3-7 days",,,0,"John Wieczorek","2017-08-25"
"3-7 days advanced",,,0,"John Wieczorek","2017-08-25"
"373 days",,,0,"John Wieczorek","2017-08-25"
"375 days",,,0,"John Wieczorek","2017-08-25"
"3792 slight",,,0,"John Wieczorek","2017-08-25"
"3795 slight",,,0,"John Wieczorek","2017-08-25"
"38 ADULT; 10 JUVENILE",,,0,"John Wieczorek","2017-08-25"
"38 ADULT; 16 JUVENILE",,,0,"John Wieczorek","2017-08-25"
"38 days",,,0,"John Wieczorek","2017-08-25"
"38.",,,0,"John Wieczorek","2017-08-25"
"380 days",,,0,"John Wieczorek","2017-08-25"
"382 days",,,0,"John Wieczorek","2017-08-25"
"3873 depredated",,,0,"John Wieczorek","2017-08-25"
"3875, 3877 fresh",,,0,"John Wieczorek","2017-08-25"
"3891 moderate; 3893 slight",,,0,"John Wieczorek","2017-08-25"
"39",,,0,"John Wieczorek","2017-08-25"
"39 (+/-1) days",,,0,"John Wieczorek","2017-08-25"
"39 adults",,,0,"John Wieczorek","2017-08-25"
"39 g",,,0,"John Wieczorek","2017-08-25"
"39.0 g",,,0,"John Wieczorek","2017-08-25"
"3-9/10; 1-1/4",,,0,"John Wieczorek","2017-08-25"
"3918, 3920 fresh; 3919 very slig",,,0,"John Wieczorek","2017-08-25"
"3918, 3920 fresh; 3919 very slight",,,0,"John Wieczorek","2017-08-25"
"3-about 1/3, 1 almost complete",,,0,"John Wieczorek","2017-08-25"
"3-B-1-0",,,0,"John Wieczorek","2017-08-25"
"3-embryos large and soft, 1-embr",,,0,"John Wieczorek","2017-08-25"
"3-embryos large and soft, 2-embr",,,0,"John Wieczorek","2017-08-25"
"3-embryos large and soft, 3-embr",,,0,"John Wieczorek","2017-08-25"
"3-faint trace of blood, 1-pronou",,,0,"John Wieczorek","2017-08-25"
"3-faint trace of blood, 2-strict",,,0,"John Wieczorek","2017-08-25"
"3fresh-1showing blood streak",,,0,"John Wieczorek","2017-08-25"
"3K",,,0,"John Wieczorek","2017-08-25"
"3K+",,,0,"John Wieczorek","2017-08-25"
"3M,8D",,,1,"David Bloom","2019-09-03"
"3P",,,0,"John Wieczorek","2017-08-25"
"3-pronounced trace of blood, 1-s",,,0,"John Wieczorek","2017-08-25"
"3rd addled egg from 2006 nest.",,,0,"John Wieczorek","2017-08-25"
"3rd winter","3rd winter",,1,"John Wieczorek","2017-08-25"
"3rd y",,,0,"John Wieczorek","2017-08-25"
"3rd year",,,0,"John Wieczorek","2017-08-25"
"3rd yr.",,,0,"John Wieczorek","2017-08-25"
"3-strictly fresh, 1-faint trace ",,,0,"John Wieczorek","2017-08-25"
"3-strictly fresh, 1-pronounced t",,,0,"John Wieczorek","2017-08-25"
"3-strictly fresh, 2-faint trace ",,,0,"John Wieczorek","2017-08-25"
"3-trace",,,0,"John Wieczorek","2017-08-25"
"3Y",,,0,"John Wieczorek","2017-08-25"
"3Y (estimated)",,,1,"David Bloom","2019-09-03"
"3Y 7MO 25D",,,0,"John Wieczorek","2017-08-25"
"3Y, 0M, 16D",,,1,"David Bloom","2019-08-29"
"3Y, 11M, 13D",,,1,"David Bloom","2019-08-29"
"3Y, 4M, 18D",,,1,"David Bloom","2019-08-29"
"3Y, 6M, 7D",,,1,"David Bloom","2019-09-03"
"3Y, 8M, 10D",,,1,"David Bloom","2019-09-03"
"3Y,4M,4D",,,1,"David Bloom","2019-09-03"
"3Y,9M,25D",,,1,"David Bloom","2019-09-03"
"3Y/4Y; NO BURSA",,,0,"John Wieczorek","2017-08-25"
"3Y; NO BURSA",,,0,"John Wieczorek","2017-08-25"
"3yrs",,,1,"David Bloom","2018-06-13"
"4",,,0,"John Wieczorek","2017-08-25"
"4 - Fresh. 5 Just started",,,0,"John Wieczorek","2017-08-25"
"4 & 5 days",,,0,"John Wieczorek","2017-08-25"
"4 about 1/3. 3 fresh",,,0,"John Wieczorek","2017-08-25"
"4 about 1/3. 4 about 1/4",,,0,"John Wieczorek","2017-08-25"
"4 About Hatched, 2 Addled",,,0,"John Wieczorek","2017-08-25"
"4 addled, 2 slight",,,0,"John Wieczorek","2017-08-25"
"4 ADULT; 12 JUVENILE",,,0,"John Wieczorek","2017-08-25"
"4 ADULT; 5 JUVENILE",,,0,"John Wieczorek","2017-08-25"
"4 ADULT; 8 JUVENILE",,,0,"John Wieczorek","2017-08-25"
"4 adults",,,0,"John Wieczorek","2017-08-25"
"4 ADULTS AND 3 LARVAE",,,0,"John Wieczorek","2017-08-25"
"4 adults, 19 juveniles",,,0,"John Wieczorek","2017-08-25"
"4 adults, eggs",,,0,"John Wieczorek","2017-08-25"
"4 advanced, runt infertile",,,0,"John Wieczorek","2017-08-25"
"4 birds fledged on 20 June-nest ",,,0,"John Wieczorek","2017-08-25"
"4 birds fledged on 20 June-nest only.",,,0,"John Wieczorek","2017-08-25"
"4 broken",,,0,"John Wieczorek","2017-08-25"
"4 broken, 1 hatched",,,0,"John Wieczorek","2017-08-25"
"4 chicks",,,0,"John Wieczorek","2018-10-10"
"4 chicks fledged",,,0,"John Wieczorek","2017-08-25"
"4 commenced",,,0,"John Wieczorek","2017-08-25"
"4 day old young",,,0,"John Wieczorek","2017-08-25"
"4 days","4 days",,1,"John Wieczorek","2017-08-25"
"4 days (?)",,,0,"John Wieczorek","2017-08-25"
"4 days (blood, soft embryos)",,,0,"John Wieczorek","2017-08-25"
"4 days (nest had 2 eggs on the 2",,,0,"John Wieczorek","2017-08-25"
"4 days (nest had 2 eggs on the 24th)",,,0,"John Wieczorek","2017-08-25"
"4 days (soft embyos)",,,0,"John Wieczorek","2017-08-25"
"4 days- 2 eggs on 13 May",,,0,"John Wieczorek","2017-08-25"
"4 days advanced",,,0,"John Wieczorek","2017-08-25"
"4 days begun",,,0,"John Wieczorek","2017-08-25"
"4 days down",,,0,"John Wieczorek","2017-08-25"
"4 days down to fresh",,,0,"John Wieczorek","2017-08-25"
"4 days- evenly progressing",,,0,"John Wieczorek","2017-08-25"
"4 days incubated",,,0,"John Wieczorek","2017-08-25"
"4 days old",,,0,"John Wieczorek","2017-08-25"
"4 days sat",,,0,"John Wieczorek","2017-08-25"
"4 days, 1 infertile",,,0,"John Wieczorek","2017-08-25"
"4 days; 1 addled.",,,0,"John Wieczorek","2017-08-25"
"4 days; Downy chick",,,0,"John Wieczorek","2017-08-25"
"4 days-equal",,,0,"John Wieczorek","2017-08-25"
"4 dev. With membranes, 4 broken,",,,0,"John Wieczorek","2017-08-25"
"4 dev. With membranes, 4 broken, 1 with dead chick",,,0,"John Wieczorek","2017-08-25"
"4 developed",,,0,"John Wieczorek","2017-08-25"
"4 Dried, 1 infertile",,,0,"John Wieczorek","2017-08-25"
"4 eggs , 1/2 brooded",,,0,"John Wieczorek","2017-08-25"
"4 eggs 24 days then buried for 2",,,0,"John Wieczorek","2017-08-25"
"4 eggs 24 days then buried for 29, 1 egg no discer",,,0,"John Wieczorek","2017-08-25"
"4 eggs 3/4, 1 fresh + 1 addled",,,0,"John Wieczorek","2017-08-25"
"4 eggs failed",,,0,"John Wieczorek","2017-08-25"
"4 eggs fresh, 1 egg slight",,,0,"John Wieczorek","2017-08-25"
"4 eggs fresh, 3 eggs addled",,,0,"John Wieczorek","2017-08-25"
"4 eggs fresh, 4 just begun",,,0,"John Wieczorek","2017-08-25"
"4 eggs hatched May 17th & 18th",,,0,"John Wieczorek","2017-08-25"
"4 eggs in nest on the 9th",,,0,"John Wieczorek","2017-08-25"
"4 eggs just begun, 5 eggs about ",,,0,"John Wieczorek","2017-08-25"
"4 eggs just begun, 5 eggs about 1/2",,,0,"John Wieczorek","2017-08-25"
"4 eggs much incubated, 2 apparen",,,0,"John Wieczorek","2017-08-25"
"4 eggs much incubated, 2 apparently addled.",,,0,"John Wieczorek","2017-08-25"
"4 eggs pipped",,,0,"John Wieczorek","2017-08-25"
"4 eggs slight; 2 eggs 1/2",,,0,"John Wieczorek","2017-08-25"
"4 eggs well advanced, 2 eggs abo",,,0,"John Wieczorek","2017-08-25"
"4 eggs well advanced, 2 eggs about 10 days",,,0,"John Wieczorek","2017-08-25"
"4 eggs well advanced; 1 fresh",,,0,"John Wieczorek","2017-08-25"
"4 embryos",,,0,"David Bloom","2017-12-29"
"4 embryos (3 = 28mm, 1 partially",,,0,"David Bloom","2017-12-29"
"4 Eyases Produced",,,0,"John Wieczorek","2017-08-25"
"4 faint trace of blood; 1 pronou",,,0,"John Wieczorek","2017-08-25"
"4 fledged",,,0,"John Wieczorek","2018-10-10"
"4 fresh",,,0,"John Wieczorek","2017-08-25"
"4 fresh 1 broken",,,0,"John Wieczorek","2017-08-25"
"4 fresh 1 inf.",,,0,"John Wieczorek","2017-08-25"
"4 fresh 1 one day addled",,,0,"John Wieczorek","2017-08-25"
