"verbatimReproductiveCondition","standardReproductiveCondition","uri","checked","opinionBy","opinionDate"
"Juvenile, TA=3x2","juvenile",,1,"John Wieczorek","2017-08-25"
"Juvenile, TA=4x3","juvenile",,1,"John Wieczorek","2017-08-25"
"juvenile, testes 1 x 2","juvenile",,1,"John Wieczorek","2017-08-25"
"juvenile, testes abdominal","juvenile",,1,"John Wieczorek","2017-08-25"
"juvenile, testes abdominal = 3x1","juvenile",,1,"John Wieczorek","2017-08-25"
"juvenile, testes abdominal 2x1.5","juvenile",,1,"John Wieczorek","2017-08-25"
"juvenile, Testes abdominal; T = 4 x 1.5","juvenile",,1,"John Wieczorek","2017-08-25"
"Juvenile, Tissue- scale clip",,,0,"John Wieczorek","2017-08-25"
"Juvenile, Tissue-liver sample",,,0,"John Wieczorek","2017-08-25"
"Juvenile, Tissue-scale clip",,,0,"John Wieczorek","2017-08-25"
"juvenile, young of UCM6175, not yet capable of flight","juvenile",,1,"John Wieczorek","2017-08-25"
"Juvenile/neonate",,,0,"John Wieczorek","2017-08-25"
"juvenile; non reproductive","juvenile",,1,"John Wieczorek","2017-08-25"
"juvenile; not breeding","juvenile",,1,"John Wieczorek","2017-08-25"
"L",,,0,"John Wieczorek","2017-08-25"
"L  testis = 8 x 4 mm",,,0,"John Wieczorek","2017-08-25"
"L ov 220 mm, R ov 420 mm;",,,0,"John Wieczorek","2017-08-25"
"L- side of uterus enlarged and thickened",,,0,"John Wieczorek","2017-08-25"
"L teste 30x12mm, R teste 29x12mm",,,0,"John Wieczorek","2017-08-25"
"L teste 30x17mm",,,0,"John Wieczorek","2017-08-25"
"L testes = 12 x 5 mm",,,0,"John Wieczorek","2017-08-25"
"L testis = 2 x 1 mm",,,0,"John Wieczorek","2017-08-25"
"L testis = 4 X 1 (L X W)",,,0,"John Wieczorek","2017-08-25"
"L testis = 5 x 7 mm",,,0,"John Wieczorek","2017-08-25"
"L testis = 6 x 4 mm",,,0,"John Wieczorek","2017-08-25"
"L testis = 6 x 5 mm",,,0,"John Wieczorek","2017-08-25"
"L testis = 7 x 9 mm",,,0,"John Wieczorek","2017-08-25"
"L testis = 8 x 4 mm",,,0,"John Wieczorek","2017-08-25"
"L testis= 18x10 mm, epid+",,,0,"John Wieczorek","2017-08-25"
"L testis= 2x4.5 mm",,,0,"John Wieczorek","2017-08-25"
"L testis= 3x6mm, dark",,,0,"John Wieczorek","2017-08-25"
"L testis= 6x15 mm; R testis= 6x8 mm",,,0,"John Wieczorek","2017-08-25"
"L testis= 7x19 mm; R testis= 8x14 mm",,,0,"John Wieczorek","2017-08-25"
"L testis= damaged; R testis= 4x10 mm (black)",,,0,"John Wieczorek","2017-08-25"
"L&R-4x2mm",,,0,"John Wieczorek","2017-08-25"
"l. testes= 3x8mm",,,0,"John Wieczorek","2017-08-25"
"L.T. 4.0mm",,,0,"John Wieczorek","2017-08-25"
"L: 1 scar; 2 embryos, 4x4mm",,,0,"John Wieczorek","2017-08-25"
"L: 2 embryos, 4x5mm, R: 3 embryos, 4x5mm",,,0,"John Wieczorek","2017-08-25"
"L: 3x2 mm   R: 3x2 mm",,,0,"John Wieczorek","2017-08-25"
"L: 3x5mm, R: 1.5x2mm",,,0,"John Wieczorek","2017-08-25"
"L: 9.5x6mm, scrotal",,,0,"John Wieczorek","2017-08-25"
"L: 9x5mm, R: 8x5mm",,,0,"John Wieczorek","2017-08-25"
"L; NE",,,0,"John Wieczorek","2017-08-25"
"L=0.4 / R=0.5 kg",,,0,"John Wieczorek","2017-08-25"
"L0 + R5; Litter size = 5",,,0,"John Wieczorek","2017-08-25"
"L-1 fetus (56-7-11-6)",,,0,"John Wieczorek","2017-08-25"
"L-1; R-1; C-30",,,0,"John Wieczorek","2017-08-25"
"L2 + R4; Litter size = 6",,,0,"John Wieczorek","2017-08-25"
"L2 + R5; Litter size = 7",,,0,"John Wieczorek","2017-08-25"
"L3 + R1; Litter size = 4",,,0,"John Wieczorek","2017-08-25"
"L3 + R2; Litter size = 5",,,0,"John Wieczorek","2017-08-25"
"L3 + R3; Litter size = 6",,,0,"John Wieczorek","2017-08-25"
"L-3 fetus, CR =17mm",,,0,"John Wieczorek","2017-08-25"
"L3+R1 embryos, 8.5mm SW",,,0,"John Wieczorek","2017-08-25"
"L4 + R1; Litter size = 5",,,0,"John Wieczorek","2017-08-25"
"L6 + R0; Litter size = 6",,,0,"John Wieczorek","2017-08-25"
"la, npg",,,0,"John Wieczorek","2017-08-25"
"LABELED MALE BY J.S.",,,0,"John Wieczorek","2017-08-25"
"LABELED MALE.",,,0,"John Wieczorek","2017-08-25"
"lac","lactating",,1,"John Wieczorek","2017-08-25"
"lac, preñ","lactating, pregnant",,1,"John Wieczorek","2017-08-25"
"lac. 6 embryo x2",,,0,"John Wieczorek","2017-08-25"
"lac./","lactating",,1,"John Wieczorek","2017-08-25"
"lac?","lactating",,1,"John Wieczorek","2017-08-25"
"lacatating","lactating",,1,"John Wieczorek","2017-08-25"
"lacating",,,0,"John Wieczorek","2017-08-25"
"Lact","lactating",,1,"John Wieczorek","2017-08-25"
"lact heavy","lactating",,1,"John Wieczorek","2017-08-25"
"Lact, 10 scars",,,0,"John Wieczorek","2017-08-25"
"Lact, 2 emb:1lf&1rt, 20mm",,,0,"John Wieczorek","2017-08-25"
"Lact, 2 scars",,,0,"John Wieczorek","2017-08-25"
"Lact, 2 scars: 1lf,1rt",,,0,"John Wieczorek","2017-08-25"
"Lact, 3 embs",,,0,"John Wieczorek","2017-08-25"
"Lact, 3 embs: 2(R)&1(L)",,,0,"John Wieczorek","2017-08-25"
"Lact, 3 pac scar (rt)",,,0,"John Wieczorek","2017-08-25"
"Lact, 3 pac scars",,,0,"John Wieczorek","2017-08-25"
"Lact, 3 plac scars",,,0,"John Wieczorek","2017-08-25"
"lact, 3 scars: 2 R, 1 L",,,0,"John Wieczorek","2017-08-25"
"Lact, 4 embs: 2(R),2(L)",,,0,"John Wieczorek","2017-08-25"
"Lact, 4 scars: 2lf,2rt",,,0,"John Wieczorek","2017-08-25"
"Lact, 4 scars: 2rt,2lf",,,0,"John Wieczorek","2017-08-25"
"Lact, 4 scars: 3rt,1lf",,,0,"John Wieczorek","2017-08-25"
"Lact, 5 embs: 2rt&3lf",,,0,"John Wieczorek","2017-08-25"
"lact, 5 embs:2lf,3rt =6mm",,,0,"John Wieczorek","2017-08-25"
"Lact, 5 embs:not well dev",,,0,"John Wieczorek","2017-08-25"
"Lact, 5 scars: 2lf,3rt",,,0,"John Wieczorek","2017-08-25"
"Lact, 5 scars: 3lf,2rt",,,0,"John Wieczorek","2017-08-25"
"Lact, 6 embs 4r/2l cr=5mm",,,0,"John Wieczorek","2017-08-25"
"lact, no embs",,,0,"John Wieczorek","2017-08-25"
"Lact, no embs, uteri enla",,,0,"John Wieczorek","2017-08-25"
"Lact, pac scars",,,0,"John Wieczorek","2017-08-25"
"Lact, preg",,,0,"John Wieczorek","2017-08-25"
"Lact, uterus flaccid",,,0,"John Wieczorek","2017-08-25"
"Lact, vag closed, parous",,,0,"John Wieczorek","2017-08-25"
"Lact, vag plug",,,0,"John Wieczorek","2017-08-25"
"Lact.",,,0,"John Wieczorek","2017-08-25"
"lact. heavy",,,0,"John Wieczorek","2017-08-25"
"lact. no emb.",,,0,"John Wieczorek","2017-08-25"
"Lact. No embs",,,0,"John Wieczorek","2017-08-25"
"lact.,",,,0,"John Wieczorek","2017-08-25"
"lact., 1E X 10mm",,,0,"John Wieczorek","2017-08-25"
"lact., 2 scars",,,0,"John Wieczorek","2017-08-25"
"lact., 3 scars",,,0,"John Wieczorek","2017-08-25"
"lact., cr 4 emb X 12 mm",,,0,"John Wieczorek","2017-08-25"
"lact., emb; cr = 6 mm",,,0,"John Wieczorek","2017-08-25"
"lact., emb; cr = 8 mm",,,0,"John Wieczorek","2017-08-25"
"lact., embryo",,,0,"John Wieczorek","2017-08-25"
"lact., no emb",,,0,"John Wieczorek","2017-08-25"
"lact., no emb.",,,0,"John Wieczorek","2017-08-25"
"lact., no embryo",,,0,"John Wieczorek","2017-08-25"
"lact., no embryos",,,0,"John Wieczorek","2017-08-25"
"Lact., no embs",,,0,"John Wieczorek","2017-08-25"
"lact., no embs.",,,0,"John Wieczorek","2017-08-25"
"Lact., no embs., parous",,,0,"John Wieczorek","2017-08-25"
"Lact., vag open, scars",,,0,"John Wieczorek","2017-08-25"
"Lact., vag. open, parous",,,0,"John Wieczorek","2017-08-25"
"lact.,4 scars:2R,2L",,,0,"John Wieczorek","2017-08-25"
"lact..",,,0,"John Wieczorek","2017-08-25"
"Lact.; 2 embs",,,0,"John Wieczorek","2017-08-25"
"Lact.; pac. scars",,,0,"John Wieczorek","2017-08-25"
"Lact.; vag. open",,,0,"John Wieczorek","2017-08-25"
"Lact.;5embs:2L&3R,CR=7mm",,,0,"John Wieczorek","2017-08-25"
"lact/3 embs/2R/1L/cr=11mm",,,0,"John Wieczorek","2017-08-25"
"lact/4 embs/cr=2mm",,,0,"John Wieczorek","2017-08-25"
"lact/4embs/2R+2L/crX10 mm",,,0,"John Wieczorek","2017-08-25"
"lact/4embs/3R+1L/cr= 6 mm",,,0,"John Wieczorek","2017-08-25"
"lact/no emb.",,,0,"John Wieczorek","2017-08-25"
"Lact; (6 Lg. nips)",,,0,"John Wieczorek","2017-08-25"
"Lact; 1 emb.; CR=14 mm",,,0,"John Wieczorek","2017-08-25"
"Lact; 1 emb:1R; CR=15 mm",,,0,"John Wieczorek","2017-08-25"
"Lact; 1 emb:1R; CR=5 mm",,,0,"John Wieczorek","2017-08-25"
"Lact; 2 embs:1(L)&1(R)6mm",,,0,"John Wieczorek","2017-08-25"
"Lact; 2 plac scars",,,0,"John Wieczorek","2017-08-25"
"Lact; 3 pac scars",,,0,"John Wieczorek","2017-08-25"
"Lact; 4 embs: 2(R) & 2(L)",,,0,"John Wieczorek","2017-08-25"
"Lact; 4 scars:1(L)&2(R)",,,0,"John Wieczorek","2017-08-25"
"Lact; 4embs:4R&4L CR=5mm",,,0,"John Wieczorek","2017-08-25"
"Lact; 5 pac scars",,,0,"John Wieczorek","2017-08-25"
"Lact; 6 pac scars (4&2)",,,0,"John Wieczorek","2017-08-25"
"lact; emb; cr = 8",,,0,"John Wieczorek","2017-08-25"
"Lact; no embs",,,0,"John Wieczorek","2017-08-25"
"Lact; pac scars",,,0,"John Wieczorek","2017-08-25"
"Lact; pac scars:2(R)&2(R)",,,0,"John Wieczorek","2017-08-25"
"Lact; pac scars:3(R)&2(L)",,,0,"John Wieczorek","2017-08-25"
"Lact;5 pac scars:3(R)&2(L",,,0,"John Wieczorek","2017-08-25"
"lactaing;",,,0,"John Wieczorek","2017-08-25"
"lactando","lactating",,1,"John Wieczorek","2017-08-25"
"lactating","lactating",,1,"John Wieczorek","2017-08-25"
"lactating (0,0)",,,0,"John Wieczorek","2017-08-25"
"lactating (no emb.)",,,0,"John Wieczorek","2017-08-25"
"lactating ?",,,0,"John Wieczorek","2017-08-25"
"lactating ?; parous",,,0,"John Wieczorek","2017-08-25"
"lactating ?; young female attached",,,0,"John Wieczorek","2017-08-25"
"lactating and gravid;",,,0,"John Wieczorek","2017-08-25"
"Lactating Embryo 2R+2L;",,,0,"John Wieczorek","2017-08-25"
"Lactating just ended, mammae withered",,,0,"John Wieczorek","2017-08-25"
"lactating no embryo;",,,0,"John Wieczorek","2017-08-25"
"lactating no embryos",,,0,"John Wieczorek","2017-08-25"
"Lactating Placental Scar 2R 2L;",,,0,"John Wieczorek","2017-08-25"
"Lactating Placental Scars 2R 3L;",,,0,"John Wieczorek","2017-08-25"
"Lactating Plactential Scars 2R 2L;",,,0,"John Wieczorek","2017-08-25"
"Lactating(?)",,,0,"John Wieczorek","2017-08-25"
"Lactating, 2 pr. mam.: I2/2",,,0,"John Wieczorek","2017-08-25"
"lactating, 2R, 3L embryos",,,0,"John Wieczorek","2017-08-25"
"lactating, 3 embs.",,,0,"John Wieczorek","2017-08-25"
"Lactating, 3 scars, R",,,0,"John Wieczorek","2017-08-25"
"lactating, 4 embryos 2R2L, x27",,,0,"John Wieczorek","2017-08-25"
"lactating, 5 embryos (2R3L), 7 mm",,,0,"John Wieczorek","2017-08-25"
"lactating, 6 embryos, 4mm",,,0,"John Wieczorek","2017-08-25"
"lactating, 8 nipples distended",,,0,"John Wieczorek","2017-08-25"
"Lactating, 8 teats",,,0,"John Wieczorek","2017-08-25"
"lactating, 8 tits",,,0,"John Wieczorek","2017-08-25"
"lactating, EPG-18 days",,,0,"John Wieczorek","2017-08-25"
"lactating, large nipples",,,0,"John Wieczorek","2017-08-25"
"Lactating, mammae large I1/1, A2/2, P1/1",,,0,"John Wieczorek","2017-08-25"
"Lactating, mammae very large",,,0,"John Wieczorek","2017-08-25"
"Lactating, mammaries large",,,0,"John Wieczorek","2017-08-25"
"Lactating, NE",,,0,"John Wieczorek","2017-08-25"
"lactating, nipples large",,,0,"John Wieczorek","2017-08-25"
"Lactating, no emb",,,0,"John Wieczorek","2017-08-25"
"lactating, no embryo;",,,0,"John Wieczorek","2017-08-25"
"lactating, no embryos",,,0,"John Wieczorek","2017-08-25"
"lactating, no embryos, uterine spots?",,,0,"John Wieczorek","2017-08-25"
"lactating, no embs",,,0,"John Wieczorek","2017-08-25"
"Lactating, no embs; scars",,,0,"John Wieczorek","2017-08-25"
"lactating, no uterine scars found",,,0,"John Wieczorek","2017-08-25"
"Lactating, no uterine scars or swelling",,,0,"John Wieczorek","2017-08-25"
"Lactating, No uterine scars.",,,0,"John Wieczorek","2017-08-25"
"lactating, one young clinging to belly",,,0,"John Wieczorek","2017-08-25"
"Lactating, P2/2+I1/1=6",,,0,"John Wieczorek","2017-08-25"
"Lactating, parous",,,0,"John Wieczorek","2017-08-25"
"lactating, placental scar 3R 3L;",,,0,"John Wieczorek","2017-08-25"
"lactating, placental scars 1R 2L;",,,0,"John Wieczorek","2017-08-25"
"lactating, placental scars 2R + 3L;",,,0,"John Wieczorek","2017-08-25"
"lactating, placental scars 2R 2L;",,,0,"John Wieczorek","2017-08-25"
"lactating, placental scars 3L 0R;",,,0,"John Wieczorek","2017-08-25"
"lactating, placental scars 3R + 2L;",,,0,"John Wieczorek","2017-08-25"
"lactating, pregnant",,,0,"John Wieczorek","2017-08-25"
"Lactating, recent uterine scars",,,0,"John Wieczorek","2017-08-25"
"Lactating, scars","lactating, scars",,1,"John Wieczorek","2017-08-25"
"lactating, scars 3L+3R=6",,,0,"John Wieczorek","2017-08-25"
"Lactating, scars present",,,0,"John Wieczorek","2017-08-25"
"Lactating, uterine scarring",,,0,"John Wieczorek","2017-08-25"
"lactating, uterine scars",,,0,"John Wieczorek","2017-08-25"
"Lactating, uterine scars 2L+3R=5",,,0,"John Wieczorek","2017-08-25"
"Lactating, uterine scars 2R+1L=3",,,0,"John Wieczorek","2017-08-25"
"Lactating, uterine scars 3L+2R=5",,,0,"John Wieczorek","2017-08-25"
"Lactating, uterine scars 5L+4R=9",,,0,"John Wieczorek","2017-08-25"
"lactating, uterine scars present",,,0,"John Wieczorek","2017-08-25"
"lactating, uterine swellings present",,,0,"John Wieczorek","2017-08-25"
"Lactating, uterus empty, scars: 4-4",,,0,"John Wieczorek","2017-08-25"
"Lactating, uterus enlarged",,,0,"John Wieczorek","2017-08-25"
"lactating, uterus enlarged, no scars obs",,,0,"John Wieczorek","2017-08-25"
"lactating, uterus slightly thickened",,,0,"John Wieczorek","2017-08-25"
"Lactating, uterus thickened",,,0,"John Wieczorek","2017-08-25"
"lactating, uterus thickened, scarring",,,0,"John Wieczorek","2017-08-25"
"lactating,m FPG-21 days",,,0,"John Wieczorek","2017-08-25"
"lactating;",,,0,"John Wieczorek","2017-08-25"
"lactating;  4 PLAC SC",,,0,"John Wieczorek","2017-08-25"
"lactating;  MAMMARY TISSUE LIGHT; vagina imperforate; plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; 1 emb; CR-98",,,0,"John Wieczorek","2017-08-25"
"lactating; 1 nursing young",,,0,"John Wieczorek","2017-08-25"
"lactating; 1 young",,,0,"John Wieczorek","2017-08-25"
"lactating; 1 youngL; young female attached TO BREAST",,,0,"John Wieczorek","2017-08-25"
"lactating; 12 WELL DEVELOPED teats",,,0,"John Wieczorek","2017-08-25"
"lactating; 2 plac scar",,,0,"John Wieczorek","2017-08-25"
"Lactating; 2 uterine scars",,,0,"John Wieczorek","2017-08-25"
"lactating; 2 young",,,0,"John Wieczorek","2017-08-25"
"lactating; 3 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; 3 plac scar; mother of ROMM 20474",,,0,"John Wieczorek","2017-08-25"
"lactating; 3 pouch young; mother of ROMM 74049, 74080, 74081",,,0,"John Wieczorek","2017-08-25"
"lactating; 4 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; 4 SWELLINGS",,,0,"John Wieczorek","2017-08-25"
"lactating; 4 young",,,0,"John Wieczorek","2017-08-25"
"lactating; 4 young; mother of ROMM 12361, 12362, 12363, 12364",,,0,"John Wieczorek","2017-08-25"
"Lactating; 4+3 embryos",,,0,"John Wieczorek","2017-08-25"
"Lactating; 4+3 embryos, 3mm SW",,,0,"John Wieczorek","2017-08-25"
"Lactating; 5 embroyos, 13mmSW; 16mmCR",,,0,"John Wieczorek","2017-08-25"
"lactating; 5 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; 5 young",,,0,"John Wieczorek","2017-08-25"
"lactating; 6 emb",,,0,"John Wieczorek","2017-08-25"
"lactating; 6 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; 6 plac scar; 2 sets",,,0,"John Wieczorek","2017-08-25"
"lactating; 6 placental scars",,,0,"John Wieczorek","2017-08-25"
"lactating; 6 SWELLINGS",,,0,"John Wieczorek","2017-08-25"
"lactating; 6 young",,,0,"John Wieczorek","2017-08-25"
"lactating; 7 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; 8 corpora lutea;",,,0,"John Wieczorek","2017-08-25"
"lactating; 8 N",,,0,"John Wieczorek","2017-08-25"
"lactating; 8 NIPPLES",,,0,"John Wieczorek","2017-08-25"
"lactating; 8 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; 8<placental scars",,,0,"John Wieczorek","2017-08-25"
"lactating; 9 plac scar",,,0,"John Wieczorek","2017-08-25"
"Lactating; Embryos 1L+1R=2, 7mmSW",,,0,"John Wieczorek","2017-08-25"
"Lactating; Embryos 1L+3R=4, 23mmSW",,,0,"John Wieczorek","2017-08-25"
"Lactating; Embryos 1L+3R=4, 3mmSW",,,0,"John Wieczorek","2017-08-25"
"Lactating; Embryos 1L+3R=4, 4mmSW",,,0,"John Wieczorek","2017-08-25"
"Lactating; embryos 1R+2L=3",,,0,"John Wieczorek","2017-08-25"
"Lactating; embryos 2L 1R CR = 21mm",,,0,"John Wieczorek","2017-08-25"
"Lactating; Embryos 2L+2R=4, 5mmSW",,,0,"John Wieczorek","2017-08-25"
"Lactating; Embryos 2L+4R=6, 5mmSW",,,0,"John Wieczorek","2017-08-25"
"Lactating; embryos 3mmSW",,,0,"John Wieczorek","2017-08-25"
"Lactating; Embryos 7mmSW; Litter size=4",,,0,"John Wieczorek","2017-08-25"
"lactating; LASq: 3",,,0,"John Wieczorek","2017-08-25"
"Lactating; Litter size≥4",,,0,"John Wieczorek","2017-08-25"
"lactating; mammary fat",,,0,"John Wieczorek","2017-08-25"
"lactating; mammary tissue present",,,0,"John Wieczorek","2017-08-25"
"lactating; mammary tissue present; vagina perforate; plac scar 3L 3R",,,0,"John Wieczorek","2017-08-25"
"lactating; mammary tissue present; vagina perforate; plac scar 4L 4R",,,0,"John Wieczorek","2017-08-25"
"lactating; mother of ROMM 69850",,,0,"John Wieczorek","2017-08-25"
"lactating; mother of ROMM 77231 AND 77235; twins",,,0,"John Wieczorek","2017-08-25"
"lactating; mother of ROMM 78250",,,0,"John Wieczorek","2017-08-25"
"lactating; mother of ROMM 78686",,,0,"John Wieczorek","2017-08-25"
"lactating; mother of ROMM 78974",,,0,"John Wieczorek","2017-08-25"
"lactating; mother of ROMM 86311",,,0,"John Wieczorek","2017-08-25"
"lactating; mother of ROMM 8642, FN21815; caught carrying young",,,0,"John Wieczorek","2017-08-25"
"lactating; mother of ROMM 98704",,,0,"John Wieczorek","2017-08-25"
"lactating; no em; 4 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; no em; 5 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; no em; 6 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; no emb",,,0,"John Wieczorek","2017-08-25"
"lactating; no emb; 2 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; no emb; 3 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; no emb; 8 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; no emb; 9 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; no embryos",,,0,"John Wieczorek","2017-08-25"
"Lactating; no embryos, no scarring",,,0,"John Wieczorek","2017-08-25"
"lactating; no embryos;",,,0,"John Wieczorek","2017-08-25"
"Lactating; No scars",,,0,"John Wieczorek","2017-08-25"
"Lactating; No scars observed",,,0,"John Wieczorek","2017-08-25"
"Lactating; No uterine scars",,,0,"John Wieczorek","2017-08-25"
"lactating; nulliparous",,,0,"John Wieczorek","2017-08-25"
"lactating; nursing",,,0,"John Wieczorek","2017-08-25"
"lactating; OVAR 7L, 7R",,,0,"John Wieczorek","2017-08-25"
"lactating; parous",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 1L 1R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 1L 3R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 2L",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 2L 1R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 2L 2R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 2L 2R; mammary tissue present",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 2L 3R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 2L 4R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 3L 2R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 3L 4R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 4L 1R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 4L 3R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 4L 4R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar 5L 3R",,,0,"John Wieczorek","2017-08-25"
"lactating; plac scar LIGHT",,,0,"John Wieczorek","2017-08-25"
"lactating; placental scars L-4",,,0,"John Wieczorek","2017-08-25"
"lactating; placental scars; mammary tissue present with MImilkLK",,,0,"John Wieczorek","2017-08-25"
"lactating; pregnant",,,0,"John Wieczorek","2017-08-25"
"lactating; pregnant ?; 5 emb ?",,,0,"John Wieczorek","2017-08-25"
"lactating; scars observed",,,0,"John Wieczorek","2017-08-25"
"Lactating; scars present",,,0,"John Wieczorek","2017-08-25"
"lactating; teats 7-8mm",,,0,"John Wieczorek","2017-08-25"
"lactating; teats visible; mammary tissue present",,,0,"John Wieczorek","2017-08-25"
"lactating; teats visible; mammary tissue present; vagina perforate; plac scar 2R",,,0,"John Wieczorek","2017-08-25"
"lactating; teats visible; mammary tissue present; vagina perforate; plac scar 3R",,,0,"John Wieczorek","2017-08-25"
"Lactating; Uterine scars",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 1L+1R=2",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 1R+0L=1",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 2L+0R=2",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 2L+2R=4",,,0,"John Wieczorek","2017-08-25"
"Lactating; Uterine scars 2L+3R=5",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 2L+5R=7",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 3+2=5",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 3L+3R=6",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 3R+2L=5",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 3R+3L=6",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 4L+0R=4",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars 6L+2R=8",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars observed",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterine scars unclear",,,0,"John Wieczorek","2017-08-25"
"Lactating; Uterine scars: 3L+4R=7",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterus enlarged, no scars",,,0,"John Wieczorek","2017-08-25"
"Lactating; uterus scars",,,0,"John Wieczorek","2017-08-25"
"Lactating; Uterus thickened",,,0,"John Wieczorek","2017-08-25"
"Lactating; Uterus thickened; >4 scars",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina imperforate",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina imperforate; 5 plac scar, light",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina imperforate; plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina imperforate; plac scar 2L 2R",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina imperforate; plac scar 4L 3R",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina imperforate; plac scar 6L 6R",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina perforate; 4 emb; 4 plac scar",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina perforate; plac scar 3L 3R",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina perforate; plac scar 3L 4R",,,0,"John Wieczorek","2017-08-25"
"lactating; vagina perforate; plac scar 4L 1R",,,0,"John Wieczorek","2017-08-25"
"lagst ovum = 1 mm",,,0,"John Wieczorek","2017-08-25"
"laid 2 eggs",,,0,"John Wieczorek","2017-08-25"
"laid eggs",,,0,"John Wieczorek","2017-08-25"
"lamb",,,0,"John Wieczorek","2017-08-25"
"large",,,0,"John Wieczorek","2017-08-25"
"Large embryo preserved.;",,,0,"John Wieczorek","2017-08-25"
"Large extended pouch, 4 elongagted nips",,,0,"John Wieczorek","2017-08-25"
"Large female w/ eggs",,,0,"John Wieczorek","2017-08-25"
"large gonads",,,0,"John Wieczorek","2017-08-25"
"Large mam.",,,0,"John Wieczorek","2017-08-25"
"Large nip.",,,0,"John Wieczorek","2017-08-25"
"Large nip.; no embs",,,0,"John Wieczorek","2017-08-25"
"large nipples; uterus enlarged, no scars",,,0,"John Wieczorek","2017-08-25"
"large ova",,,0,"John Wieczorek","2017-08-25"
"large ovum",,,0,"John Wieczorek","2017-08-25"
"large testes",,,0,"John Wieczorek","2017-08-25"
"Large testis",,,0,"John Wieczorek","2017-08-25"
"large uterus",,,0,"John Wieczorek","2017-08-25"
"largest ova 1mm",,,0,"John Wieczorek","2017-08-25"
"largest ova 2 mm, oviduct evident",,,0,"John Wieczorek","2017-08-25"
"largest ova 2mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum <1 mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum <1mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum = 11mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum = 2.0 mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum = 2mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum = 3mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum = 5mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum 1.25mm",,,0,"John Wieczorek","2017-08-25"
"Largest ovum 4 mm.  See Comments.",,,0,"John Wieczorek","2017-08-25"
