"verbatimSex","standardSex","uri","checked","opinionBy","opinionDate"
"M SA","male",,1,"John Wieczorek","2017-08-25"
"m scrotal","male",,1,"John Wieczorek","2017-08-25"
"M subad.","male",,1,"John Wieczorek","2017-08-25"
"M subadult","male",,1,"John Wieczorek","2017-08-25"
"M Test. regr.","male",,1,"John Wieczorek","2017-08-25"
"M Test. Scr.","male",,1,"John Wieczorek","2017-08-25"
"M test.scr.","male",,1,"John Wieczorek","2017-08-25"
"M Yg","male",,1,"John Wieczorek","2017-08-25"
"M Yg,","male",,1,"John Wieczorek","2017-08-25"
"M yng","male",,1,"John Wieczorek","2017-08-25"
"M young","male",,1,"John Wieczorek","2017-08-25"
"M YY","male",,1,"John Wieczorek","2017-08-25"
"Mmale","male",,1,"John Wieczorek","2017-08-25"
"M!","male",,1,"John Wieczorek","2017-08-25"
"M(?)","in question",,1,"John Wieczorek","2017-08-25"
"m(?), adult","in question",,1,"John Wieczorek","2017-08-25"
"M(?F)","in question",,1,"John Wieczorek","2017-08-25"
"m(3x2)","male",,1,"John Wieczorek","2017-08-25"
"M(crossed out)","unknown",,1,"John Wieczorek","2017-08-25"
"M(F)","unknown",,1,"John Wieczorek","2017-08-25"
"M(F?)","in question",,1,"John Wieczorek","2017-08-25"
"M(HY)","male",,1,"John Wieczorek","2017-08-25"
"M(i.e. upside down ""F"")","unknown",,1,"John Wieczorek","2017-08-25"
"M(LAP)","male",,1,"John Wieczorek","2017-08-25"
"M*","male",,1,"John Wieczorek","2017-08-25"
"M* with [?] written in pencil af","in question",,1,"John Wieczorek","2017-08-25"
"M, 1st year","male",,1,"John Wieczorek","2017-08-25"
"m, 2nd-year","male",,1,"John Wieczorek","2017-08-25"
"m, adult","male",,1,"John Wieczorek","2017-08-25"
"M, by dissection","male",,1,"John Wieczorek","2017-08-25"
"M, imm.","male",,1,"John Wieczorek","2017-08-25"
"m, immature","male",,1,"John Wieczorek","2017-08-25"
"M, JUV","male",,1,"John Wieczorek","2017-08-25"
"M, juv.","male",,1,"John Wieczorek","2017-08-25"
"m, juvenile","male",,1,"John Wieczorek","2017-08-25"
"M, juvenile?","male",,1,"John Wieczorek","2017-08-25"
"M,F","unknown",,1,"John Wieczorek","2017-08-25"
"M.","male",,1,"John Wieczorek","2017-08-25"
"m. adult","male",,1,"John Wieczorek","2017-08-25"
"M/08 days old","male",,1,"John Wieczorek","2017-08-25"
"M/1 day","male",,1,"John Wieczorek","2017-08-25"
"M/1 day old","male",,1,"John Wieczorek","2017-08-25"
"M/10 days","male",,1,"John Wieczorek","2017-08-25"
"M/15 days old","male",,1,"John Wieczorek","2017-08-25"
"M/17 days old","male",,1,"John Wieczorek","2017-08-25"
"M/19 days old","male",,1,"John Wieczorek","2017-08-25"
"M/1st year","male",,1,"John Wieczorek","2017-08-25"
"M/2 days","male",,1,"John Wieczorek","2017-08-25"
"M/2 days old","male",,1,"John Wieczorek","2017-08-25"
"M/2 years","male",,1,"John Wieczorek","2017-08-25"
"M/24 days old","male",,1,"John Wieczorek","2017-08-25"
"M/3 days old","male",,1,"John Wieczorek","2017-08-25"
"M/30 days","male",,1,"John Wieczorek","2017-08-25"
"M/31 days old","male",,1,"John Wieczorek","2017-08-25"
"M/4 days","male",,1,"John Wieczorek","2017-08-25"
"M/41 days","male",,1,"John Wieczorek","2017-08-25"
"M/42 days old","male",,1,"John Wieczorek","2017-08-25"
"M/6 days old","male",,1,"John Wieczorek","2017-08-25"
"M/66 days","male",,1,"John Wieczorek","2017-08-25"
"M/AD","male",,1,"John Wieczorek","2017-08-25"
"M/adult","male",,1,"John Wieczorek","2017-08-25"
"M/adult (?)","male",,1,"John Wieczorek","2017-08-25"
"m/f","female | male",,1,"John Wieczorek","2017-08-25"
"M/first year","male",,1,"John Wieczorek","2017-08-25"
"M/FLEDGLING","male",,1,"John Wieczorek","2017-08-25"
"M/HY","male",,1,"John Wieczorek","2017-08-25"
"M/IMM","male",,1,"John Wieczorek","2017-08-25"
"M/imm.","male",,1,"John Wieczorek","2017-08-25"
"M/immature","male",,1,"John Wieczorek","2017-08-25"
"M/JUV","male",,1,"John Wieczorek","2017-08-25"
"M/juv.","male",,1,"John Wieczorek","2017-08-25"
"M/juvenile","male",,1,"John Wieczorek","2017-08-25"
"M/NA","male",,1,"John Wieczorek","2017-08-25"
"M/NESTLING","male",,1,"John Wieczorek","2017-08-25"
"M/second year","male",,1,"John Wieczorek","2017-08-25"
"M/sub-ad.","male",,1,"John Wieczorek","2017-08-25"
"M/sub-adult","male",,1,"John Wieczorek","2017-08-25"
"M/third year","male",,1,"John Wieczorek","2017-08-25"
"M/yearling","male",,1,"John Wieczorek","2017-08-25"
"M/yrlg.","male",,1,"John Wieczorek","2017-08-25"
"M; confirmed by dissection","male",,1,"John Wieczorek","2017-08-25"
"M; imm.","male",,1,"John Wieczorek","2017-08-25"
"M?","in question",,1,"John Wieczorek","2017-08-25"
"M-?","in question",,1,"John Wieczorek","2017-08-25"
"M? (indicated on mount)","male",,1,"John Wieczorek","2017-08-25"
"M? *","in question",,1,"John Wieczorek","2017-08-25"
"M? adult-long tusks","male",,1,"John Wieczorek","2017-08-25"
"M? juvenile","male",,1,"John Wieczorek","2017-08-25"
"M? or M","in question",,1,"John Wieczorek","2017-08-25"
"M?(F)","in question",,1,"John Wieczorek","2017-08-25"
"M?(Fjuv.)","in question",,1,"John Wieczorek","2017-08-25"
"M?*","in question",,1,"John Wieczorek","2017-08-25"
"m?, adult","in question",,1,"John Wieczorek","2017-08-25"
"M?, juv","in question",,1,"John Wieczorek","2017-08-25"
"M??","in question",,1,"John Wieczorek","2017-08-25"
"M?[=illeg]","in question",,1,"John Wieczorek","2017-08-25"
"M?F","in question",,1,"John Wieczorek","2017-08-25"
"M?F?","in question",,1,"John Wieczorek","2017-08-25"
"M[* with ? below *]","in question",,1,"John Wieczorek","2017-08-25"
"M[?]","in question",,1,"John Wieczorek","2017-08-25"
"M[?]*","in question",,1,"John Wieczorek","2017-08-25"
"M[=F?]","in question",,1,"John Wieczorek","2017-08-25"
"M[=F]","unknown",,1,"John Wieczorek","2017-08-25"
"M[app=F]","unknown",,1,"John Wieczorek","2017-08-25"
"M[app'y = F]WM.","unknown",,1,"John Wieczorek","2017-08-25"
"M[F?]","in question",,1,"John Wieczorek","2017-08-25"
"M[F]","unknown",,1,"John Wieczorek","2017-08-25"
"M[illeg]","male",,1,"John Wieczorek","2017-08-25"
"M[M]","male",,1,"John Wieczorek","2017-08-25"
"M]","male",,1,"John Wieczorek","2017-08-25"
"M`","male",,1,"John Wieczorek","2017-08-25"
"M~","male",,1,"John Wieczorek","2017-08-25"
"M=[F ?]","in question",,1,"John Wieczorek","2017-08-25"
"M=[F] C.H.R.","unknown",,1,"John Wieczorek","2017-08-25"
"M7","male",,1,"John Wieczorek","2017-08-25"
"Ma","male",,1,"John Wieczorek","2017-08-25"
"MAÁE","male",,1,"John Wieczorek","2017-08-25"
"macho","male",,1,"John Wieczorek","2017-08-25"
"macho A","male",,1,"John Wieczorek","2017-08-25"
"macho ad","male",,1,"John Wieczorek","2017-08-25"
"macho ad TA","male",,1,"John Wieczorek","2017-08-25"
"macho ad Tes","male",,1,"John Wieczorek","2017-08-25"
"macho ad tes 3x4","male",,1,"John Wieczorek","2017-08-25"
"macho ad tes 6x4","male",,1,"John Wieczorek","2017-08-25"
"macho ad Tes 7x4","male",,1,"John Wieczorek","2017-08-25"
"macho ad test 9x5","male",,1,"John Wieczorek","2017-08-25"
"macho inm","male",,1,"John Wieczorek","2017-08-25"
"macho inmad.","male",,1,"John Wieczorek","2017-08-25"
"Macho inmaduro","male",,1,"David Bloom","2017-08-26"
"Macho J","male",,1,"John Wieczorek","2017-08-25"
"macho juv","male",,1,"John Wieczorek","2017-08-25"
"macho juv test 5x3","male",,1,"John Wieczorek","2017-08-25"
"macho sa Tes 5x3","male",,1,"John Wieczorek","2017-08-25"
"macho subad","male",,1,"John Wieczorek","2017-08-25"
"macho Tes 10x6","male",,1,"John Wieczorek","2017-08-25"
"macho test","male",,1,"John Wieczorek","2017-08-25"
"macho test 15x9","male",,1,"John Wieczorek","2017-08-25"
"macho Test 16x9","male",,1,"John Wieczorek","2017-08-25"
"macho test 18x13","male",,1,"John Wieczorek","2017-08-25"
"macho test 20x13","male",,1,"John Wieczorek","2017-08-25"
"macho test 20x14","male",,1,"John Wieczorek","2017-08-25"
"macho test 5x3","male",,1,"John Wieczorek","2017-08-25"
"macho test 5x4","male",,1,"John Wieczorek","2017-08-25"
"macho test 8x4","male",,1,"John Wieczorek","2017-08-25"
"macho test esc","male",,1,"John Wieczorek","2017-08-25"
"Macho, Hembra","male, female",,1,"John Wieczorek","2017-11-07"
"Macho, Indeterminado","male, unknown",,1,"John Wieczorek","2017-11-07"
"macho?","in question",,1,"John Wieczorek","2017-08-25"
"make","male",,1,"John Wieczorek","2017-08-25"
"male","male",,1,"John Wieczorek","2017-08-25"
"Male - 6 months","male",,1,"John Wieczorek","2017-08-25"
"MALE  M","male",,1,"John Wieczorek","2017-08-25"
"male & female","female | male",,1,"John Wieczorek","2017-08-25"
"male (? - see note)","male",,1,"John Wieczorek","2017-08-25"
"male (? - see note)/female (? - ","in question",,1,"John Wieczorek","2017-08-25"
"male (?)","in question",,1,"John Wieczorek","2017-08-25"
"male (?)/female","female | male",,1,"John Wieczorek","2017-08-25"
"male ('?male' on label)","male",,1,"John Wieczorek","2017-08-25"
"Male (1st year)","male",,1,"John Wieczorek","2017-08-25"
"male (3.7x2.4)","male",,1,"John Wieczorek","2017-08-25"
"Male (6.0x4.4)","male",,1,"John Wieczorek","2017-08-25"
"Male (by bleeding?)","in question",,1,"John Wieczorek","2017-08-25"
"male (by gonads)","male",,1,"John Wieczorek","2017-08-25"
"male (by plumage)","male",,1,"John Wieczorek","2017-08-25"
"male (HY)","male",,1,"John Wieczorek","2017-08-25"
"male (imm.)","male",,1,"John Wieczorek","2017-08-25"
"male (immature)","male",,1,"John Wieczorek","2017-08-25"
"male (in text)/female (on label)","in question",,1,"John Wieczorek","2017-08-25"
"male (in text; female on label)","in question",,1,"John Wieczorek","2017-08-25"
"male (juv.)","male",,1,"John Wieczorek","2017-08-25"
"male (juvenile)","male",,1,"John Wieczorek","2017-08-25"
"male (LAP)","male",,1,"John Wieczorek","2017-08-25"
"male (later identified as)","male",,1,"John Wieczorek","2017-08-25"
"Male (likely)","male",,1,"John Wieczorek","2017-08-25"
"male (not breeding)","male",,1,"John Wieczorek","2017-08-25"
"male (on label)","male",,1,"John Wieczorek","2017-08-25"
"male (on plumage)","male",,1,"John Wieczorek","2017-08-25"
"male (plumage)","male",,1,"John Wieczorek","2017-08-25"
"male (printed in error as female","male",,1,"John Wieczorek","2017-08-25"
"male ('probably')","male",,1,"John Wieczorek","2017-08-25"
"male (see note)","male",,1,"John Wieczorek","2017-08-25"
"male (see notes)","male",,1,"John Wieczorek","2017-08-25"
"male (sub-adult)","male",,1,"John Wieczorek","2017-08-25"
"male (summer)","male",,1,"John Wieczorek","2017-08-25"
"male (t=10mm)","male",,1,"John Wieczorek","2017-08-25"
"male (t=4mm)","male",,1,"John Wieczorek","2017-08-25"
"male (young)","male",,1,"John Wieczorek","2017-08-25"
"male , male","male",,1,"John Wieczorek","2017-08-25"
"Male ?","in question",,1,"John Wieczorek","2017-08-25"
"Male ?, testes 3mm???","male",,1,"John Wieczorek","2017-08-25"
"Male [?]","in question",,1,"John Wieczorek","2017-08-25"
"Male [Adult]","male",,1,"John Wieczorek","2017-08-25"
"Male [Female ?]","in question",,1,"John Wieczorek","2017-08-25"
"Male [Female?]","in question",,1,"John Wieczorek","2017-08-25"
"Male [Female]","female | male",,1,"John Wieczorek","2017-08-25"
"Male 51 mm SVL","male",,1,"John Wieczorek","2017-08-25"
"Male Adult","male",,1,"John Wieczorek","2017-08-25"
"Male and Female","female | male",,1,"John Wieczorek","2017-08-25"
"Male br.","male",,1,"John Wieczorek","2017-08-25"
"Male by plumage","male",,1,"John Wieczorek","2017-08-25"
"male downy young","male",,1,"John Wieczorek","2017-08-25"
"Male Female","female | male",,1,"John Wieczorek","2017-08-25"
"male juvenile","male",,1,"John Wieczorek","2017-08-25"
"male male","male",,1,"John Wieczorek","2017-08-25"
"Male of pair","male",,1,"John Wieczorek","2017-08-25"
"malefemale","female | male",,1,"John Wieczorek","2017-08-25"
"maleundet.","male | unknown",,1,"John Wieczorek","2017-08-25"
"Male(?)","in question",,1,"John Wieczorek","2017-08-25"
"male(imm.)","male",,1,"John Wieczorek","2017-08-25"
"male(s) & female(s)-certain","female | male",,1,"John Wieczorek","2017-08-25"
"male(s) & female(s)-uncertain","in question",,1,"John Wieczorek","2017-08-25"
"male(s)-certain","male",,1,"John Wieczorek","2017-08-25"
"male(s)-uncertain","in question",,1,"John Wieczorek","2017-08-25"
"male, ?","male",,1,"John Wieczorek","2017-08-25"
"Male, 2nd winter","male",,1,"John Wieczorek","2017-08-25"
"Male, 31 mm SVL","male",,1,"John Wieczorek","2017-08-25"
"Male, 52 mm SVL, 28 mm tail","male",,1,"John Wieczorek","2017-08-25"
"male, adult","male",,1,"John Wieczorek","2017-08-25"
"male, female","female | male",,1,"John Wieczorek","2017-08-25"
"male, HY","male",,1,"John Wieczorek","2017-08-25"
"male, HY?","male",,1,"John Wieczorek","2017-08-25"
"Male, Imm.","male",,1,"John Wieczorek","2017-08-25"
"male, immature","male",,1,"John Wieczorek","2017-08-25"
"Male, liver tissue collected","male",,1,"John Wieczorek","2017-08-25"
"Male, liver tissue taken","male",,1,"John Wieczorek","2017-08-25"
"Male, nest","male",,1,"John Wieczorek","2017-08-25"
"Male, SVL 319mm, Tail 64 mm","male",,1,"John Wieczorek","2017-08-25"
"Male, SVL 436 mm, Tail 157","male",,1,"John Wieczorek","2017-08-25"
"Male, SVL 75 mm, Tail 87 mm w/ 2","male",,1,"John Wieczorek","2017-08-25"
"Male, SVL=365mm,Tail=31mm","male",,1,"John Wieczorek","2017-08-25"
"Male, testes 2 X 3 mm","male",,1,"John Wieczorek","2017-08-25"
"Male, Tissue-liver sample","male",,1,"John Wieczorek","2017-08-25"
"Male, Tissue-Liver sample taken","male",,1,"John Wieczorek","2017-08-25"
"Male, Tissue-scale clip","male",,1,"John Wieczorek","2017-08-25"
"Male, Tissue-scale clips","male",,1,"John Wieczorek","2017-08-25"
"male, yy","male",,1,"John Wieczorek","2017-08-25"
"male.female","female | male",,1,"John Wieczorek","2017-08-25"
"male/adult","male",,1,"John Wieczorek","2017-08-25"
"male/female","female | male",,1,"John Wieczorek","2017-08-25"
"male/female (in text)","unknown",,1,"John Wieczorek","2017-08-25"
"male/female (labelled as)","unknown",,1,"John Wieczorek","2017-08-25"
"male/female (on label)","unknown",,1,"John Wieczorek","2017-08-25"
"Male?","in question",,1,"John Wieczorek","2017-08-25"
"male[","male",,1,"John Wieczorek","2017-08-25"
"Male[?]","in question",,1,"John Wieczorek","2017-08-25"
"Male+Female","female | male",,1,"John Wieczorek","2017-08-25"
"Male6","male",,1,"John Wieczorek","2017-08-25"
"males","male",,1,"John Wieczorek","2017-08-25"
"Males + Females","female | male",,1,"John Wieczorek","2017-08-25"
"males, females","female | male",,1,"John Wieczorek","2017-08-25"
"Mandible only, no teeth","unknown",,1,"John Wieczorek","2017-08-25"
"marked as both F and M","unknown",,1,"John Wieczorek","2017-08-25"
"mascle","male",,1,"John Wieczorek","2017-08-25"
"mascle | indeterminable","male | indeterminable",,1,"John Wieczorek","2017-08-25"
"mascle femella","female | male",,1,"John Wieczorek","2017-08-25"
"metamorph",,,1,"John Wieczorek","2017-08-25"
"MF","female | male",,1,"John Wieczorek","2017-08-25"
"M-F","unknown",,1,"John Wieczorek","2017-08-25"
"mid-ventral white line",,,1,"John Wieczorek","2017-08-25"
"mid-ventral white line, brown ve",,,1,"John Wieczorek","2017-08-25"
"MISSING",,,1,"John Wieczorek","2017-08-25"
"missing tail and legs",,,1,"John Wieczorek","2017-08-25"
"Mixed Sexes","female | male",,1,"John Wieczorek","2017-08-25"
"M-juv.","male",,1,"John Wieczorek","2017-08-25"
"mle","male",,1,"John Wieczorek","2017-08-25"
"M--looks F 4/2011ceo","male",,1,"John Wieczorek","2017-08-25"
"MM","male",,1,"John Wieczorek","2017-08-25"
"Mm.","male",,1,"John Wieczorek","2017-08-25"
"Mn","male",,1,"John Wieczorek","2017-08-25"
"Mn.","male",,1,"John Wieczorek","2017-08-25"
"mo data","unknown",,1,"John Wieczorek","2017-08-25"
"Mother to UAZ 35197-35208","female",,1,"John Wieczorek","2017-08-25"
"N","unknown",,1,"John Wieczorek","2017-08-25"
"n.s.","unknown",,1,"John Wieczorek","2017-08-25"
"n/","unknown",,1,"John Wieczorek","2017-08-25"
"N/A","unknown",,1,"John Wieczorek","2017-08-25"
"NA","unknown",,1,"John Wieczorek","2017-08-25"
"NA (HY)","unknown",,1,"John Wieczorek","2017-08-25"
"NA 3rd year","unknown",,1,"John Wieczorek","2017-08-25"
"NA Ad.","unknown",,1,"John Wieczorek","2017-08-25"
"NA chick","unknown",,1,"John Wieczorek","2017-08-25"
"NA Imm.","unknown",,1,"John Wieczorek","2017-08-25"
"NA Juv.","unknown",,1,"John Wieczorek","2017-08-25"
"NA/1 day","unknown",,1,"John Wieczorek","2017-08-25"
"NA/1 day old","unknown",,1,"John Wieczorek","2017-08-25"
"NA/1 month","unknown",,1,"John Wieczorek","2017-08-25"
"NA/10 days old","unknown",,1,"John Wieczorek","2017-08-25"
"NA/11 days old","unknown",,1,"John Wieczorek","2017-08-25"
"NA/3 days old","unknown",,1,"John Wieczorek","2017-08-25"
"NA/3 weeks","unknown",,1,"John Wieczorek","2017-08-25"
"NA/4 days old","unknown",,1,"John Wieczorek","2017-08-25"
"NA/5 days","unknown",,1,"John Wieczorek","2017-08-25"
"NA/5 days old","unknown",,1,"John Wieczorek","2017-08-25"
"NA/5 months","unknown",,1,"John Wieczorek","2017-08-25"
"NA/6 days","unknown",,1,"John Wieczorek","2017-08-25"
"NA/7 days old","unknown",,1,"John Wieczorek","2017-08-25"
"NA/9 days","unknown",,1,"John Wieczorek","2017-08-25"
"NA/imm.","unknown",,1,"John Wieczorek","2017-08-25"
"NA/juv.","unknown",,1,"John Wieczorek","2017-08-25"
"NA/nestling","unknown",,1,"John Wieczorek","2017-08-25"
"NA/sub-adult","unknown",,1,"John Wieczorek","2017-08-25"
"Neonate",,,1,"John Wieczorek","2017-08-25"
"Nest. juv.",,,1,"John Wieczorek","2017-08-25"
"Nesting Colony",,,1,"John Wieczorek","2017-08-25"
"Nestling [Female ?]","in question",,1,"John Wieczorek","2017-08-25"
"Nestling [Sex ?]","in question",,1,"John Wieczorek","2017-08-25"
"Nestling Female","female",,1,"John Wieczorek","2017-08-25"
"Nestling Male","male",,1,"John Wieczorek","2017-08-25"
"Nestlings [Sex ?]","in question",,1,"John Wieczorek","2017-08-25"
"newborn",,,1,"John Wieczorek","2017-08-25"
"newly hatched chick",,,1,"John Wieczorek","2017-08-25"
"No","unknown",,1,"John Wieczorek","2017-08-25"
"no aplicable",,,1,"John Wieczorek","2017-08-25"
"no data","unknown",,1,"John Wieczorek","2017-08-25"
"no gonads found.",,,1,"John Wieczorek","2017-08-25"
"No nuptial pads, throat white, n",,,1,"John Wieczorek","2017-08-25"
"no sex","unknown",,1,"John Wieczorek","2017-08-25"
"no sex given","unknown",,1,"John Wieczorek","2017-08-25"
"None",,,1,"John Wieczorek","2017-08-25"
"not determined","unknown",,1,"John Wieczorek","2017-08-25"
"not found","unknown",,1,"John Wieczorek","2017-08-25"
"not listed","unknown",,1,"John Wieczorek","2017-08-25"
"not observed","unknown",,1,"John Wieczorek","2017-08-25"
"not recorded","unknown",,1,"John Wieczorek","2017-08-25"
"not sexed","unknown",,1,"John Wieczorek","2017-08-25"
"not visible",,,1,"John Wieczorek","2017-08-25"
"NOTES",,,1,"John Wieczorek","2017-08-25"
"NR","unknown",,1,"John Wieczorek","2017-08-25"
"O","unknown",,1,"John Wieczorek","2017-08-25"
"O (CMJ catalog lists as undeterm","unknown",,1,"John Wieczorek","2017-08-25"
"o ?","in question",,1,"John Wieczorek","2017-08-25"
"O.B","unknown",,1,"John Wieczorek","2017-08-25"
"o/p","unknown",,1,"John Wieczorek","2017-08-25"
"O?","unknown",,1,"John Wieczorek","2017-08-25"
"O~","unknown",,1,"John Wieczorek","2017-08-25"
"O'B","unknown",,1,"John Wieczorek","2017-08-25"
"orange head",,,1,"John Wieczorek","2017-08-25"
"Pima",,,1,"John Wieczorek","2017-08-25"
"pink tail",,,1,"John Wieczorek","2017-08-25"
"POSSIBLY FEMALE","in question",,1,"John Wieczorek","2017-08-25"
"POSSIBLY MALE","male",,1,"John Wieczorek","2017-08-25"
"Post Partum female","female",,1,"John Wieczorek","2017-08-25"
"Preg?","female",,1,"John Wieczorek","2017-08-25"
"Prob. F","female",,1,"John Wieczorek","2017-08-25"
"Prob. Female","female",,1,"John Wieczorek","2017-08-25"
"probable adult female","female",,1,"John Wieczorek","2017-08-25"
"Probably [Male]","male",,1,"John Wieczorek","2017-08-25"
"probably F","female",,1,"John Wieczorek","2017-08-25"
"PROBABLY FEMALE","female",,1,"John Wieczorek","2017-08-25"
"PROBABLY MALE","male",,1,"John Wieczorek","2017-08-25"
"prop. F.","female",,1,"John Wieczorek","2017-08-25"
"Q",,,1,"John Wieczorek","2017-08-25"
"S&S",,,1,"John Wieczorek","2017-08-25"
"SEE Notes",,,1,"John Wieczorek","2017-08-25"
"see spec. label!","unknown",,1,"John Wieczorek","2017-08-25"
"sex","unknown",,1,"John Wieczorek","2017-08-25"
"Sex ?","in question",,1,"John Wieczorek","2017-08-25"
"Sex ? - Male plumage","in question",,1,"John Wieczorek","2017-08-25"
"Sex Unknown","unknown",,1,"John Wieczorek","2017-08-25"
"Sex?","in question",,1,"John Wieczorek","2017-08-25"
"sin datos","unknown",,1,"John Wieczorek","2017-08-25"
"skin tissue sample taken",,,1,"John Wieczorek","2017-08-25"
"SS",,,1,"John Wieczorek","2017-08-25"
"Stomach contents: Leaf cutter an",,,1,"John Wieczorek","2017-08-25"
"Striped",,,1,"John Wieczorek","2017-08-25"
"Striped pattern",,,1,"John Wieczorek","2017-08-25"
"Striped; unusual broad dorsal st",,,1,"John Wieczorek","2017-08-25"
"Sub Adult",,,1,"John Wieczorek","2017-08-25"
"Subadult",,,1,"John Wieczorek","2017-08-25"
"Sub-Adult [Male ?]","in question",,1,"John Wieczorek","2017-08-25"
"Sub-adult [Sex ?]","in question",,1,"John Wieczorek","2017-08-25"
"subadult female","female",,1,"John Wieczorek","2017-08-25"
"Sub-adult Female","female",,1,"John Wieczorek","2017-08-25"
"subadult femle","female",,1,"John Wieczorek","2017-08-25"
"subadult male","male",,1,"John Wieczorek","2017-08-25"
"Sub-adult Male","male",,1,"John Wieczorek","2017-08-25"
"subadult male, Liver Tissue take","male",,1,"John Wieczorek","2017-08-25"
"Subadult, liver tissue taken",,,1,"John Wieczorek","2017-08-25"
"SVL 181 mm, tail 67 mm",,,1,"John Wieczorek","2017-08-25"
"SVL 449 mm, Tail 770 mm, 1979g",,,1,"John Wieczorek","2017-08-25"
"Tadpole",,,1,"John Wieczorek","2017-12-03"
"Tadpoles","unknown",,1,"John Wieczorek","2017-08-25"
"tagged M, bag note and orig. d/b","male",,1,"John Wieczorek","2017-08-25"
"Term embryos",,,1,"John Wieczorek","2017-08-25"
"testes","male",,1,"John Wieczorek","2017-08-25"
"throat balck, belly salt and pep",,,1,"John Wieczorek","2017-08-25"
"throat black; white line from ti",,,1,"John Wieczorek","2017-08-25"
"throat white",,,1,"John Wieczorek","2017-08-25"
"throat white; narrow mid-dorsal ",,,1,"John Wieczorek","2017-08-25"
"Tissue at LSU",,,1,"John Wieczorek","2017-08-25"
"tissue taken (DGM)",,,1,"John Wieczorek","2017-08-25"
"Tissue- ventrolateral scale clip",,,1,"John Wieczorek","2017-08-25"
"Tissue-liver sample",,,1,"John Wieczorek","2017-08-25"
"Tissue-Liver sample taken",,,1,"John Wieczorek","2017-08-25"
"Tissue-liver, blood ASU & UTEP",,,1,"John Wieczorek","2017-08-25"
"Tissue-retrolateral scaleclip ta",,,1,"John Wieczorek","2017-08-25"
"tissues",,,1,"John Wieczorek","2017-08-25"
"Tissue-scale clip",,,1,"John Wieczorek","2017-08-25"
"Tissue-scale clip taken",,,1,"John Wieczorek","2017-08-25"
"Tissue-scale clips",,,1,"John Wieczorek","2017-08-25"
"Tissue-tail tip",,,1,"John Wieczorek","2017-08-25"
"Tissue-Tail tip taken",,,1,"John Wieczorek","2017-08-25"
"to","unknown",,1,"John Wieczorek","2017-08-25"
"toadlet",,,1,"John Wieczorek","2017-08-25"
"Transformed or nearly so",,,1,"John Wieczorek","2017-08-25"
"Transforming larva",,,1,"John Wieczorek","2017-08-25"
"u","unknown",,1,"John Wieczorek","2017-08-25"
"Ufemale","female | unknown",,1,"John Wieczorek","2017-08-25"
"Umale","male | unknown",,1,"John Wieczorek","2017-08-25"
"Uundet.","unknown",,1,"John Wieczorek","2017-08-25"
"u, adult","unknown",,1,"John Wieczorek","2017-08-25"
"u, immature","unknown",,1,"John Wieczorek","2017-08-25"
"u, immautre","unknown",,1,"John Wieczorek","2017-08-25"
"u, juvenile","unknown",,1,"John Wieczorek","2017-08-25"
"u, u","unknown",,1,"John Wieczorek","2017-08-25"
"u. adult","unknown",,1,"John Wieczorek","2017-08-25"
"U.female","female | unknown",,1,"John Wieczorek","2017-08-25"
"U.male","male | unknown",,1,"John Wieczorek","2017-08-25"
"U.S.","unknown",,1,"John Wieczorek","2017-08-25"
"U?","in question",,1,"John Wieczorek","2017-08-25"
"UAZ egg clutch 3, 1967",,,1,"John Wieczorek","2017-08-25"
"uknown","unknown",,1,"John Wieczorek","2017-08-25"
"un","unknown",,1,"John Wieczorek","2017-08-25"
"un.det.","unknown",,1,"John Wieczorek","2017-08-25"
"uncertain","unknown",,1,"John Wieczorek","2017-08-25"
"underlined M","male",,1,"John Wieczorek","2017-08-25"
"Underside of tail red, belly and",,,1,"John Wieczorek","2017-08-25"
"undet.","unknown",,1,"John Wieczorek","2017-08-25"
"undet.female","female | unknown",,1,"John Wieczorek","2017-08-25"
"undet.male","male | unknown",,1,"John Wieczorek","2017-08-25"
"undet..female","female | unknown",,1,"John Wieczorek","2017-08-25"
"undet..male","male | unknown",,1,"John Wieczorek","2017-08-25"
"undeterminable","indeterminable",,1,"John Wieczorek","2017-08-25"
"undetermined","unknown",,1,"John Wieczorek","2017-08-25"
"undetermined (shot in abdomen)",,,1,"John Wieczorek","2017-08-25"
"unk","unknown",,1,"John Wieczorek","2017-08-25"
"unk  juv.","unknown",,1,"John Wieczorek","2017-08-25"
"Unk - Juv. or neonatal","unknown",,1,"John Wieczorek","2017-08-25"
"unk (imm. ?)","unknown",,1,"John Wieczorek","2017-08-25"
"UNK imm.","unknown",,1,"John Wieczorek","2017-08-25"
"unk, adult","unknown",,1,"John Wieczorek","2017-08-25"
"Unk, imm","unknown",,1,"John Wieczorek","2017-08-25"
"unk, imm.","unknown",,1,"John Wieczorek","2017-08-25"
"unk, mixed symbol","unknown",,1,"John Wieczorek","2017-08-25"
"unk, probably M","male",,1,"John Wieczorek","2017-08-25"
"unk.","unknown",,1,"John Wieczorek","2017-08-25"
"unk. - Imm","unknown",,1,"John Wieczorek","2017-08-25"
"unk. (imm.)","unknown",,1,"John Wieczorek","2017-08-25"
"unk. (juvenile)","unknown",,1,"John Wieczorek","2017-08-25"
"unk. juvenile","unknown",,1,"John Wieczorek","2017-08-25"
"Unk., (HY)","unknown",,1,"John Wieczorek","2017-08-25"
"unk., Juv.","unknown",,1,"John Wieczorek","2017-08-25"
